"","Year","Pick","Name","Team"
"1324",1997,19,"Scot Pollard","Detroit Pistons"
"1325",1997,20,"Paul Grant","Minnesota Timberwolves"
"1326",1997,21,"Anthony Parker","New Jersey Nets"
"1327",1997,22,"Ed Gray","Atlanta Hawks"
"1328",1997,23,"Bobby Jackson","Seattle SuperSonics"
"1329",1997,24,"Rodrick Rhodes","Houston Rockets"
"1330",1997,25,"John Thomas","New York Knicks"
"1331",1997,26,"Charles Smith","Miami Heat"
"1332",1997,27,"Jacque Vaughn","Utah Jazz"
"1333",1997,28,"Keith Booth","Chicago Bulls"
"1334",1997,29,"Serge Zwikker","Houston Rockets"
"1335",1997,30,"Mark Sanford","Miami Heat"
"1336",1997,31,"Charles O'Bannon","Detroit Pistons"
"1337",1997,32,"James Cotton","Denver Nuggets"
"1338",1997,33,"Marko Milic","Philadelphia 76ers"
"1339",1997,34,"Bubba Wells","Dallas Mavericks"
"1340",1997,35,"Kebu Stewart","Philadelphia 76ers"
"1341",1997,36,"James Collins","Philadelphia 76ers"
"1342",1997,37,"Marc Jackson","Golden State Warriors"
"1343",1997,38,"Jerald Honeycutt","Milwaukee Bucks"
"1344",1997,39,"Anthony Johnson","Sacramento Kings"
"1345",1997,40,"Eddie Elisma","Seattle SuperSonics"
"1346",1997,41,"Jason Lawson","Denver Nuggets"
"1347",1997,42,"Stephen Jackson","Phoenix Suns"
"1348",1997,43,"Gordon Malone","Minnesota Timberwolves"
"1349",1997,44,"Cedric Henderson","Cleveland Cavaliers"
"1350",1997,45,"God Shammgod","Washington Wizards"
"1351",1997,46,"Eric Washington","Orlando Magic"
"1352",1997,47,"Alvin Williams","Portland Trail Blazers"
"1353",1997,48,"Predrag Drobnjak","Washington Wizards"
"1354",1997,49,"Alain Digbeau","Atlanta Hawks"
"1355",1997,50,"Chris Crawford","Atlanta Hawks"
"1356",1997,51,"DeJuan Wheat","Los Angeles Lakers"
"1357",1997,52,"C.J. Bruton","Vancouver Grizzlies"
"1358",1997,53,"Paul Rogers","Los Angeles Lakers"
"1359",1997,54,"Mark Blount","Seattle SuperSonics"
"1360",1997,55,"Ben Pepper","Boston Celtics"
"1361",1997,56,"Nate Erdmann","Utah Jazz"
"1362",1997,57,"Roberto Duenas","Chicago Bulls"
"1363",1996,1,"Allen Iverson","Philadelphia 76ers"
"1364",1996,2,"Marcus Camby","Toronto Raptors"
"1365",1996,3,"Shareef Abdur-Rahim","Vancouver Grizzlies"
"1366",1996,4,"Stephon Marbury","Milwaukee Bucks"
"1367",1996,5,"Ray Allen","Minnesota Timberwolves"
"1368",1996,6,"Antoine Walker","Boston Celtics"
"1369",1996,7,"Lorenzen Wright","Los Angeles Clippers"
"1370",1996,8,"Kerry Kittles","New Jersey Nets"
"1371",1996,9,"Samaki Walker","Dallas Mavericks"
"1372",1996,10,"Erick Dampier","Indiana Pacers"
"1373",1996,11,"Todd Fuller","Golden State Warriors"
"1374",1996,12,"Vitaly Potapenko","Cleveland Cavaliers"
"1375",1996,13,"Kobe Bryant","Charlotte Hornets"
"1376",1996,14,"Peja Stojakovic","Sacramento Kings"
"1377",1996,15,"Steve Nash","Phoenix Suns"
"1378",1996,16,"Tony Delk","Charlotte Hornets"
"1379",1996,17,"Jermaine O'Neal","Portland Trail Blazers"
"1380",1996,18,"John Wallace","New York Knicks"
"1381",1996,19,"Walter McCarty","New York Knicks"
"1382",1996,20,"Zydrunas Ilgauskas","Cleveland Cavaliers"
"1383",1996,21,"Dontae' Jones","New York Knicks"
"1384",1996,22,"Roy Rogers","Vancouver Grizzlies"
"1385",1996,23,"Efthimios Rentzias","Denver Nuggets"
"1386",1996,24,"Derek Fisher","Los Angeles Lakers"
"1387",1996,25,"Martin Muursepp","Utah Jazz"
"1388",1996,26,"Jerome Williams","Detroit Pistons"
"1389",1996,27,"Brian Evans","Orlando Magic"
"1390",1996,28,"Priest Lauderdale","Atlanta Hawks"
"1391",1996,29,"Travis Knight","Chicago Bulls"
"1392",1996,30,"Othella Harrington","Houston Rockets"
"1393",1996,31,"Mark Hendrickson","Philadelphia 76ers"
"1394",1996,32,"Ryan Minor","Philadelphia 76ers"
"1395",1996,33,"Moochie Norris","Milwaukee Bucks"
"1396",1996,34,"Shawn Harvey","Dallas Mavericks"
"1397",1996,35,"Joseph Blair","Seattle SuperSonics"
"1398",1996,36,"Doron Sheffer","Los Angeles Clippers"
"1399",1996,37,"Jeff McInnis","Denver Nuggets"
"1400",1996,38,"Steve Hamer","Boston Celtics"
"1401",1996,39,"Russ Millard","Phoenix Suns"
"1402",1996,40,"Marcus Mann","Golden State Warriors"
"1403",1996,41,"Jason Sasser","Sacramento Kings"
"1404",1996,42,"Randy Livingston","Houston Rockets"
"1405",1996,43,"Ben Davis","Phoenix Suns"
"1406",1996,44,"Malik Rose","Charlotte Hornets"
"1407",1996,45,"Joe Vogel","Seattle SuperSonics"
"1408",1996,46,"Marcus Brown","Portland Trail Blazers"
"1409",1996,47,"Ron Riley","Seattle SuperSonics"
"1410",1996,48,"Jamie Feick","Philadelphia 76ers"
"1411",1996,49,"Amal McCaskill","Orlando Magic"
"1412",1996,50,"Terrell Bell","Houston Rockets"
"1413",1996,51,"Chris Robinson","Vancouver Grizzlies"
"1414",1996,52,"Mark Pope","Indiana Pacers"
"1415",1996,53,"Jeff Nordgaard","Milwaukee Bucks"
"1416",1996,54,"Shandon Anderson","Utah Jazz"
"1417",1996,55,"Ronnie Henderson","Washington Bullets"
"1418",1996,56,"Reggie Geary","Cleveland Cavaliers"
"1419",1996,57,"Drew Barry","Seattle SuperSonics"
"1420",1996,58,"Darnell Robinson","Dallas Mavericks"
"1421",1995,1,"Joe Smith","Golden State Warriors"
"1422",1995,2,"Antonio McDyess","Los Angeles Clippers"
"1423",1995,3,"Jerry Stackhouse","Philadelphia 76ers"
"1424",1995,4,"Rasheed Wallace","Washington Bullets"
"1425",1995,5,"Kevin Garnett","Minnesota Timberwolves"
"1426",1995,6,"Bryant Reeves","Vancouver Grizzlies"
"1427",1995,7,"Damon Stoudamire","Toronto Raptors"
"1428",1995,8,"Shawn Respert","Portland Trail Blazers"
"1429",1995,9,"Ed O'Bannon","New Jersey Nets"
"1430",1995,10,"Kurt Thomas","Miami Heat"
"1431",1995,11,"Gary Trent","Milwaukee Bucks"
"1432",1995,12,"Cherokee Parks","Dallas Mavericks"
"1433",1995,13,"Corliss Williamson","Sacramento Kings"
"1434",1995,14,"Eric Williams","Boston Celtics"
"1435",1995,15,"Brent Barry","Denver Nuggets"
"1436",1995,16,"Alan Henderson","Atlanta Hawks"
"1437",1995,17,"Bob Sura","Cleveland Cavaliers"
"1438",1995,18,"Theo Ratliff","Detroit Pistons"
"1439",1995,19,"Randolph Childress","Detroit Pistons"
"1440",1995,20,"Jason Caffey","Chicago Bulls"
"1441",1995,21,"Michael Finley","Phoenix Suns"
"1442",1995,22,"George Zidek","Charlotte Hornets"
"1443",1995,23,"Travis Best","Indiana Pacers"
"1444",1995,24,"Loren Meyer","Dallas Mavericks"
"1445",1995,25,"David Vaughn","Orlando Magic"
"1446",1995,26,"Sherell Ford","Seattle SuperSonics"
"1447",1995,27,"Mario Bennett","Phoenix Suns"
"1448",1995,28,"Greg Ostertag","Utah Jazz"
"1449",1995,29,"Cory Alexander","San Antonio Spurs"
"1450",1995,30,"Lou Roe","Detroit Pistons"
"1451",1995,31,"Dragan Tarlac","Chicago Bulls"
"1452",1995,32,"Terrence Rencher","Washington Bullets"
"1453",1995,33,"Junior Burrough","Boston Celtics"
"1454",1995,34,"Andrew DeClercq","Golden State Warriors"
"1455",1995,35,"Jimmy King","Toronto Raptors"
"1456",1995,36,"Lawrence Moten","Vancouver Grizzlies"
"1457",1995,37,"Frankie King","Los Angeles Lakers"
"1458",1995,38,"Rashard Griffith","Milwaukee Bucks"
"1459",1995,39,"Donny Marshall","Cleveland Cavaliers"
"1460",1995,40,"Dwayne Whitfield","Golden State Warriors"
"1461",1995,41,"Erik Meek","Houston Rockets"
"1462",1995,42,"Donnie Boyce","Atlanta Hawks"
"1463",1995,43,"Eric Snow","Milwaukee Bucks"
"1464",1995,44,"Anthony Pelle","Denver Nuggets"
"1465",1995,45,"Troy Brown","Atlanta Hawks"
"1466",1995,46,"George Banks","Miami Heat"
"1467",1995,47,"Tyus Edney","Sacramento Kings"
"1468",1995,48,"Mark Davis","Minnesota Timberwolves"
"1469",1995,49,"Jerome Allen","Minnesota Timberwolves"
"1470",1995,50,"Martin Lewis","Golden State Warriors"
"1471",1995,51,"Dejan Bodiroga","Sacramento Kings"
"1472",1995,52,"Fred Hoiberg","Indiana Pacers"
"1473",1995,53,"Constantin Popa","Los Angeles Clippers"
"1474",1995,54,"Aurelijius Zukauskas","Seattle SuperSonics"
"1475",1995,55,"Michael McDonald","Golden State Warriors"
"1476",1995,56,"Chris Carr","Phoenix Suns"
"1477",1995,57,"Cuonzo Martin","Atlanta Hawks"
"1478",1995,58,"Don Reid","Detroit Pistons"
"1479",1994,1,"Glenn Robinson","Milwaukee Bucks"
"1480",1994,2,"Jason Kidd","Dallas Mavericks"
"1481",1994,3,"Grant Hill","Detroit Pistons"
"1482",1994,4,"Donyell Marshall","Minnesota Timberwolves"
"1483",1994,5,"Juwan Howard","Washington Bullets"
"1484",1994,6,"Sharone Wright","Philadelphia 76ers"
"1485",1994,7,"Lamond Murray","Los Angeles Clippers"
"1486",1994,8,"Brian Grant","Sacramento Kings"
"1487",1994,9,"Eric Montross","Boston Celtics"
"1488",1994,10,"Eddie Jones","Los Angeles Lakers"
"1489",1994,11,"Carlos Rogers","Seattle SuperSonics"
"1490",1994,12,"Khalid Reeves","Miami Heat"
"1491",1994,13,"Jalen Rose","Denver Nuggets"
"1492",1994,14,"Yinka Dare","New Jersey Nets"
"1493",1994,15,"Eric Piatkowski","Indiana Pacers"
"1494",1994,16,"Clifford Rozier","Golden State Warriors"
"1495",1994,17,"Aaron McKie","Portland Trail Blazers"
"1496",1994,18,"Eric Mobley","Milwaukee Bucks"
"1497",1994,19,"Tony Dumas","Dallas Mavericks"
"1498",1994,20,"B.J. Tyler","Philadelphia 76ers"
"1499",1994,21,"Dickey Simpkins","Chicago Bulls"
"1500",1994,22,"Bill Curley","San Antonio Spurs"
"1501",1994,23,"Wesley Person","Phoenix Suns"
"1502",1994,24,"Monty Williams","New York Knicks"
"1503",1994,25,"Greg Minor","Los Angeles Clippers"
"1504",1994,26,"Charlie Ward","New York Knicks"
"1505",1994,27,"Brooks Thompson","Orlando Magic"
"1506",1994,28,"Deon Thomas","Dallas Mavericks"
"1507",1994,29,"Antonio Lang","Phoenix Suns"
"1508",1994,30,"Howard Eisley","Minnesota Timberwolves"
"1509",1994,31,"Rodney Dent","Orlando Magic"
"1510",1994,32,"Jim McIlvaine","Washington Bullets"
"1511",1994,33,"Derrick Alston","Philadelphia 76ers"
"1512",1994,34,"Gaylon Nickerson","Atlanta Hawks"
"1513",1994,35,"Michael Smith","Sacramento Kings"
"1514",1994,36,"Andrei Fetisov","Boston Celtics"
"1515",1994,37,"Dontonio Wingfield","Seattle SuperSonics"
"1516",1994,38,"Darrin Hancock","Charlotte Hornets"
"1517",1994,39,"Anthony Miller","Golden State Warriors"
"1518",1994,40,"Jeff Webster","Miami Heat"
"1519",1994,41,"William Njoku","Indiana Pacers"
"1520",1994,42,"Gary Collier","Cleveland Cavaliers"
"1521",1994,43,"Shawnelle Scott","Portland Trail Blazers"
"1522",1994,44,"Damon Bailey","Indiana Pacers"
"1523",1994,45,"Dwayne Morton","Golden State Warriors"
"1524",1994,46,"Voshon Lenard","Milwaukee Bucks"
"1525",1994,47,"Jamie Watson","Utah Jazz"
"1526",1994,48,"Jevon Crudup","Detroit Pistons"
"1527",1994,49,"Kris Bruton","Chicago Bulls"
"1528",1994,50,"Charles Claxton","Phoenix Suns"
"1529",1994,51,"Lawrence Funderburke","Sacramento Kings"
"1530",1994,52,"Anthony Goldwire","Phoenix Suns"
"1531",1994,53,"Albert Burditt","Houston Rockets"
"1532",1994,54,"Zeljko Rebraca","Seattle SuperSonics"
"1533",1993,1,"Chris Webber","Orlando Magic"
"1534",1993,2,"Shawn Bradley","Philadelphia 76ers"
"1535",1993,3,"Anfernee Hardaway","Golden State Warriors"
"1536",1993,4,"Jamal Mashburn","Dallas Mavericks"
"1537",1993,5,"Isaiah Rider","Minnesota Timberwolves"
"1538",1993,6,"Calbert Cheaney","Washington Bullets"
"1539",1993,7,"Bobby Hurley","Sacramento Kings"
"1540",1993,8,"Vin Baker","Milwaukee Bucks"
"1541",1993,9,"Rodney Rogers","Denver Nuggets"
"1542",1993,10,"Lindsey Hunter","Detroit Pistons"
"1543",1993,11,"Allan Houston","Detroit Pistons"
"1544",1993,12,"George Lynch","Los Angeles Lakers"
"1545",1993,13,"Terry Dehere","Los Angeles Clippers"
"1546",1993,14,"Scott Haskin","Indiana Pacers"
"1547",1993,15,"Doug Edwards","Atlanta Hawks"
"1548",1993,16,"Rex Walters","New Jersey Nets"
"1549",1993,17,"Greg Graham","Charlotte Hornets"
"1550",1993,18,"Luther Wright","Utah Jazz"
"1551",1993,19,"Acie Earl","Boston Celtics"
"1552",1993,20,"Scott Burrell","Charlotte Hornets"
"1553",1993,21,"James Robinson","Portland Trail Blazers"
"1554",1993,22,"Chris Mills","Cleveland Cavaliers"
"1555",1993,23,"Ervin Johnson","Seattle SuperSonics"
"1556",1993,24,"Sam Cassell","Houston Rockets"
"1557",1993,25,"Corie Blount","Chicago Bulls"
"1558",1993,26,"Geert Hammink","Orlando Magic"
"1559",1993,27,"Malcolm Mackey","Phoenix Suns"
"1560",1993,28,"Lucious Harris","Dallas Mavericks"
"1561",1993,29,"Sherron Mills","Minnesota Timberwolves"
"1562",1993,30,"Gheorghe Muresan","Washington Bullets"
"1563",1993,31,"Evers Burns","Sacramento Kings"
"1564",1993,32,"Alphonso Ford","Philadelphia 76ers"
"1565",1993,33,"Eric Riley","Dallas Mavericks"
"1566",1993,34,"Darnell Mee","Golden State Warriors"
"1567",1993,35,"Ed Stokes","Miami Heat"
"1568",1993,36,"John Best","New Jersey Nets"
"1569",1993,37,"Nick Van Exel","Los Angeles Lakers"
"1570",1993,38,"Conrad McRae","Washington Bullets"
"1571",1993,39,"Thomas Hill","Indiana Pacers"
"1572",1993,40,"Richard Manning","Atlanta Hawks"
"1573",1993,41,"Anthony Reed","Chicago Bulls"
"1574",1993,42,"Adonis Jordan","Seattle SuperSonics"
"1575",1993,43,"Josh Grant","Denver Nuggets"
"1576",1993,44,"Alex Holcombe","Sacramento Kings"
"1577",1993,45,"Bryon Russell","Utah Jazz"
"1578",1993,46,"Richard Petruska","Houston Rockets"
"1579",1993,47,"Chris Whitney","San Antonio Spurs"
"1580",1993,48,"Kevin Thompson","Portland Trail Blazers"
"1581",1993,49,"Mark Buford","Phoenix Suns"
"1582",1993,50,"Marcelo Nicola","Houston Rockets"
"1583",1993,51,"Spencer Dunkley","Indiana Pacers"
"1584",1993,52,"Mike Peplowski","Sacramento Kings"
"1585",1993,53,"Leonard White","Los Angeles Clippers"
"1586",1993,54,"Byron Wilson","Phoenix Suns"
"1587",1992,1,"Shaquille O'Neal","Orlando Magic"
"1588",1992,2,"Alonzo Mourning","Charlotte Hornets"
"1589",1992,3,"Christian Laettner","Minnesota Timberwolves"
"1590",1992,4,"Jim Jackson","Dallas Mavericks"
"1591",1992,5,"LaPhonso Ellis","Denver Nuggets"
"1592",1992,6,"Tom Gugliotta","Washington Bullets"
"1593",1992,7,"Walt Williams","Sacramento Kings"
"1594",1992,8,"Todd Day","Milwaukee Bucks"
"1595",1992,9,"Clar. Weatherspoon","Philadelphia 76ers"
"1596",1992,10,"Adam Keefe","Atlanta Hawks"
"1597",1992,11,"Robert Horry","Houston Rockets"
"1598",1992,12,"Harold Miner","Miami Heat"
"1599",1992,13,"Bryant Stith","Denver Nuggets"
"1600",1992,14,"Malik Sealy","Indiana Pacers"
"1601",1992,15,"Anthony Peeler","Los Angeles Lakers"
"1602",1992,16,"Randy Woods","Los Angeles Clippers"
"1603",1992,17,"Doug Christie","Seattle SuperSonics"
"1604",1992,18,"Tracy Murray","San Antonio Spurs"
"1605",1992,19,"Don MacLean","Detroit Pistons"
"1606",1992,20,"Hubert Davis","New York Knicks"
"1607",1992,21,"Jon Barry","Boston Celtics"
"1608",1992,22,"Oliver Miller","Phoenix Suns"
"1609",1992,23,"Lee Mayberry","Milwaukee Bucks"
"1610",1992,24,"Latrell Sprewell","Golden State Warriors"
"1611",1992,25,"Elmore Spencer","Los Angeles Clippers"
"1612",1992,26,"Dave Johnson","Portland Trail Blazers"
"1613",1992,27,"Byron Houston","Chicago Bulls"
"1614",1992,28,"Marlon Maxey","Minnesota Timberwolves"
"1615",1992,29,"P.J. Brown","New Jersey Nets"
"1616",1992,30,"Sean Rooks","Dallas Mavericks"
"1617",1992,31,"Reggie Smith","Portland Trail Blazers"
"1618",1992,32,"Brent Price","Washington Bullets"
"1619",1992,33,"Corey Williams","Chicago Bulls"
"1620",1992,34,"Chris Smith","Minnesota Timberwolves"
"1621",1992,35,"Tony Bennett","Charlotte Hornets"
"1622",1992,36,"Duane Cooper","Los Angeles Lakers"
"1623",1992,37,"Isaiah Morris","Miami Heat"
"1624",1992,38,"Elmer Bennett","Atlanta Hawks"
"1625",1992,39,"Litterial Green","Chicago Bulls"
"1626",1992,40,"Steve Rogers","New Jersey Nets"
"1627",1992,41,"Popeye Jones","Houston Rockets"
"1628",1992,42,"Matt Geiger","Miami Heat"
"1629",1992,43,"Sasha Danilovic","Golden State Warriors"
"1630",1992,44,"Henry Williams","San Antonio Spurs"
"1631",1992,45,"Chris King","Seattle SuperSonics"
"1632",1992,46,"Robert Werdann","Denver Nuggets"
"1633",1992,47,"Darren Morningstar","Boston Celtics"
"1634",1992,48,"Brian Davis","Phoenix Suns"
"1635",1992,49,"Ron Ellis","Phoenix Suns"
"1636",1992,50,"Matt Fish","Golden State Warriors"
"1637",1992,51,"Tim Burroughs","Minnesota Timberwolves"
"1638",1992,52,"Matt Steigenga","Chicago Bulls"
"1639",1992,53,"Curtis Blair","Houston Rockets"
"1640",1992,54,"Brett Roberts","Sacramento Kings"
"1641",1991,1,"Larry Johnson","Charlotte Hornets"
"1642",1991,2,"Kenny Anderson","New Jersey Nets"
"1643",1991,3,"Billy Owens","Sacramento Kings"
"1644",1991,4,"Dikembe Mutombo","Denver Nuggets"
"1645",1991,5,"Steven Smith","Miami Heat"
"1646",1991,6,"Doug Smith","Dallas Mavericks"
"1647",1991,7,"Luc Longley","Minnesota Timberwolves"
"1648",1991,8,"Mark Macon","Denver Nuggets"
"1649",1991,9,"Stacey Augmon","Atlanta Hawks"
"1650",1991,10,"Bison Dele","Orlando Magic"
"1651",1991,11,"Terrell Brandon","Cleveland Cavaliers"
"1652",1991,12,"Greg Anthony","New York Knicks"
"1653",1991,13,"Dale Davis","Indiana Pacers"
"1654",1991,14,"Rich King","Seattle SuperSonics"
"1655",1991,15,"Anthony Avent","Atlanta Hawks"
"1656",1991,16,"Chris Gatling","Golden State Warriors"
"1657",1991,17,"Victor Alexander","Golden State Warriors"
"1658",1991,18,"Kevin Brooks","Milwaukee Bucks"
"1659",1991,19,"Labradford Smith","Washington Bullets"
"1660",1991,20,"John Turner","Houston Rockets"
"1661",1991,21,"Eric Murdock","Utah Jazz"
"1662",1991,22,"LeRon Ellis","Los Angeles Clippers"
"1663",1991,23,"Stanley Roberts","Orlando Magic"
"1664",1991,24,"Rick Fox","Boston Celtics"
"1665",1991,25,"Shaun Vandiver","Golden State Warriors"
"1666",1991,26,"Mark Randall","Chicago Bulls"
"1667",1991,27,"Pete Chilcutt","Sacramento Kings"
"1668",1991,28,"Kevin Lynch","Charlotte Hornets"
"1669",1991,29,"George Ackles","Miami Heat"
"1670",1991,30,"Rodney Monroe","Atlanta Hawks"
"1671",1991,31,"Randy Brown","Sacramento Kings"
"1672",1991,32,"Chad Gallagher","Phoenix Suns"
"1673",1991,33,"Donald Hodge","Dallas Mavericks"
"1674",1991,34,"Myron Brown","Minnesota Timberwolves"
"1675",1991,35,"Mike Iuzzolino","Dallas Mavericks"
"1676",1991,36,"Chris Corchiani","Orlando Magic"
"1677",1991,37,"Elliot Perry","Los Angeles Clippers"
"1678",1991,38,"Joe Wylie","Los Angeles Clippers"
"1679",1991,39,"Jimmy Oliver","Cleveland Cavaliers"
"1680",1991,40,"Doug Overton","Detroit Pistons"
"1681",1991,41,"Sean Green","Indiana Pacers"
"1682",1991,42,"Steve Hood","Sacramento Kings"
"1683",1991,43,"Lamont Strothers","Golden State Warriors"
"1684",1991,44,"Alvaro Teheran","Philadelphia 76ers"
"1685",1991,45,"Bobby Phills","Milwaukee Bucks"
"1686",1991,46,"Richard Dumas","Phoenix Suns"
"1687",1991,47,"Keith Hughes","Houston Rockets"
"1688",1991,48,"Ike Austin","Utah Jazz"
"1689",1991,49,"Greg Sutton","San Antonio Spurs"
"1690",1991,50,"Joey Wright","Phoenix Suns"
"1691",1991,51,"Zan Tabak","Houston Rockets"
"1692",1991,52,"Anthony Jones","Los Angeles Lakers"
"1693",1991,53,"Von McDade","New Jersey Nets"
"1694",1991,54,"Marcus Kennedy","Portland Trail Blazers"
"1695",1990,1,"Derrick Coleman","New Jersey Nets"
"1696",1990,2,"Gary Payton","Seattle SuperSonics"
"1697",1990,3,"Mahmoud Abdul-Rauf","Denver Nuggets"
"1698",1990,4,"Dennis Scott","Orlando Magic"
"1699",1990,5,"Kendall Gill","Charlotte Hornets"
"1700",1990,6,"Felton Spencer","Minnesota Timberwolves"
"1701",1990,7,"Lionel Simmons","Sacramento Kings"
"1702",1990,8,"Bo Kimble","Los Angeles Clippers"
"1703",1990,9,"Willie Burton","Miami Heat"
"1704",1990,10,"Rumeal Robinson","Atlanta Hawks"
"1705",1990,11,"Tyrone Hill","Golden State Warriors"
"1706",1990,12,"Alec Kessler","Houston Rockets"
"1707",1990,13,"Loy Vaught","Los Angeles Clippers"
"1708",1990,14,"Travis Mays","Sacramento Kings"
"1709",1990,15,"Dave Jamerson","Miami Heat"
"1710",1990,16,"Terry Mills","Milwaukee Bucks"
"1711",1990,17,"Jerrod Mustaf","New York Knicks"
"1712",1990,18,"Duane Causwell","Sacramento Kings"
"1713",1990,19,"Dee Brown","Boston Celtics"
"1714",1990,20,"Gerald Glass","Minnesota Timberwolves"
"1715",1990,21,"Jayson Williams","Phoenix Suns"
"1716",1990,22,"Tate George","New Jersey Nets"
"1717",1990,23,"Anthony Bonner","Sacramento Kings"
"1718",1990,24,"Dwayne Schintzius","San Antonio Spurs"
"1719",1990,25,"Alaa Abdelnaby","Portland Trail Blazers"
"1720",1990,26,"Lance Blanks","Detroit Pistons"
"1721",1990,27,"Elden Campbell","Los Angeles Lakers"
"1722",1990,28,"Les Jepsen","Golden State Warriors"
"1723",1990,29,"Toni Kukoc","Chicago Bulls"
"1724",1990,30,"Carl Herrera","Miami Heat"
"1725",1990,31,"Negele Knight","Phoenix Suns"
"1726",1990,32,"Brian Oliver","Philadelphia 76ers"
"1727",1990,33,"Walter Palmer","Utah Jazz"
"1728",1990,34,"Kevin Pritchard","Golden State Warriors"
"1729",1990,35,"Greg Foster","Washington Bullets"
"1730",1990,36,"Trevor Wilson","Atlanta Hawks"
"1731",1990,37,"A.J. English","Washington Bullets"
"1732",1990,38,"Jud Buechler","Seattle SuperSonics"
"1733",1990,39,"Steve Scheffler","Charlotte Hornets"
"1734",1990,40,"Bimbo Coles","Sacramento Kings"
"1735",1990,41,"Stephen Bardo","Atlanta Hawks"
"1736",1990,42,"Marcus Liberty","Denver Nuggets"
"1737",1990,43,"Tony Massenburg","San Antonio Spurs"
"1738",1990,44,"Steve Henson","Milwaukee Bucks"
"1739",1990,45,"Antonio Davis","Indiana Pacers"
"1740",1990,46,"Kenny Williams","Indiana Pacers"
"1741",1990,47,"Derek Strong","Philadelphia 76ers"
"1742",1990,48,"Cedric Ceballos","Phoenix Suns"
"1743",1990,49,"Phil Henderson","Dallas Mavericks"
"1744",1990,50,"Milos Babic","Phoenix Suns"
"1745",1990,51,"Tony Smith","Los Angeles Lakers"
"1746",1990,52,"Stefano Rusconi","Cleveland Cavaliers"
"1747",1990,53,"Abdul Shamsid-Deen","Seattle SuperSonics"
"1748",1990,54,"Sean Higgins","San Antonio Spurs"
