"","Name","Team","Season","Salary"
"5371","Terrel Harris","Miami Heat",2011,473604
"5372","Terrel Harris","Miami Heat",2012,186656
"5373","Tony Harris","Boston Celtics",1994,150000
"5374","Tobias Harris","Milwaukee Bucks",2011,1418160
"5375","Tobias Harris","Orlando Magic",2012,1524480
"5376","Tobias Harris","Orlando Magic",2013,1545840
"5377","Tobias Harris","Orlando Magic",2014,2380594
"5378","Tobias Harris","Detroit Pistons",2015,16000000
"5379","Tobias Harris","Detroit Pistons",2016,17200000
"5380","Tobias Harris","Los Angeles Clippers",2017,16000000
"5381","Jason Hart","Milwaukee Bucks",2000,316969
"5382","Jason Hart","Milwaukee Bucks",2001,465850
"5383","Jason Hart","San Antonio Spurs",2003,638679
"5384","Jason Hart","Charlotte Bobcats",2004,1400000
"5385","Jason Hart","Sacramento Kings",2005,1540000
"5386","Jason Hart","Sacramento Kings",2006,1680000
"5387","Jason Hart","Los Angeles Clippers",2006,242640
"5388","Jason Hart","Utah Jazz",2007,2300000
"5389","Jason Hart","Los Angeles Clippers",2008,2484000
"5390","Jason Hart","Phoenix Suns",2009,451866
"5391","Jason Hart","New Orleans Hornets",2009,69518
"5392","Josh Hart","Los Angeles Lakers",2017,1394520
"5393","Antonio Harvey","Los Angeles Lakers",1993,150000
"5394","Antonio Harvey","Los Angeles Lakers",1994,325000
"5395","Antonio Harvey","Vancouver Grizzlies",1995,400000
"5396","Antonio Harvey","Seattle SuperSonics",1996,247500
"5397","Antonio Harvey","Portland Trail Blazers",1999,510000
"5398","Antonio Harvey","Portland Trail Blazers",2000,611000
"5399","Antonio Harvey","Seattle SuperSonics",2001,715850
"5400","Antonio Harvey","Atlanta Hawks",2002,60361
"5401","Donnell Harvey","Dallas Mavericks",2000,862560
"5402","Donnell Harvey","Dallas Mavericks",2001,927360
"5403","Donnell Harvey","Denver Nuggets",2002,992040
"5404","Donnell Harvey","Phoenix Suns",2003,663679
"5405","Scott Haskin","Indiana Pacers",1993,833000
"5406","Scott Haskin","Indiana Pacers",1994,1073000
"5407","Scott Haskin","Indiana Pacers",1995,1313000
"5408","Udonis Haslem","Miami Heat",2003,366931
"5409","Udonis Haslem","Miami Heat",2004,620046
"5410","Udonis Haslem","Miami Heat",2005,5000000
"5411","Udonis Haslem","Miami Heat",2006,5525000
"5412","Udonis Haslem","Miami Heat",2007,6050000
"5413","Udonis Haslem","Miami Heat",2008,6575000
"5414","Udonis Haslem","Miami Heat",2009,7100000
"5415","Udonis Haslem","Miami Heat",2010,3500000
"5416","Udonis Haslem","Miami Heat",2011,3780000
"5417","Udonis Haslem","Miami Heat",2012,4060000
"5418","Udonis Haslem","Miami Heat",2013,4340000
"5419","Udonis Haslem","Miami Heat",2014,2732000
"5420","Udonis Haslem","Miami Heat",2015,2854940
"5421","Udonis Haslem","Miami Heat",2016,4000000
"5422","Udonis Haslem","Miami Heat",2017,1471382
"5423","Trenton Hassell","Chicago Bulls",2001,332817
"5424","Trenton Hassell","Chicago Bulls",2002,512435
"5425","Trenton Hassell","Minnesota Timberwolves",2003,638679
"5426","Trenton Hassell","Minnesota Timberwolves",2004,4350000
"5427","Trenton Hassell","Minnesota Timberwolves",2005,4350000
"5428","Trenton Hassell","Minnesota Timberwolves",2006,4350000
"5429","Trenton Hassell","New Jersey Nets",2007,4350000
"5430","Trenton Hassell","New Jersey Nets",2008,4350000
"5431","Trenton Hassell","New Jersey Nets",2009,4350000
"5432","Scott Hastings","Atlanta Hawks",1984,160000
"5433","Scott Hastings","Atlanta Hawks",1985,180000
"5434","Scott Hastings","Atlanta Hawks",1987,210000
"5435","Scott Hastings","Miami Heat",1988,220000
"5436","Scott Hastings","Detroit Pistons",1990,450000
"5437","Scott Hastings","Denver Nuggets",1991,500000
"5438","Scott Hastings","Denver Nuggets",1992,600000
"5439","Kirk Haston","Charlotte Hornets",2001,1182600
"5440","Kirk Haston","New Orleans Hornets",2002,1271400
"5441","Kirk Haston","New Orleans Hornets",2003,1360080
"5442","Spencer Hawes","Sacramento Kings",2007,2028600
"5443","Spencer Hawes","Sacramento Kings",2008,2180760
"5444","Spencer Hawes","Sacramento Kings",2009,2332800
"5445","Spencer Hawes","Philadelphia 76ers",2010,2974320
"5446","Spencer Hawes","Philadelphia 76ers",2011,4051024
"5447","Spencer Hawes","Philadelphia 76ers",2012,8500000
"5448","Spencer Hawes","Philadelphia 76ers",2013,6500000
"5449","Spencer Hawes","Los Angeles Clippers",2014,5305000
"5450","Spencer Hawes","Charlotte Hornets",2015,5543725
"5451","Spencer Hawes","Milwaukee Bucks",2016,6348759
"5452","Spencer Hawes","Milwaukee Bucks",2017,2007059
"5453","Hersey Hawkins","Philadelphia 76ers",1988,650000
"5454","Hersey Hawkins","Philadelphia 76ers",1990,1000000
"5455","Hersey Hawkins","Philadelphia 76ers",1991,805000
"5456","Hersey Hawkins","Philadelphia 76ers",1992,2400000
"5457","Hersey Hawkins","Charlotte Hornets",1993,2400000
"5458","Hersey Hawkins","Charlotte Hornets",1994,2500000
"5459","Hersey Hawkins","Seattle SuperSonics",1995,2500000
"5460","Hersey Hawkins","Seattle SuperSonics",1996,2604000
"5461","Hersey Hawkins","Seattle SuperSonics",1997,3124100
"5462","Hersey Hawkins","Seattle SuperSonics",1998,3644000
"5463","Hersey Hawkins","Chicago Bulls",1999,4164100
"5464","Hersey Hawkins","Chicago Bulls",2000,3560000
"5465","Hersey Hawkins","Charlotte Hornets",2000,1200000
"5466","Juaquin Hawkins","Houston Rockets",2002,587435
"5467","Michael Hawkins","Sacramento Kings",1998,350000
"5468","Michael Hawkins","Charlotte Hornets",1999,465029
"5469","Michael Hawkins","Cleveland Cavaliers",2000,423500
"5470","Chuck Hayes","Houston Rockets",2006,664209
"5471","Chuck Hayes","Houston Rockets",2007,1750000
"5472","Chuck Hayes","Houston Rockets",2008,1768000
"5473","Chuck Hayes","Houston Rockets",2009,2111750
"5474","Chuck Hayes","Houston Rockets",2010,1972500
"5475","Chuck Hayes","Sacramento Kings",2011,5250000
"5476","Chuck Hayes","Sacramento Kings",2012,5486250
"5477","Chuck Hayes","Sacramento Kings",2013,5722500
"5478","Chuck Hayes","Toronto Raptors",2014,5958750
"5479","Chuck Hayes","Houston Rockets",2015,83583
"5480","Jarvis Hayes","Washington Wizards",2003,1748760
"5481","Jarvis Hayes","Washington Wizards",2004,1879920
"5482","Jarvis Hayes","Washington Wizards",2005,2011080
"5483","Jarvis Hayes","Washington Wizards",2006,2564127
"5484","Jarvis Hayes","Detroit Pistons",2007,1200000
"5485","Jarvis Hayes","New Jersey Nets",2008,1910000
"5486","Jarvis Hayes","New Jersey Nets",2009,2062800
"5487","Nigel Hayes","Toronto Raptors",2017,92160
"5488","Nigel Hayes","Sacramento Kings",2017,55296
"5489","Nigel Hayes","New York Knicks",2017,50000
"5490","Nigel Hayes","Los Angeles Lakers",2017,46080
"5491","Steve Hayes","Utah Jazz",1985,100000
"5492","Gordon Hayward","Utah Jazz",2010,2356320
"5493","Gordon Hayward","Utah Jazz",2011,2532960
"5494","Gordon Hayward","Utah Jazz",2012,2709720
"5495","Gordon Hayward","Utah Jazz",2013,3452183
"5496","Gordon Hayward","Utah Jazz",2014,14746000
"5497","Gordon Hayward","Utah Jazz",2015,15409570
"5498","Gordon Hayward","Utah Jazz",2016,16073140
"5499","Gordon Hayward","Boston Celtics",2017,29727900
"5500","Lazar Hayward","Minnesota Timberwolves",2010,1020960
"5501","Lazar Hayward","Oklahoma City Thunder",2011,1097520
"5502","Lazar Hayward","Houston Rockets",2012,1174080
"5503","Lazar Hayward","Minnesota Timberwolves",2012,80413
"5504","Brendan Haywood","Washington Wizards",2001,978600
"5505","Brendan Haywood","Washington Wizards",2002,1051920
"5506","Brendan Haywood","Washington Wizards",2003,1125360
"5507","Brendan Haywood","Washington Wizards",2004,1735305
"5508","Brendan Haywood","Washington Wizards",2005,4000000
"5509","Brendan Haywood","Washington Wizards",2006,4500000
"5510","Brendan Haywood","Washington Wizards",2007,5000000
"5511","Brendan Haywood","Washington Wizards",2008,5500000
"5512","Brendan Haywood","Dallas Mavericks",2009,6000000
"5513","Brendan Haywood","Dallas Mavericks",2010,6900000
"5514","Brendan Haywood","Dallas Mavericks",2011,7624500
"5515","Brendan Haywood","Dallas Mavericks",2012,6299000
"5516","Brendan Haywood","Charlotte Bobcats",2012,2050000
"5517","Brendan Haywood","Charlotte Bobcats",2013,2050000
"5518","Brendan Haywood","Dallas Mavericks",2014,7798000
"5519","Brendan Haywood","Cleveland Cavaliers",2014,2213688
"5520","Luther Head","Houston Rockets",2005,975600
"5521","Luther Head","Houston Rockets",2006,1048800
"5522","Luther Head","Houston Rockets",2007,1122000
"5523","Luther Head","Houston Rockets",2008,1962378
"5524","Luther Head","Indiana Pacers",2009,884881
"5525","Luther Head","Sacramento Kings",2010,992680
"5526","Shane Heal","Minnesota Timberwolves",1996,320000
"5527","Shane Heal","Minnesota Timberwolves",1997,384000
"5528","Shane Heal","San Antonio Spurs",2003,75615
"5529","Alan Henderson","Atlanta Hawks",1995,791000
"5530","Alan Henderson","Atlanta Hawks",1996,910000
"5531","Alan Henderson","Atlanta Hawks",1997,1028400
"5532","Alan Henderson","Atlanta Hawks",1998,4725000
"5533","Alan Henderson","Atlanta Hawks",1999,5318437
"5534","Alan Henderson","Atlanta Hawks",2000,5910000
"5535","Alan Henderson","Atlanta Hawks",2001,6500312
"5536","Alan Henderson","Atlanta Hawks",2002,7091250
"5537","Alan Henderson","Atlanta Hawks",2003,7682188
"5538","Alan Henderson","Dallas Mavericks",2004,8273125
"5539","Alan Henderson","Cleveland Cavaliers",2005,1138500
"5540","Alan Henderson","Utah Jazz",2006,1178348
"5541","Cedric Henderson","Cleveland Cavaliers",1997,250000
"5542","Cedric Henderson","Cleveland Cavaliers",1998,250000
"5543","Cedric Henderson","Cleveland Cavaliers",1999,2400000
"5544","Cedric Henderson","Cleveland Cavaliers",2000,2700000
"5545","Cedric Henderson","Golden State Warriors",2001,3000000
"5546","Dave Henderson","Philadelphia 76ers",1987,75000
"5547","Gerald Henderson","Seattle SuperSonics",1985,350000
"5548","Gerald Henderson","Philadelphia 76ers",1987,339250
"5549","Gerald Henderson","Philadelphia 76ers",1988,275000
"5550","Gerald Henderson","Detroit Pistons",1990,125000
"5551","Gerald Henderson","Charlotte Bobcats",2009,1957080
"5552","Gerald Henderson","Charlotte Bobcats",2010,2103840
"5553","Gerald Henderson","Charlotte Bobcats",2011,2250600
"5554","Gerald Henderson","Charlotte Bobcats",2012,3101327
"5555","Gerald Henderson","Charlotte Bobcats",2013,6000000
"5556","Gerald Henderson","Charlotte Hornets",2014,6000000
"5557","Gerald Henderson","Portland Trail Blazers",2015,6000000
"5558","Gerald Henderson","Philadelphia 76ers",2016,9000000
"5559","Gerald Henderson","Philadelphia 76ers",2017,1000000
"5560","J.R. Henderson","Vancouver Grizzlies",1998,287500
"5561","Kevin Henderson","Cleveland Cavaliers",1987,75000
"5562","Mark Hendrickson","Philadelphia 76ers",1996,247000
"5563","Mark Hendrickson","New Jersey Nets",1998,425000
"5564","Mark Hendrickson","Cleveland Cavaliers",1999,62764
"5565","Carl Henry","Sacramento Kings",1985,85000
"5566","Conner Henry","Sacramento Kings",1987,120000
"5567","Xavier Henry","Memphis Grizzlies",2010,2020200
"5568","Xavier Henry","New Orleans Hornets",2011,2171640
"5569","Xavier Henry","New Orleans Hornets",2012,2323200
"5570","Xavier Henry","Los Angeles Lakers",2014,1082000
"5571","John Henson","Milwaukee Bucks",2012,1823280
"5572","John Henson","Milwaukee Bucks",2013,1905360
"5573","John Henson","Milwaukee Bucks",2014,1987320
"5574","John Henson","Milwaukee Bucks",2015,2943221
"5575","John Henson","Milwaukee Bucks",2016,12517606
"5576","John Henson","Milwaukee Bucks",2017,11422536
"5577","Steve Henson","Milwaukee Bucks",1990,120000
"5578","Steve Henson","Milwaukee Bucks",1991,350000
"5579","Steve Henson","Atlanta Hawks",1993,250000
"5580","Steve Henson","New Jersey Nets",1997,272250
"5581","Juan Hernangomez","Denver Nuggets",2016,1987440
"5582","Juan Hernangomez","Denver Nuggets",2017,2076840
"5583","Willy Hernangomez","New York Knicks",2016,1375000
"5584","Willy Hernangomez","Charlotte Hornets",2017,1435750
"5585","Carl Herrera","Houston Rockets",1991,325000
"5586","Carl Herrera","Houston Rockets",1992,800000
"5587","Carl Herrera","Houston Rockets",1993,1000000
"5588","Carl Herrera","Houston Rockets",1994,1350000
"5589","Carl Herrera","San Antonio Spurs",1995,1300000
"5590","Carl Herrera","San Antonio Spurs",1996,1550000
"5591","Carl Herrera","San Antonio Spurs",1997,1820000
"5592","Carl Herrera","Vancouver Grizzlies",1998,2080000
"5593","Carl Herrera","Denver Nuggets",1998,662500
"5594","Chris Herren","Denver Nuggets",1999,301875
"5595","Chris Herren","Boston Celtics",2000,316969
"5596","Walter Herrmann","Charlotte Bobcats",2006,1800000
"5597","Walter Herrmann","Detroit Pistons",2007,1944000
"5598","Walter Herrmann","Detroit Pistons",2008,2000000
"5599","Mario Hezonja","Orlando Magic",2015,3741480
"5600","Mario Hezonja","Orlando Magic",2016,3909840
"5601","Mario Hezonja","Orlando Magic",2017,4078320
"5602","Roy Hibbert","Indiana Pacers",2008,1465400
"5603","Roy Hibbert","Indiana Pacers",2009,1575360
"5604","Roy Hibbert","Indiana Pacers",2010,1685280
"5605","Roy Hibbert","Indiana Pacers",2011,2588590
"5606","Roy Hibbert","Indiana Pacers",2012,13686750
"5607","Roy Hibbert","Indiana Pacers",2013,14283844
"5608","Roy Hibbert","Indiana Pacers",2014,14898938
"5609","Roy Hibbert","Los Angeles Lakers",2015,15500000
"5610","Roy Hibbert","Denver Nuggets",2016,5000000
"5611","J.J. Hickson","Cleveland Cavaliers",2008,1329480
"5612","J.J. Hickson","Cleveland Cavaliers",2009,1429200
"5613","J.J. Hickson","Cleveland Cavaliers",2010,1528920
"5614","J.J. Hickson","Sacramento Kings",2011,2354537
"5615","J.J. Hickson","Portland Trail Blazers",2012,4000000
"5616","J.J. Hickson","Denver Nuggets",2013,5150000
"5617","J.J. Hickson","Denver Nuggets",2014,5381750
"5618","J.J. Hickson","Denver Nuggets",2015,5613500
"5619","J.J. Hickson","Washington Wizards",2015,366337
"5620","Buddy Hield","Sacramento Kings",2016,3517200
"5621","Buddy Hield","Sacramento Kings",2017,3675480
"5622","Cory Higgins","Charlotte Bobcats",2011,473604
"5623","Cory Higgins","Charlotte Bobcats",2012,44835
"5624","Rod Higgins","Chicago Bulls",1984,160000
"5625","Rod Higgins","Seattle SuperSonics",1985,190000
"5626","Rod Higgins","Golden State Warriors",1987,150000
"5627","Rod Higgins","Golden State Warriors",1988,350000
"5628","Rod Higgins","Golden State Warriors",1990,500000
"5629","Rod Higgins","Golden State Warriors",1991,550000
"5630","Rod Higgins","Sacramento Kings",1993,150000
"5631","Rod Higgins","Golden State Warriors",1994,15800
"5632","Sean Higgins","San Antonio Spurs",1990,150000
"5633","Sean Higgins","Los Angeles Lakers",1992,250000
"5634","Sean Higgins","New Jersey Nets",1994,500000
"5635","Sean Higgins","Philadelphia 76ers",1995,500000
"5636","Sean Higgins","Portland Trail Blazers",1997,272250
"5637","Nene","Denver Nuggets",2002,1945520
"5638","Nene","Denver Nuggets",2003,2102840
"5639","Nene","Denver Nuggets",2004,2260280
"5640","Nene","Denver Nuggets",2005,3039889
"5641","Nene","Denver Nuggets",2006,8000000
"5642","Nene","Denver Nuggets",2007,8840000
"5643","Nene","Denver Nuggets",2008,9680000
"5644","Nene","Denver Nuggets",2009,10520000
"5645","Nene","Denver Nuggets",2010,11360000
"5646","Nene","Denver Nuggets",2011,13000000
"5647","Nene","Washington Wizards",2012,13000000
"5648","Nene","Washington Wizards",2013,13000000
"5649","Nene","Washington Wizards",2014,13000000
"5650","Nene","Washington Wizards",2015,13000000
"5651","Nene","Houston Rockets",2016,2898000
"5652","Nene","Houston Rockets",2017,3477600
"5653","George Hill","San Antonio Spurs",2008,1006200
"5654","George Hill","San Antonio Spurs",2009,1081680
"5655","George Hill","San Antonio Spurs",2010,1157160
"5656","George Hill","Indiana Pacers",2011,2086360
"5657","George Hill","Indiana Pacers",2012,8000000
"5658","George Hill","Indiana Pacers",2013,8000000
"5659","George Hill","Indiana Pacers",2014,8000000
"5660","George Hill","Indiana Pacers",2015,8000000
"5661","George Hill","Utah Jazz",2016,8000000
"5662","George Hill","Cleveland Cavaliers",2017,20000000
"5663","Grant Hill","Detroit Pistons",1994,2750000
"5664","Grant Hill","Detroit Pistons",1995,4050000
"5665","Grant Hill","Detroit Pistons",1996,5025000
"5666","Grant Hill","Detroit Pistons",1997,5850000
"5667","Grant Hill","Detroit Pistons",1998,6675000
"5668","Grant Hill","Detroit Pistons",1999,6939000
"5669","Grant Hill","Orlando Magic",2000,9660000
"5670","Grant Hill","Orlando Magic",2001,10865250
"5671","Grant Hill","Orlando Magic",2002,12072500
"5672","Grant Hill","Orlando Magic",2003,13279750
"5673","Grant Hill","Orlando Magic",2004,14487000
"5674","Grant Hill","Orlando Magic",2005,15694250
"5675","Grant Hill","Orlando Magic",2006,16901500
"5676","Grant Hill","Phoenix Suns",2007,1830000
"5677","Grant Hill","Phoenix Suns",2008,1976400
"5678","Grant Hill","Phoenix Suns",2009,3000000
"5679","Grant Hill","Phoenix Suns",2010,3324000
"5680","Grant Hill","Phoenix Suns",2011,6500000
"5681","Grant Hill","Los Angeles Clippers",2012,1975000
"5682","Jordan Hill","Houston Rockets",2009,2483280
"5683","Jordan Hill","Houston Rockets",2010,2669520
"5684","Jordan Hill","Houston Rockets",2011,2855760
"5685","Jordan Hill","Los Angeles Lakers",2012,3632527
"5686","Jordan Hill","Los Angeles Lakers",2013,3563600
"5687","Jordan Hill","Los Angeles Lakers",2014,9000000
"5688","Jordan Hill","Indiana Pacers",2015,4000000
"5689","Jordan Hill","Minnesota Timberwolves",2016,3911380
"5690","Solomon Hill","Indiana Pacers",2013,1246680
"5691","Solomon Hill","Indiana Pacers",2014,1302840
"5692","Solomon Hill","Indiana Pacers",2015,1358880
"5693","Solomon Hill","New Orleans Pelicans",2016,11241218
"5694","Solomon Hill","New Orleans Pelicans",2017,12236535
"5695","Steven Hill","Oklahoma City Thunder",2008,148238
"5696","Tyrone Hill","Golden State Warriors",1990,1000000
"5697","Tyrone Hill","Golden State Warriors",1991,1200000
"5698","Tyrone Hill","Golden State Warriors",1992,1400000
"5699","Tyrone Hill","Cleveland Cavaliers",1993,1075000
"5700","Tyrone Hill","Cleveland Cavaliers",1994,2820000
"5701","Tyrone Hill","Cleveland Cavaliers",1995,3425000
"5702","Tyrone Hill","Cleveland Cavaliers",1996,3480000
"5703","Tyrone Hill","Milwaukee Bucks",1997,4110000
"5704","Tyrone Hill","Philadelphia 76ers",1998,5352000
"5705","Tyrone Hill","Philadelphia 76ers",1999,6422400
"5706","Tyrone Hill","Philadelphia 76ers",2000,7300000
"5707","Tyrone Hill","Cleveland Cavaliers",2001,6600000
"5708","Tyrone Hill","Cleveland Cavaliers",2002,6600000
"5709","Tyrone Hill","Miami Heat",2003,221829
"5710","Kirk Hinrich","Chicago Bulls",2003,2185920
"5711","Kirk Hinrich","Chicago Bulls",2004,2349840
"5712","Kirk Hinrich","Chicago Bulls",2005,2513880
"5713","Kirk Hinrich","Chicago Bulls",2006,3192628
"5714","Kirk Hinrich","Chicago Bulls",2007,11250000
"5715","Kirk Hinrich","Chicago Bulls",2008,10000000
"5716","Kirk Hinrich","Chicago Bulls",2009,9500000
"5717","Kirk Hinrich","Atlanta Hawks",2010,9000000
"5718","Kirk Hinrich","Atlanta Hawks",2011,8100000
"5719","Kirk Hinrich","Chicago Bulls",2012,3941000
"5720","Kirk Hinrich","Chicago Bulls",2013,4059000
"5721","Kirk Hinrich","Chicago Bulls",2014,2730000
"5722","Kirk Hinrich","Atlanta Hawks",2015,2870000
"5723","Roy Hinson","Cleveland Cavaliers",1984,150000
"5724","Roy Hinson","Cleveland Cavaliers",1985,220000
"5725","Roy Hinson","New Jersey Nets",1987,420000
"5726","Roy Hinson","New Jersey Nets",1988,695000
"5727","Roy Hinson","New Jersey Nets",1989,1000000
"5728","Roy Hinson","New Jersey Nets",1990,1250000
"5729","Roy Hinson","New Jersey Nets",1991,943000
"5730","Roy Hinson","Atlanta Hawks",1992,1250000
"5731","Roy Hinson","Atlanta Hawks",1993,1445000
"5732","Roy Hinson","Milwaukee Bucks",1994,1137500
"5733","Robert Hite","Miami Heat",2006,412718
"5734","Darington Hobson","Milwaukee Bucks",2010,103078
"5735","Darington Hobson","Milwaukee Bucks",2011,245884
"5736","Craig Hodges","Milwaukee Bucks",1984,100000
"5737","Craig Hodges","Milwaukee Bucks",1985,115000
"5738","Craig Hodges","Phoenix Suns",1987,325000
"5739","Craig Hodges","Chicago Bulls",1988,350000
"5740","Craig Hodges","Chicago Bulls",1990,600000
"5741","Craig Hodges","Chicago Bulls",1991,700000
"5742","Craig Hodges","Chicago Bulls",1992,400000
"5743","Donald Hodge","Dallas Mavericks",1991,130000
"5744","Donald Hodge","Dallas Mavericks",1992,650000
"5745","Donald Hodge","Dallas Mavericks",1993,845000
"5746","Donald Hodge","Dallas Mavericks",1994,1005000
"5747","Donald Hodge","Dallas Mavericks",1995,1200000
"5748","Julius Hodge","Denver Nuggets",2005,1148760
"5749","Julius Hodge","Milwaukee Bucks",2006,1234800
"5750","Fred Hoiberg","Indiana Pacers",1995,200000
"5751","Fred Hoiberg","Indiana Pacers",1996,297000
"5752","Fred Hoiberg","Indiana Pacers",1997,356400
"5753","Fred Hoiberg","Indiana Pacers",1998,600000
"5754","Fred Hoiberg","Chicago Bulls",1999,800000
"5755","Fred Hoiberg","Chicago Bulls",2000,880000
"5756","Fred Hoiberg","Chicago Bulls",2001,1600000
"5757","Fred Hoiberg","Chicago Bulls",2002,1400000
"5758","Fred Hoiberg","Minnesota Timberwolves",2003,938679
"5759","Fred Hoiberg","Minnesota Timberwolves",2004,1600000
"5760","Fred Hoiberg","Minnesota Timberwolves",2005,1760000
"5761","Randy Holcomb","Chicago Bulls",2005,52033
"5762","Jrue Holiday","Philadelphia 76ers",2009,1514280
"5763","Jrue Holiday","Philadelphia 76ers",2010,1627920
"5764","Jrue Holiday","Philadelphia 76ers",2011,1741440
"5765","Jrue Holiday","Philadelphia 76ers",2012,2674852
"5766","Jrue Holiday","New Orleans Pelicans",2013,9213484
"5767","Jrue Holiday","New Orleans Pelicans",2014,9904495
"5768","Jrue Holiday","New Orleans Pelicans",2015,10595507
"5769","Jrue Holiday","New Orleans Pelicans",2016,11286518
"5770","Jrue Holiday","New Orleans Pelicans",2017,25686667
"5771","Justin Holiday","Golden State Warriors",2014,816482
"5772","Justin Holiday","Chicago Bulls",2015,947300
"5773","Justin Holiday","New York Knicks",2016,1015696
"5774","Justin Holiday","Chicago Bulls",2017,4615385
"5775","Rondae Hollis-Jefferson","Brooklyn Nets",2015,1335480
"5776","Rondae Hollis-Jefferson","Brooklyn Nets",2016,1395600
"5777","Rondae Hollis-Jefferson","Brooklyn Nets",2017,1471382
"5778","Ryan Hollins","Charlotte Bobcats",2006,412718
"5779","Ryan Hollins","Charlotte Bobcats",2007,687456
"5780","Ryan Hollins","Dallas Mavericks",2008,972581
"5781","Ryan Hollins","Minnesota Timberwolves",2009,2183333
"5782","Ryan Hollins","Cleveland Cavaliers",2010,2333333
"5783","Ryan Hollins","Cleveland Cavaliers",2011,2483333
"5784","Ryan Hollins","Los Angeles Clippers",2012,1069509
"5785","Ryan Hollins","Los Angeles Clippers",2013,1186459
"5786","Ryan Hollins","Sacramento Kings",2014,1316809
"5787","Ryan Hollins","Memphis Grizzlies",2015,593056
"5788","Ryan Hollins","Washington Wizards",2015,176375
"5789","Richaun Holmes","Philadelphia 76ers",2015,1050000
"5790","Richaun Holmes","Philadelphia 76ers",2016,1025831
"5791","Richaun Holmes","Philadelphia 76ers",2017,1471382
"5792","Mike Holton","Portland Trail Blazers",1987,120000
"5793","Mike Holton","Charlotte Hornets",1988,150000
"5794","Mike Holton","Charlotte Hornets",1991,400000
"5795","Jerald Honeycutt","Milwaukee Bucks",1997,300000
"5796","Jerald Honeycutt","Philadelphia 76ers",1998,300000
"5797","Jerald Honeycutt","Philadelphia 76ers",1999,460000
"5798","Tyler Honeycutt","Sacramento Kings",2011,775000
"5799","Tyler Honeycutt","Houston Rockets",2012,809875
"5800","Tyler Honeycutt","Houston Rockets",2013,100000
"5801","Derek Hood","Charlotte Hornets",1999,49721
"5802","Rodney Hood","Utah Jazz",2014,1290360
"5803","Rodney Hood","Utah Jazz",2015,1348440
"5804","Rodney Hood","Utah Jazz",2016,1406520
"5805","Rodney Hood","Cleveland Cavaliers",2017,2386864
"5806","Dave Hoppen","Golden State Warriors",1987,75000
"5807","Dave Hoppen","Charlotte Hornets",1988,200000
"5808","Dave Hoppen","Philadelphia 76ers",1990,400000
"5809","Dave Hoppen","Philadelphia 76ers",1991,500000
"5810","Dennis Hopson","New Jersey Nets",1987,400850
"5811","Dennis Hopson","New Jersey Nets",1988,717500
"5812","Dennis Hopson","Chicago Bulls",1990,915000
"5813","Dennis Hopson","Sacramento Kings",1991,950000
"5814","Scotty Hopson","Dallas Mavericks",2017,74159
"5815","Al Horford","Atlanta Hawks",2007,3745800
"5816","Al Horford","Atlanta Hawks",2008,4026720
"5817","Al Horford","Atlanta Hawks",2009,4307640
"5818","Al Horford","Atlanta Hawks",2010,5444857
"5819","Al Horford","Atlanta Hawks",2011,12000000
"5820","Al Horford","Atlanta Hawks",2012,12000000
"5821","Al Horford","Atlanta Hawks",2013,12000000
"5822","Al Horford","Atlanta Hawks",2014,12000000
"5823","Al Horford","Atlanta Hawks",2015,12000000
"5824","Al Horford","Boston Celtics",2016,26540100
"5825","Al Horford","Boston Celtics",2017,27734405
"5826","Tito Horford","Milwaukee Bucks",1988,100000
"5827","Tito Horford","Los Angeles Clippers",1992,7000
"5828","Jeff Hornacek","Phoenix Suns",1987,94000
"5829","Jeff Hornacek","Phoenix Suns",1988,260000
"5830","Jeff Hornacek","Phoenix Suns",1990,1100000
"5831","Jeff Hornacek","Phoenix Suns",1991,1428000
"5832","Jeff Hornacek","Philadelphia 76ers",1992,1646000
"5833","Jeff Hornacek","Philadelphia 76ers",1993,1946000
"5834","Jeff Hornacek","Utah Jazz",1994,2121400
"5835","Jeff Hornacek","Utah Jazz",1995,2121000
"5836","Jeff Hornacek","Utah Jazz",1996,2396000
"5837","Jeff Hornacek","Utah Jazz",1997,4195000
"5838","Jeff Hornacek","Utah Jazz",1998,3455000
"5839","Jeff Hornacek","Utah Jazz",1999,5200000
"5840","Dennis Horner","New Jersey Nets",2011,91642
"5841","Robert Horry","Houston Rockets",1992,997000
"5842","Robert Horry","Houston Rockets",1993,1200000
"5843","Robert Horry","Houston Rockets",1994,1499000
"5844","Robert Horry","Houston Rockets",1995,1601000
"5845","Robert Horry","Phoenix Suns",1996,1703000
"5846","Robert Horry","Los Angeles Lakers",1997,6000000
"5847","Robert Horry","Los Angeles Lakers",1998,5000000
"5848","Robert Horry","Los Angeles Lakers",1999,4800000
"5849","Robert Horry","Los Angeles Lakers",2000,4800000
"5850","Robert Horry","Los Angeles Lakers",2001,5300000
"5851","Robert Horry","Los Angeles Lakers",2002,5300000
"5852","Robert Horry","San Antonio Spurs",2003,4500000
"5853","Robert Horry","San Antonio Spurs",2004,1100000
"5854","Robert Horry","San Antonio Spurs",2005,3000000
"5855","Robert Horry","San Antonio Spurs",2006,3315000
"5856","Robert Horry","San Antonio Spurs",2007,3630000
"5857","Eddie House","Miami Heat",2000,316969
"5858","Eddie House","Miami Heat",2001,465850
"5859","Eddie House","Miami Heat",2002,637435
