"","Name","Team","Season","Salary"
"11089","Clifford Rozier","Orlando Magic",1996,1040000
"11090","Clifford Rozier","Orlando Magic",1997,750000
"11091","Clifford Rozier","Minnesota Timberwolves",1997,272250
"11092","Terry Rozier","Boston Celtics",2015,1824360
"11093","Terry Rozier","Boston Celtics",2016,1906440
"11094","Terry Rozier","Boston Celtics",2017,1988520
"11095","Ricky Rubio","Minnesota Timberwolves",2011,3480120
"11096","Ricky Rubio","Minnesota Timberwolves",2012,3741120
"11097","Ricky Rubio","Minnesota Timberwolves",2013,4002120
"11098","Ricky Rubio","Minnesota Timberwolves",2014,5070686
"11099","Ricky Rubio","Minnesota Timberwolves",2015,12365000
"11100","Ricky Rubio","Minnesota Timberwolves",2016,13550000
"11101","Ricky Rubio","Utah Jazz",2017,14275000
"11102","Guy Rucker","Golden State Warriors",2002,34946
"11103","Delaney Rudd","Utah Jazz",1990,215000
"11104","Delaney Rudd","Utah Jazz",1991,240000
"11105","Damjan Rudez","Indiana Pacers",2014,1100000
"11106","Damjan Rudez","Minnesota Timberwolves",2015,1149500
"11107","Damjan Rudez","Orlando Magic",2016,980431
"11108","Michael Ruffin","Chicago Bulls",1999,401875
"11109","Michael Ruffin","Chicago Bulls",2000,440000
"11110","Michael Ruffin","Chicago Bulls",2001,540850
"11111","Michael Ruffin","Philadelphia 76ers",2001,468297
"11112","Michael Ruffin","Utah Jazz",2003,663679
"11113","Michael Ruffin","Washington Wizards",2004,745046
"11114","Michael Ruffin","Washington Wizards",2005,1670000
"11115","Michael Ruffin","Washington Wizards",2006,1803600
"11116","Michael Ruffin","Milwaukee Bucks",2007,1033930
"11117","Michael Ruffin","Portland Trail Blazers",2008,1141838
"11118","Trevor Ruffin","Phoenix Suns",1994,143860
"11119","Trevor Ruffin","Los Angeles Lakers",1994,100000
"11120","Jeff Ruland","Washington Bullets",1984,326000
"11121","Jeff Ruland","Washington Bullets",1985,783000
"11122","Stefano Rusconi","Phoenix Suns",1995,415000
"11123","Brandon Rush","Indiana Pacers",2008,1799160
"11124","Brandon Rush","Indiana Pacers",2009,1934160
"11125","Brandon Rush","Indiana Pacers",2010,2069049
"11126","Brandon Rush","Golden State Warriors",2011,2956658
"11127","Brandon Rush","Golden State Warriors",2012,4000000
"11128","Brandon Rush","Utah Jazz",2013,4000000
"11129","Brandon Rush","Golden State Warriors",2014,1145685
"11130","Brandon Rush","Golden State Warriors",2015,1270964
"11131","Brandon Rush","Minnesota Timberwolves",2016,3500000
"11132","Brandon Rush","Portland Trail Blazers",2017,83129
"11133","Kareem Rush","Los Angeles Lakers",2002,1021080
"11134","Kareem Rush","Los Angeles Lakers",2003,1097640
"11135","Kareem Rush","Charlotte Bobcats",2004,1174200
"11136","Kareem Rush","Charlotte Bobcats",2005,3000000
"11137","Kareem Rush","Seattle SuperSonics",2006,19466
"11138","Kareem Rush","Indiana Pacers",2007,854957
"11139","Kareem Rush","Philadelphia 76ers",2008,926678
"11140","Kareem Rush","Los Angeles Clippers",2009,534906
"11141","Bryon Russell","Utah Jazz",1993,150000
"11142","Bryon Russell","Utah Jazz",1994,265000
"11143","Bryon Russell","Utah Jazz",1995,300000
"11144","Bryon Russell","Utah Jazz",1996,385000
"11145","Bryon Russell","Utah Jazz",1997,2857144
"11146","Bryon Russell","Utah Jazz",1998,3428000
"11147","Bryon Russell","Utah Jazz",1999,4000000
"11148","Bryon Russell","Utah Jazz",2000,4570000
"11149","Bryon Russell","Utah Jazz",2001,5142857
"11150","Bryon Russell","Washington Wizards",2002,1400000
"11151","Bryon Russell","Los Angeles Lakers",2003,1070000
"11152","Bryon Russell","Denver Nuggets",2004,1100000
"11153","Bryon Russell","Denver Nuggets",2005,1138500
"11154","D'Angelo Russell","Los Angeles Lakers",2015,5103120
"11155","D'Angelo Russell","Los Angeles Lakers",2016,5332800
"11156","D'Angelo Russell","Brooklyn Nets",2017,5562360
"11157","Walker Russell","Detroit Pistons",2011,374289
"11158","Arvydas Sabonis","Portland Trail Blazers",1995,2200000
"11159","Arvydas Sabonis","Portland Trail Blazers",1996,2640000
"11160","Arvydas Sabonis","Portland Trail Blazers",1997,3080000
"11161","Arvydas Sabonis","Portland Trail Blazers",1998,9000000
"11162","Arvydas Sabonis","Portland Trail Blazers",1999,9818481
"11163","Arvydas Sabonis","Portland Trail Blazers",2000,11250000
"11164","Arvydas Sabonis","Portland Trail Blazers",2002,6850000
"11165","Arvydas Sabonis","Portland Trail Blazers",2004,3000000
"11166","Domantas Sabonis","Oklahoma City Thunder",2016,2440200
"11167","Domantas Sabonis","Indiana Pacers",2017,2550000
"11168","Robert Sacre","Los Angeles Lakers",2012,473604
"11169","Robert Sacre","Los Angeles Lakers",2013,788872
"11170","Robert Sacre","Los Angeles Lakers",2014,915243
"11171","Robert Sacre","Los Angeles Lakers",2015,981348
"11172","John Salley","Detroit Pistons",1987,335000
"11173","John Salley","Detroit Pistons",1988,380000
"11174","John Salley","Detroit Pistons",1990,575000
"11175","John Salley","Detroit Pistons",1991,2000000
"11176","John Salley","Miami Heat",1992,2002000
"11177","John Salley","Miami Heat",1993,2452000
"11178","John Salley","Miami Heat",1994,2652000
"11179","John Salley","Toronto Raptors",1995,2402000
"11180","John Salley","Toronto Raptors",1996,2225000
"11181","John Salley","Los Angeles Lakers",1999,510000
"11182","John Salmons","Philadelphia 76ers",2002,670800
"11183","John Salmons","Philadelphia 76ers",2003,865320
"11184","John Salmons","Philadelphia 76ers",2004,925680
"11185","John Salmons","Philadelphia 76ers",2005,1669001
"11186","John Salmons","Sacramento Kings",2006,4400000
"11187","John Salmons","Sacramento Kings",2007,4752000
"11188","John Salmons","Chicago Bulls",2008,5104000
"11189","John Salmons","Milwaukee Bucks",2009,5456000
"11190","John Salmons","Milwaukee Bucks",2010,8000000
"11191","John Salmons","Sacramento Kings",2011,8500000
"11192","John Salmons","Sacramento Kings",2012,8083000
"11193","John Salmons","Sacramento Kings",2013,7583000
"11194","John Salmons","Phoenix Suns",2014,2000000
"11195","John Salmons","Atlanta Hawks",2014,1000000
"11196","Kevin Salvadori","Sacramento Kings",1996,247500
"11197","Kevin Salvadori","Sacramento Kings",1997,300000
"11198","Soumaila Samake","New Jersey Nets",2000,316969
"11199","Soumaila Samake","Chicago Bulls",2001,465850
"11200","Soumaila Samake","Los Angeles Lakers",2002,124984
"11201","Cheikh Samb","Detroit Pistons",2007,427163
"11202","Cheikh Samb","Los Angeles Clippers",2008,797581
"11203","Jamal Sampson","Milwaukee Bucks",2002,349458
"11204","Jamal Sampson","Los Angeles Lakers",2003,563679
"11205","Jamal Sampson","Charlotte Bobcats",2004,695046
"11206","Jamal Sampson","Sacramento Kings",2005,719373
"11207","Jamal Sampson","Denver Nuggets",2006,771331
"11208","Ralph Sampson","Houston Rockets",1984,1300000
"11209","Ralph Sampson","Houston Rockets",1985,1165500
"11210","Ralph Sampson","Houston Rockets",1986,1363500
"11211","Ralph Sampson","Golden State Warriors",1987,1735000
"11212","Ralph Sampson","Golden State Warriors",1988,1960000
"11213","Ralph Sampson","Sacramento Kings",1989,2100000
"11214","Ralph Sampson","Sacramento Kings",1990,2250000
"11215","Ralph Sampson","Sacramento Kings",1991,2685000
"11216","Ralph Sampson","Sacramento Kings",1992,2685000
"11217","Samardo Samuels","Cleveland Cavaliers",2010,500000
"11218","Samardo Samuels","Cleveland Cavaliers",2011,762195
"11219","Samardo Samuels","Cleveland Cavaliers",2012,341756
"11220","Pepe Sanchez","Philadelphia 76ers",2000,316969
"11221","Pepe Sanchez","Detroit Pistons",2002,587435
"11222","Pepe Sanchez","Golden State Warriors",2003,663679
"11223","Jeff Sanders","Miami Heat",1991,385000
"11224","Jeff Sanders","Atlanta Hawks",1992,250000
"11225","Jeff Sanders","Chicago Bulls",1998,475000
"11226","Larry Sanders","Milwaukee Bucks",2010,1731960
"11227","Larry Sanders","Milwaukee Bucks",2011,1861920
"11228","Larry Sanders","Milwaukee Bucks",2012,1991760
"11229","Larry Sanders","Milwaukee Bucks",2013,3053368
"11230","Larry Sanders","Milwaukee Bucks",2014,11000000
"11231","Larry Sanders","Milwaukee Bucks",2015,1865547
"11232","Larry Sanders","Milwaukee Bucks",2016,1865547
"11233","Larry Sanders","Cleveland Cavaliers",2016,207722
"11234","Larry Sanders","Milwaukee Bucks",2017,1865547
"11235","Melvin Sanders","San Antonio Spurs",2005,24315
"11236","Mike Sanders","Phoenix Suns",1984,70000
"11237","Mike Sanders","Phoenix Suns",1985,100000
"11238","Mike Sanders","Phoenix Suns",1986,110000
"11239","Mike Sanders","Cleveland Cavaliers",1987,240000
"11240","Mike Sanders","Cleveland Cavaliers",1988,260000
"11241","Mike Sanders","Indiana Pacers",1990,760000
"11242","Mike Sanders","Indiana Pacers",1991,860000
"11243","Mike Sanders","Cleveland Cavaliers",1992,1100000
"11244","Mike Sanders","Indiana Pacers",1992,910000
"11245","Daniel Santiago","Phoenix Suns",2000,316969
"11246","Daniel Santiago","Phoenix Suns",2001,465850
"11247","Daniel Santiago","Milwaukee Bucks",2003,1200000
"11248","Daniel Santiago","Milwaukee Bucks",2004,1320000
"11249","Dario Saric","Philadelphia 76ers",2016,2318280
"11250","Dario Saric","Philadelphia 76ers",2017,2422560
"11251","Jason Sasser","Dallas Mavericks",1999,2706
"11252","Jeryl Sasser","Orlando Magic",2001,901800
"11253","Jeryl Sasser","Orlando Magic",2002,969480
"11254","Jeryl Sasser","Orlando Magic",2003,1125729
"11255","Tomas Satoransky","Washington Wizards",2016,2870813
"11256","Tomas Satoransky","Washington Wizards",2017,3000000
"11257","Kenny Satterfield","Denver Nuggets",2001,332817
"11258","Kenny Satterfield","Philadelphia 76ers",2002,512435
"11259","Predrag Savovic","Denver Nuggets",2002,349458
"11260","Brian Scalabrine","New Jersey Nets",2001,332817
"11261","Brian Scalabrine","New Jersey Nets",2002,512435
"11262","Brian Scalabrine","New Jersey Nets",2003,800000
"11263","Brian Scalabrine","New Jersey Nets",2004,900000
"11264","Brian Scalabrine","Boston Celtics",2005,2586207
"11265","Brian Scalabrine","Boston Celtics",2006,2793103
"11266","Brian Scalabrine","Boston Celtics",2007,3000000
"11267","Brian Scalabrine","Boston Celtics",2008,3206897
"11268","Brian Scalabrine","Boston Celtics",2009,3413793
"11269","Brian Scalabrine","Chicago Bulls",2010,1229255
"11270","Brian Scalabrine","Chicago Bulls",2011,1352181
"11271","Alex Scales","San Antonio Spurs",2005,24315
"11272","Danny Schayes","Denver Nuggets",1984,225000
"11273","Danny Schayes","Denver Nuggets",1985,350000
"11274","Danny Schayes","Denver Nuggets",1987,425000
"11275","Danny Schayes","Denver Nuggets",1988,1000000
"11276","Danny Schayes","Denver Nuggets",1989,1500000
"11277","Danny Schayes","Milwaukee Bucks",1990,1500000
"11278","Danny Schayes","Milwaukee Bucks",1991,1600000
"11279","Danny Schayes","Milwaukee Bucks",1992,1600000
"11280","Danny Schayes","Milwaukee Bucks",1993,1750000
"11281","Danny Schayes","Phoenix Suns",1994,672000
"11282","Danny Schayes","Orlando Magic",1996,575000
"11283","Danny Schayes","Orlando Magic",1997,690000
"11284","Danny Schayes","Orlando Magic",1998,1000000
"11285","Danny Schayes","Minnesota Timberwolves",1999,211765
"11286","Steve Scheffler","Charlotte Hornets",1990,200000
"11287","Steve Scheffler","Seattle SuperSonics",1992,140000
"11288","Steve Scheffler","Seattle SuperSonics",1993,170000
"11289","Steve Scheffler","Seattle SuperSonics",1994,275000
"11290","Steve Scheffler","Seattle SuperSonics",1995,250000
"11291","Steve Scheffler","Seattle SuperSonics",1996,275000
"11292","Steve Scheffler","Denver Nuggets",1997,330000
"11293","Luke Schenscher","Chicago Bulls",2006,55000
"11294","Dwayne Schintzius","San Antonio Spurs",1990,520000
"11295","Dwayne Schintzius","Sacramento Kings",1991,650000
"11296","Dwayne Schintzius","New Jersey Nets",1992,140000
"11297","Dwayne Schintzius","New Jersey Nets",1993,921000
"11298","Dwayne Schintzius","New Jersey Nets",1994,1197000
"11299","Dwayne Schintzius","Indiana Pacers",1995,225000
"11300","Dwayne Schintzius","Los Angeles Clippers",1996,625000
"11301","Dwayne Schintzius","Boston Celtics",1998,662500
"11302","Dwayne Schintzius","Denver Nuggets",1999,550000
"11303","Russ Schoene","Seattle SuperSonics",1987,250000
"11304","Russ Schoene","Seattle SuperSonics",1988,275000
"11305","Detlef Schrempf","Dallas Mavericks",1985,290000
"11306","Detlef Schrempf","Dallas Mavericks",1987,390000
"11307","Detlef Schrempf","Dallas Mavericks",1988,440000
"11308","Detlef Schrempf","Indiana Pacers",1990,1160000
"11309","Detlef Schrempf","Indiana Pacers",1991,1278000
"11310","Detlef Schrempf","Indiana Pacers",1992,1393000
"11311","Detlef Schrempf","Seattle SuperSonics",1993,1308000
"11312","Detlef Schrempf","Seattle SuperSonics",1994,5000000
"11313","Detlef Schrempf","Seattle SuperSonics",1995,5000000
"11314","Detlef Schrempf","Seattle SuperSonics",1996,3333000
"11315","Detlef Schrempf","Seattle SuperSonics",1997,3333333
"11316","Detlef Schrempf","Seattle SuperSonics",1998,3333000
"11317","Detlef Schrempf","Portland Trail Blazers",1999,2000000
"11318","Detlef Schrempf","Portland Trail Blazers",2000,2200000
"11319","Dennis Schroder","Atlanta Hawks",2013,1348200
"11320","Dennis Schroder","Atlanta Hawks",2014,1690680
"11321","Dennis Schroder","Atlanta Hawks",2015,1763400
"11322","Dennis Schroder","Atlanta Hawks",2016,2708582
"11323","Dennis Schroder","Atlanta Hawks",2017,15500000
"11324","Luis Scola","Houston Rockets",2007,2910000
"11325","Luis Scola","Houston Rockets",2008,3100667
"11326","Luis Scola","Houston Rockets",2009,3375600
"11327","Luis Scola","Houston Rockets",2010,7775378
"11328","Luis Scola","Houston Rockets",2011,8591793
"11329","Luis Scola","Houston Rockets",2012,5259697
"11330","Luis Scola","Phoenix Suns",2012,4148510
"11331","Luis Scola","Indiana Pacers",2013,4508504
"11332","Luis Scola","Houston Rockets",2014,6541000
"11333","Luis Scola","Houston Rockets",2014,6172538
"11334","Luis Scola","Indiana Pacers",2014,4868499
"11335","Luis Scola","Toronto Raptors",2015,3000000
"11336","Luis Scola","Brooklyn Nets",2016,5000000
"11337","Alvin Scott","Phoenix Suns",1984,120000
"11338","Brent Scott","Indiana Pacers",1996,247500
"11339","Brent Scott","Indiana Pacers",1999,385000
"11340","Byron Scott","Los Angeles Lakers",1984,350000
"11341","Byron Scott","Los Angeles Lakers",1985,420000
"11342","Byron Scott","Los Angeles Lakers",1987,600000
"11343","Byron Scott","Los Angeles Lakers",1988,1000000
"11344","Byron Scott","Los Angeles Lakers",1989,1100000
"11345","Byron Scott","Los Angeles Lakers",1990,1100000
"11346","Byron Scott","Los Angeles Lakers",1991,1100000
"11347","Byron Scott","Los Angeles Lakers",1992,1100000
"11348","Byron Scott","Indiana Pacers",1993,650000
"11349","Byron Scott","Indiana Pacers",1994,1550000
"11350","Byron Scott","Vancouver Grizzlies",1995,1650000
"11351","Byron Scott","Los Angeles Lakers",1996,247500
"11352","Byron Scott","Los Angeles Lakers",1999,510000
"11353","Dennis Scott","Orlando Magic",1990,1560000
"11354","Dennis Scott","Orlando Magic",1991,1980000
"11355","Dennis Scott","Orlando Magic",1992,2400000
"11356","Dennis Scott","Orlando Magic",1993,2820000
"11357","Dennis Scott","Orlando Magic",1994,3240000
"11358","Dennis Scott","Orlando Magic",1995,3150000
"11359","Dennis Scott","Orlando Magic",1996,3000000
"11360","Dennis Scott","Dallas Mavericks",1997,2920000
"11361","Dennis Scott","New York Knicks",1998,1000000
"11362","Dennis Scott","Minnesota Timberwolves",1998,725000
"11363","Dennis Scott","Vancouver Grizzlies",1999,1100000
"11364","Dennis Scott","Washington Wizards",2000,1200000
"11365","James Scott","Miami Heat",1996,220000
"11366","Mike Scott","Atlanta Hawks",2012,473604
"11367","Mike Scott","Atlanta Hawks",2013,788872
"11368","Mike Scott","Atlanta Hawks",2014,3333333
"11369","Mike Scott","Atlanta Hawks",2015,3333333
"11370","Mike Scott","Phoenix Suns",2016,3333334
"11371","Mike Scott","Washington Wizards",2017,1471382
"11372","Shawnelle Scott","Cleveland Cavaliers",1996,300000
"11373","Shawnelle Scott","Cleveland Cavaliers",1997,500000
"11374","Shawnelle Scott","San Antonio Spurs",2000,548500
"11375","Shawnelle Scott","Denver Nuggets",2001,590850
"11376","Carey Scurry","Utah Jazz",1985,70000
"11377","Shea Seals","Los Angeles Lakers",1997,242000
"11378","Shea Seals","Los Angeles Lakers",1999,385000
"11379","Malik Sealy","Indiana Pacers",1992,790000
"11380","Malik Sealy","Indiana Pacers",1993,1023000
"11381","Malik Sealy","Los Angeles Clippers",1994,1260000
"11382","Malik Sealy","Los Angeles Clippers",1995,1495000
"11383","Malik Sealy","Los Angeles Clippers",1996,1732000
"11384","Malik Sealy","Detroit Pistons",1997,1150000
"11385","Malik Sealy","Minnesota Timberwolves",1998,1000000
"11386","Malik Sealy","Minnesota Timberwolves",1999,1100000
"11387","Thabo Sefolosha","Chicago Bulls",2006,1679280
"11388","Thabo Sefolosha","Chicago Bulls",2007,1805160
"11389","Thabo Sefolosha","Oklahoma City Thunder",2008,1931160
"11390","Thabo Sefolosha","Oklahoma City Thunder",2009,2759628
"11391","Thabo Sefolosha","Oklahoma City Thunder",2010,3250000
"11392","Thabo Sefolosha","Oklahoma City Thunder",2011,3300000
"11393","Thabo Sefolosha","Oklahoma City Thunder",2012,3600000
"11394","Thabo Sefolosha","Oklahoma City Thunder",2013,3900000
"11395","Thabo Sefolosha","Atlanta Hawks",2014,4150000
"11396","Thabo Sefolosha","Atlanta Hawks",2015,4000000
"11397","Thabo Sefolosha","Atlanta Hawks",2016,3850000
"11398","Thabo Sefolosha","Utah Jazz",2017,5250000
"11399","Rony Seikaly","Miami Heat",1988,650000
"11400","Rony Seikaly","Miami Heat",1990,755000
"11401","Rony Seikaly","Miami Heat",1991,2002000
"11402","Rony Seikaly","Miami Heat",1992,2382000
"11403","Rony Seikaly","Miami Heat",1993,3057000
"11404","Rony Seikaly","Golden State Warriors",1994,3297000
"11405","Rony Seikaly","Golden State Warriors",1995,3532000
"11406","Rony Seikaly","Orlando Magic",1996,3752000
"11407","Rony Seikaly","Orlando Magic",1997,4002000
"11408","Rony Seikaly","New Jersey Nets",1998,4252000
"11409","Josh Selby","Memphis Grizzlies",2011,550000
"11410","Josh Selby","Cleveland Cavaliers",2012,762195
"11411","Wayne Selden","Memphis Grizzlies",2016,83119
"11412","Wayne Selden","New Orleans Pelicans",2016,31969
"11413","Wayne Selden","Memphis Grizzlies",2017,1312611
"11414","Brad Sellers","Chicago Bulls",1987,381830
"11415","Brad Sellers","Chicago Bulls",1988,480000
"11416","Brad Sellers","Detroit Pistons",1991,600000
"11417","Brad Sellers","Minnesota Timberwolves",1992,700000
"11418","Mouhamed Sene","Seattle SuperSonics",2006,1958640
"11419","Mouhamed Sene","Seattle SuperSonics",2007,2105520
"11420","Mouhamed Sene","Oklahoma City Thunder",2008,2252400
"11421","Kevin Seraphin","Washington Wizards",2010,1563120
"11422","Kevin Seraphin","Washington Wizards",2011,1680360
"11423","Kevin Seraphin","Washington Wizards",2012,1797600
"11424","Kevin Seraphin","Washington Wizards",2013,2761114
"11425","Kevin Seraphin","Washington Wizards",2014,3898692
"11426","Kevin Seraphin","New York Knicks",2015,2800000
"11427","Kevin Seraphin","Indiana Pacers",2016,1800000
"11428","Ansu Sesay","Dallas Mavericks",1998,287500
"11429","Ansu Sesay","Dallas Mavericks",1999,535000
"11430","Ansu Sesay","Detroit Pistons",2000,508000
"11431","Ansu Sesay","Seattle SuperSonics",2002,612435
"11432","Ansu Sesay","Seattle SuperSonics",2003,688679
"11433","Ansu Sesay","Golden State Warriors",2004,745046
"11434","Ramon Sessions","Milwaukee Bucks",2007,427163
"11435","Ramon Sessions","Milwaukee Bucks",2008,722517
"11436","Ramon Sessions","Minnesota Timberwolves",2009,3670667
"11437","Ramon Sessions","Cleveland Cavaliers",2010,3964320
"11438","Ramon Sessions","Cleveland Cavaliers",2011,4257973
"11439","Ramon Sessions","Charlotte Bobcats",2012,5000000
"11440","Ramon Sessions","Charlotte Bobcats",2013,5000000
"11441","Ramon Sessions","Washington Wizards",2014,2077000
"11442","Ramon Sessions","Washington Wizards",2015,2170465
"11443","Ramon Sessions","Charlotte Hornets",2016,6000000
"11444","Ramon Sessions","New York Knicks",2017,1471382
"11445","Ramon Sessions","Washington Wizards",2017,390706
"11446","Ha Seung-Jin","Portland Trail Blazers",2005,641748
"11447","Ha Seung-Jin","Milwaukee Bucks",2006,744551
"11448","Tom Sewell","Washington Bullets",1985,150000
"11449","Charles Shackleford","New Jersey Nets",1988,150000
"11450","Charles Shackleford","Philadelphia 76ers",1991,1332000
"11451","Charles Shackleford","Philadelphia 76ers",1992,1720000
"11452","Charles Shackleford","Minnesota Timberwolves",1994,650000
"11453","Mustafa Shakur","Sacramento Kings",2007,5450
"11454","Mustafa Shakur","Washington Wizards",2010,89670
"11455","God Shammgod","Washington Wizards",1997,242250
"11456","Walter Sharpe","Detroit Pistons",2008,442114
"11457","John Shasky","Miami Heat",1988,125000
"11458","John Shasky","Dallas Mavericks",1990,150000
"11459","John Shasky","Dallas Mavericks",1991,250000
"11460","John Shasky","Dallas Mavericks",1992,150000
"11461","Brian Shaw","Boston Celtics",1988,150000
"11462","Brian Shaw","Boston Celtics",1990,1212000
"11463","Brian Shaw","Boston Celtics",1991,1313000
"11464","Brian Shaw","Miami Heat",1992,1413000
"11465","Brian Shaw","Miami Heat",1993,1513000
"11466","Brian Shaw","Orlando Magic",1994,692900
"11467","Brian Shaw","Orlando Magic",1995,4250000
"11468","Brian Shaw","Orlando Magic",1996,4000000
"11469","Brian Shaw","Golden State Warriors",1997,3750000
"11470","Brian Shaw","Philadelphia 76ers",1998,3400000
"11471","Brian Shaw","Portland Trail Blazers",1998,850000
"11472","Brian Shaw","Houston Rockets",1999,1100000
"11473","Brian Shaw","Los Angeles Lakers",1999,510000
"11474","Brian Shaw","Los Angeles Lakers",2000,2250000
"11475","Brian Shaw","Los Angeles Lakers",2001,963415
"11476","Brian Shaw","Los Angeles Lakers",2002,1030000
"11477","Casey Shaw","Philadelphia 76ers",1998,287500
"11478","Casey Shaw","Philadelphia 76ers",1999,25000
"11479","Lonnie Shelton","Cleveland Cavaliers",1984,395000
"11480","Lonnie Shelton","Cleveland Cavaliers",1985,420000
"11481","Jeff Sheppard","Atlanta Hawks",1998,287500
"11482","Jeff Sheppard","Atlanta Hawks",1999,385000
"11483","Paul Shirley","Atlanta Hawks",2002,29832
"11484","Purvis Short","Golden State Warriors",1984,495000
"11485","Purvis Short","Golden State Warriors",1985,545000
"11486","Purvis Short","Houston Rockets",1987,425000
"11487","Purvis Short","Houston Rockets",1988,650000
"11488","Iman Shumpert","New York Knicks",2011,1563120
"11489","Iman Shumpert","New York Knicks",2012,1680360
"11490","Iman Shumpert","New York Knicks",2013,1703760
"11491","Iman Shumpert","Cleveland Cavaliers",2014,2616975
"11492","Iman Shumpert","Cleveland Cavaliers",2015,9000000
"11493","Iman Shumpert","Cleveland Cavaliers",2016,9700000
"11494","Iman Shumpert","Sacramento Kings",2017,10337079
"11495","Alexey Shved","Minnesota Timberwolves",2012,2934610
"11496","Alexey Shved","Minnesota Timberwolves",2013,3150000
"11497","Alexey Shved","New York Knicks",2014,3282056
"11498","Pascal Siakam","Toronto Raptors",2016,1196040
"11499","Pascal Siakam","Toronto Raptors",2017,1312611
"11500","Jordan Sibert","Orlando Magic",2015,100000
"11501","Jerry Sichting","Indiana Pacers",1984,135000
"11502","Jerry Sichting","Boston Celtics",1985,125000
"11503","Jerry Sichting","Boston Celtics",1986,200000
"11504","Jerry Sichting","Portland Trail Blazers",1987,250000
"11505","Jerry Sichting","Portland Trail Blazers",1988,250000
"11506","Jack Sikma","Seattle SuperSonics",1984,1149000
"11507","Jack Sikma","Seattle SuperSonics",1985,1600000
"11508","Jack Sikma","Milwaukee Bucks",1987,1600000
"11509","Jack Sikma","Milwaukee Bucks",1988,1600000
"11510","Jack Sikma","Milwaukee Bucks",1989,1200000
"11511","Jack Sikma","Milwaukee Bucks",1990,1600000
"11512","Xavier Silas","Boston Celtics",2017,74159
"11513","Garret Siler","Phoenix Suns",2010,473640
"11514","Garret Siler","Phoenix Suns",2011,51097
"11515","Wayne Simien","Miami Heat",2005,867720
"11516","Wayne Simien","Miami Heat",2006,932760
"11517","Ben Simmons","Philadelphia 76ers",2016,5903160
"11518","Ben Simmons","Philadelphia 76ers",2017,6168840
"11519","Bobby Simmons","Washington Wizards",2001,332817
"11520","Bobby Simmons","Detroit Pistons",2002,512435
"11521","Bobby Simmons","Washington Wizards",2002,337457
"11522","Bobby Simmons","Los Angeles Clippers",2003,638679
"11523","Bobby Simmons","Los Angeles Clippers",2004,825000
"11524","Bobby Simmons","Milwaukee Bucks",2005,8000000
"11525","Bobby Simmons","Milwaukee Bucks",2006,8640000
"11526","Bobby Simmons","Milwaukee Bucks",2007,9280000
"11527","Bobby Simmons","New Jersey Nets",2008,10602667
"11528","Bobby Simmons","New Jersey Nets",2009,10560000
"11529","Bobby Simmons","San Antonio Spurs",2010,71951
"11530","Bobby Simmons","Los Angeles Clippers",2011,594836
"11531","Cedric Simmons","New Orleans/Oklahoma City Hornets",2006,1515480
"11532","Cedric Simmons","Chicago Bulls",2007,1629120
"11533","Cedric Simmons","Sacramento Kings",2008,1742760
"11534","Jonathon Simmons","San Antonio Spurs",2015,525093
"11535","Jonathon Simmons","San Antonio Spurs",2016,874636
"11536","Jonathon Simmons","Orlando Magic",2017,6300000
"11537","Lionel Simmons","Sacramento Kings",1990,930000
"11538","Lionel Simmons","Sacramento Kings",1991,1289000
"11539","Lionel Simmons","Sacramento Kings",1992,1464000
"11540","Lionel Simmons","Sacramento Kings",1993,1743000
"11541","Lionel Simmons","Sacramento Kings",1994,2181400
"11542","Lionel Simmons","Sacramento Kings",1995,2676000
"11543","Lionel Simmons","Sacramento Kings",1996,3194000
"11544","Lionel Simmons","Sacramento Kings",1997,3716500
"11545","Lionel Simmons","Sacramento Kings",1998,4238500
"11546","Miles Simon","Orlando Magic",1998,287500
"11547","Miles Simon","Orlando Magic",1999,385000
"11548","Dickey Simpkins","Chicago Bulls",1994,650000
"11549","Dickey Simpkins","Chicago Bulls",1995,845000
"11550","Dickey Simpkins","Chicago Bulls",1996,1040000
"11551","Dickey Simpkins","Golden State Warriors",1997,1235000
"11552","Dickey Simpkins","Chicago Bulls",1999,1500000
"11553","Dickey Simpkins","Atlanta Hawks",2001,26190
"11554","Courtney Sims","Indiana Pacers",2007,112130
"11555","Courtney Sims","Phoenix Suns",2008,184648
"11556","Henry Sims","Philadelphia 76ers",2014,915243
"11557","Henry Sims","Brooklyn Nets",2015,161622
"11558","Henry Sims","Utah Jazz",2016,75000
"11559","Chris Singleton","Washington Wizards",2011,1485000
"11560","Chris Singleton","Washington Wizards",2012,1596360
"11561","Chris Singleton","Washington Wizards",2013,1618680
"11562","James Singleton","Los Angeles Clippers",2005,625000
"11563","James Singleton","Los Angeles Clippers",2006,675000
"11564","James Singleton","Dallas Mavericks",2008,826269
"11565","James Singleton","Washington Wizards",2009,1030189
"11566","Kyle Singler","Detroit Pistons",2012,1000000
"11567","Kyle Singler","Detroit Pistons",2013,1045000
"11568","Kyle Singler","Oklahoma City Thunder",2014,1090000
"11569","Kyle Singler","Oklahoma City Thunder",2015,5000000
"11570","Kyle Singler","Oklahoma City Thunder",2016,4837500
"11571","Kyle Singler","Oklahoma City Thunder",2017,4666500
"11572","Sean Singletary","Charlotte Bobcats",2008,442114
"11573","Peyton Siva","Orlando Magic",2014,100000
"11574","Scott Skiles","Indiana Pacers",1987,172000
