Name,Contract Value,Year,Team,Type
Morris Peterson,"$5,592,240.00 ",2008,New Orleans Pelicans,Non-rookie
Morris Peterson,"$6,212,960.00 ",2009,New Orleans Pelicans,Non-rookie
Moses Malone,"$2,406,000.00 ",1990,Atlanta Hawks,Rookie
Moses Malone,"$1,600,000.00 ",1991,Milwaukee Bucks,Rookie
Moses Malone,"$2,230,000.00 ",1992,Milwaukee Bucks,Rookie
Moses Malone,"$1,200,000.00 ",1993,Philadelphia 76ers,Rookie
Moses Malone,"$468,750.00 ",1994,San Antonio Spurs,Non-rookie
Mouhamed Sene,"$1,958,640.00 ",2006,Oklahoma City Thunder,Rookie
Mouhamed Sene,"$2,105,520.00 ",2007,Oklahoma City Thunder,Rookie
Mouhamed Sene,"$2,252,400.00 ",2008,Oklahoma City Thunder,Rookie
Muggsy Bogues,"$805,000.00 ",1990,Charlotte Hornets,Rookie
Muggsy Bogues,"$906,000.00 ",1991,Charlotte Hornets,Rookie
Muggsy Bogues,"$700,000.00 ",1992,Charlotte Hornets,Rookie
Muggsy Bogues,"$900,000.00 ",1993,Charlotte Hornets,Rookie
Muggsy Bogues,"$1,125,000.00 ",1994,Charlotte Hornets,Non-rookie
Muggsy Bogues,"$1,350,000.00 ",1995,Charlotte Hornets,Non-rookie
Muggsy Bogues,"$1,800,000.00 ",1997,Charlotte Hornets,Non-rookie
Muggsy Bogues,"$2,800,000.00 ",1998,Golden State Warriors,Non-rookie
Muggsy Bogues,"$510,000.00 ",1999,Toronto Raptors ,Non-rookie
Muggsy Bogues,"$1,740,000.00 ",2000,Toronto Raptors ,Non-rookie
Muggsy Bogues,"$1,520,860.00 ",2001,Dallas Mavericks,Non-rookie
Muggsy Bogues,"$1,659,120.00 ",2002,Dallas Mavericks,Non-rookie
Mychal Thompson,"$615,000.00 ",1990,Los Angeles Lakers,Rookie
Mychal Thompson,"$1,807,000.00 ",1991,Los Angeles Lakers,Rookie
Myron Brown,"$200,000.00 ",1991,Minnesota Timberwolves,Rookie
Nando de Colo,"$1,400,000.00 ",2012,San Antonio Spurs,Rookie
Nate Huffman,"$20,000.00 ",1997,Los Angeles Clippers,Rookie
Nate Huffman,"$349,458.00 ",2002,Toronto Raptors ,Non-rookie
Nate Huffman,"$1,760,000.00 ",2003,Toronto Raptors ,Non-rookie
Nate Huffman,"$1,280,000.00 ",2004,Toronto Raptors ,Non-rookie
Nate McMillan,"$658,000.00 ",1990,Oklahoma City Thunder,Rookie
Nate McMillan,"$733,000.00 ",1991,Oklahoma City Thunder,Rookie
Nate McMillan,"$750,000.00 ",1992,Oklahoma City Thunder,Rookie
Nate McMillan,"$850,000.00 ",1993,Oklahoma City Thunder,Rookie
Nate McMillan,"$1,060,000.00 ",1994,Oklahoma City Thunder,Non-rookie
Nate McMillan,"$1,265,000.00 ",1995,Oklahoma City Thunder,Non-rookie
Nate McMillan,"$1,355,000.00 ",1996,Oklahoma City Thunder,Non-rookie
Nate McMillan,"$3,500,000.00 ",1997,Oklahoma City Thunder,Non-rookie
Nate Robinson,"$1,102,680.00 ",2005,New York Knicks,Rookie
Nate Robinson,"$1,268,160.00 ",2007,New York Knicks,Rookie
Nate Robinson,"$2,020,179.00 ",2008,New York Knicks,Rookie
Nate Robinson,"$4,000,000.00 ",2009,Boston Celtics,Non-rookie
Nate Wolters,"$816,482.00 ",2014,Milwaukee Bucks,Rookie
Nate Wolters,"$50,000.00 ",2016,Denver Nuggets,Rookie
Nathan Jawai,"$442,114.00 ",2008,Toronto Raptors ,Rookie
Nathan Jawai,"$736,420.00 ",2009,Minnesota Timberwolves,Rookie
Nazr Mohammed,"$535,000.00 ",1998,Philadelphia 76ers,Rookie
Nazr Mohammed,"$690,960.00 ",1999,Philadelphia 76ers,Rookie
Nazr Mohammed,"$4,500,000.00 ",2001,Atlanta Hawks,Rookie
Nazr Mohammed,"$4,750,000.00 ",2002,Atlanta Hawks,Non-rookie
Nazr Mohammed,"$5,000,000.00 ",2003,Atlanta Hawks,Non-rookie
Nazr Mohammed,"$5,250,000.00 ",2004,New York Knicks,Non-rookie
Nazr Mohammed,"$5,215,000.00 ",2006,Detroit Pistons,Non-rookie
Ndudi Ebi,"$838,560.00 ",2003,Minnesota Timberwolves,Rookie
Ndudi Ebi,"$901,440.00 ",2004,Minnesota Timberwolves,Rookie
Ndudi Ebi,"$964,320.00 ",2005,Minnesota Timberwolves,Rookie
Negele Knight,"$468,000.00 ",1990,Phoenix Suns,Rookie
Negele Knight,"$469,000.00 ",1991,Phoenix Suns,Rookie
Negele Knight,"$469,000.00 ",1992,Phoenix Suns,Rookie
Negele Knight,"$496,000.00 ",1993,San Antonio Spurs,Rookie
Negele Knight,"$150,000.00 ",1994,Portland Trail Blazers,Non-rookie
Nenad Krstic,"$939,480.00 ",2004,Brooklyn Nets,Rookie
Nenad Krstic,"$1,010,040.00 ",2005,Brooklyn Nets,Rookie
Nenad Krstic,"$1,080,480.00 ",2006,Brooklyn Nets,Rookie
Nenad Krstic,"$1,889,760.00 ",2007,Brooklyn Nets,Rookie
Nenad Krstic,"$4,778,548.00 ",2008,Oklahoma City Thunder,Non-rookie
Nenad Krstic,"$5,400,000.00 ",2009,Oklahoma City Thunder,Non-rookie
Nene,"$1,945,520.00 ",2002,Denver Nuggets,Rookie
Nene,"$2,102,840.00 ",2003,Denver Nuggets,Rookie
Nene,"$3,039,889.00 ",2005,Denver Nuggets,Rookie
Nene,"$8,840,000.00 ",2007,Denver Nuggets,Non-rookie
Nene,"$9,680,000.00 ",2008,Denver Nuggets,Non-rookie
Nene,"$10,520,000.00 ",2009,Denver Nuggets,Non-rookie
Nene Hilario,"$13,000,000.00 ",2014,Washington Wizards,Rookie
Nene Hilario,"$13,000,000.00 ",2015,Washington Wizards,Rookie
Nene Hilario,"$2,898,000.00 ",2016,Houston Rockets,Rookie
Nene Hilario,"$3,477,600.00 ",2017,Houston Rockets,Rookie
Nick Anderson,"$725,000.00 ",1990,Orlando Magic,Rookie
Nick Anderson,"$750,000.00 ",1991,Orlando Magic,Rookie
Nick Anderson,"$800,000.00 ",1992,Orlando Magic,Rookie
Nick Anderson,"$2,670,000.00 ",1993,Orlando Magic,Rookie
Nick Anderson,"$3,200,000.00 ",1995,Orlando Magic,Non-rookie
Nick Anderson,"$3,790,000.00 ",1996,Orlando Magic,Non-rookie
Nick Anderson,"$4,000,000.00 ",1997,Orlando Magic,Non-rookie
Nick Anderson,"$3,200,000.00 ",1998,Orlando Magic,Non-rookie
Nick Anderson,"$5,051,906.00 ",1999,Sacramento Kings,Non-rookie
Nick Anderson,"$3,750,000.00 ",2000,Sacramento Kings,Non-rookie
Nick Anderson,"$5,401,906.00 ",2001,Memphis Grizzlies,Non-rookie
Nick Anderson,"$6,101,906.00 ",2002,Cleveland Caveliers,Non-rookie
Nick Collison,"$1,578,240.00 ",2003,Oklahoma City Thunder,Rookie
Nick Collison,"$1,969,680.00 ",2004,Oklahoma City Thunder,Rookie
Nick Collison,"$1,815,000.00 ",2005,Oklahoma City Thunder,Rookie
Nick Collison,"$2,501,070.00 ",2006,Oklahoma City Thunder,Rookie
Nick Collison,"$5,750,000.00 ",2007,Oklahoma City Thunder,Non-rookie
Nick Collison,"$6,350,000.00 ",2008,Oklahoma City Thunder,Non-rookie
Nick Collison,"$6,250,000.00 ",2009,Oklahoma City Thunder,Non-rookie
Nick Fazekas,"$427,163.00 ",2007,Dallas Mavericks,Rookie
Nick Van Exel,"$1,100,000.00 ",1993,Los Angeles Lakers,Rookie
Nick Van Exel,"$1,900,000.00 ",1994,Los Angeles Lakers,Rookie
Nick Van Exel,"$1,900,000.00 ",1995,Los Angeles Lakers,Rookie
Nick Van Exel,"$1,900,000.00 ",1996,Los Angeles Lakers,Rookie
Nick Van Exel,"$1,900,000.00 ",1997,Los Angeles Lakers,Non-rookie
Nick Van Exel,"$1,900,000.00 ",1998,Denver Nuggets,Non-rookie
Nick Van Exel,"$8,354,614.00 ",1999,Denver Nuggets,Non-rookie
Nick Van Exel,"$9,200,000.00 ",2000,Denver Nuggets,Non-rookie
Nick Van Exel,"$10,164,642.00 ",2001,Denver Nuggets,Non-rookie
Nick Van Exel,"$11,061,234.00 ",2002,Dallas Mavericks,Non-rookie
Nick Van Exel,"$11,956,625.00 ",2003,Golden State Warriors,Non-rookie
Nick Van Exel,"$11,933,252.00 ",2004,Portland Trail Blazers,Non-rookie
Nick Young,"$1,491,240.00 ",2007,Washington Wizards,Rookie
Nick Young,"$1,602,960.00 ",2008,Washington Wizards,Rookie
Nick Young,"$1,714,800.00 ",2009,Washington Wizards,Rookie
Nick Zeisloft,"$25,000.00 ",2016,Indiana Pacers,Rookie
Nicolas Batum,"$1,040,640.00 ",2008,Portland Trail Blazers,Rookie
Nicolas Batum,"$1,118,760.00 ",2009,Portland Trail Blazers,Rookie
Nikola Jovanovic,"$30,000.00 ",2016,Detroit Pistons,Rookie
Nikola Pekovic,"$11,600,000.00 ",2017,Minnesota Timberwolves,Non-rookie
Nikoloz Tskitishvili,"$2,530,920.00 ",2002,Denver Nuggets,Rookie
Nikoloz Tskitishvili,"$2,720,760.00 ",2003,Denver Nuggets,Rookie
Nikoloz Tskitishvili,"$745,248.00 ",2005,Minnesota Timberwolves,Rookie
Norm Richardson,"$332,817.00 ",2001,Indiana Pacers,Rookie
O.J. Mayo,"$3,875,040.00 ",2008,Memphis Grizzlies,Rookie
O.J. Mayo,"$4,165,560.00 ",2009,Memphis Grizzlies,Rookie
Obinna Ekezie,"$301,875.00 ",1999,Memphis Grizzlies,Rookie
Obinna Ekezie,"$423,500.00 ",2000,Washington Wizards,Rookie
Obinna Ekezie,"$540,850.00 ",2001,Los Angeles Clippers,Rookie
Obinna Ekezie,"$688,679.00 ",2003,Atlanta Hawks,Non-rookie
Olden Polynice,"$600,000.00 ",1990,Los Angeles Clippers,Rookie
Olden Polynice,"$750,000.00 ",1991,Los Angeles Clippers,Rookie
Olden Polynice,"$850,000.00 ",1992,Detroit Pistons,Rookie
Olden Polynice,"$850,000.00 ",1993,Detroit Pistons,Rookie
Olden Polynice,"$1,900,000.00 ",1994,Sacramento Kings,Non-rookie
Olden Polynice,"$2,520,000.00 ",1995,Sacramento Kings,Non-rookie
Olden Polynice,"$3,140,000.00 ",1996,Sacramento Kings,Non-rookie
Olden Polynice,"$3,610,000.00 ",1997,Sacramento Kings,Non-rookie
Olden Polynice,"$1,000,000.00 ",1998,Oklahoma City Thunder,Non-rookie
Olden Polynice,"$2,200,000.00 ",2000,Utah Jazz,Non-rookie
Oleksiy Pecherov,"$1,345,800.00 ",2007,Washington Wizards,Rookie
Oleksiy Pecherov,"$1,446,720.00 ",2008,Washington Wizards,Rookie
Oleksiy Pecherov,"$1,547,640.00 ",2009,Minnesota Timberwolves,Rookie
Oliver Miller,"$517,000.00 ",1992,Phoenix Suns,Rookie
Oliver Miller,"$672,000.00 ",1993,Phoenix Suns,Rookie
Oliver Miller,"$1,540,000.00 ",1994,Detroit Pistons,Rookie
Oliver Miller,"$2,372,000.00 ",1995,Toronto Raptors ,Rookie
Oliver Miller,"$247,500.00 ",1996,Dallas Mavericks,Non-rookie
Oliver Miller,"$600,000.00 ",1998,Sacramento Kings,Non-rookie
Oliver Miller,"$686,838.00 ",2003,Minnesota Timberwolves,Non-rookie
Olumide Oyedeji,"$316,969.00 ",2000,Oklahoma City Thunder,Rookie
Olumide Oyedeji,"$465,850.00 ",2001,Oklahoma City Thunder,Rookie
Olumide Oyedeji,"$587,435.00 ",2002,Orlando Magic,Rookie
Omar Cook,"$292,230.00 ",2001,Dallas Mavericks,Rookie
Omri Casspi,"$1,167,000.00 ",2009,Sacramento Kings,Rookie
Orien Greene,"$398,762.00 ",2005,Boston Celtics,Rookie
Orlando Sanchez,"$15,000.00 ",2014,New York Knicks,Rookie
Orlando Woolridge,"$805,000.00 ",1990,Denver Nuggets,Rookie
Orlando Woolridge,"$1,108,000.00 ",1992,Detroit Pistons,Rookie
Orlando Woolridge,"$1,542,000.00 ",1993,Milwaukee Bucks,Rookie
Orlando Woolridge,"$2,367,000.00 ",1994,Milwaukee Bucks,Non-rookie
Oscar Torres,"$332,817.00 ",2001,Houston Rockets,Rookie
Oscar Torres,"$168,729.00 ",2002,Golden State Warriors,Rookie
Othella Harrington,"$247,500.00 ",1996,Houston Rockets,Rookie
Othella Harrington,"$2,025,000.00 ",1999,Memphis Grizzlies,Rookie
Othella Harrington,"$2,250,000.00 ",2000,Memphis Grizzlies,Non-rookie
Othella Harrington,"$2,475,000.00 ",2001,New York Knicks,Non-rookie
Othella Harrington,"$2,700,000.00 ",2002,New York Knicks,Non-rookie
Othella Harrington,"$2,925,000.00 ",2003,New York Knicks,Non-rookie
Othella Harrington,"$3,500,000.00 ",2005,Chicago Bulls,Non-rookie
Othello Hunter,"$442,114.00 ",2008,Atlanta Hawks,Rookie
Othello Hunter,"$307,564.00 ",2009,Atlanta Hawks,Rookie
Otis Smith,"$450,000.00 ",1990,Orlando Magic,Rookie
Otis Smith,"$525,000.00 ",1991,Orlando Magic,Rookie
Otis Thorpe,"$1,760,000.00 ",1990,Houston Rockets,Rookie
Otis Thorpe,"$1,786,000.00 ",1991,Houston Rockets,Rookie
Otis Thorpe,"$2,418,000.00 ",1993,Houston Rockets,Rookie
Otis Thorpe,"$2,578,400.00 ",1994,Houston Rockets,Non-rookie
Otis Thorpe,"$7,000,000.00 ",1996,Detroit Pistons,Non-rookie
Otis Thorpe,"$5,700,000.00 ",1997,Memphis Grizzlies,Non-rookie
Otis Thorpe,"$4,400,000.00 ",1998,Washington Wizards,Non-rookie
Otis Thorpe,"$2,200,000.00 ",2000,Charlotte Hornets,Non-rookie
P.J. Brown,"$600,000.00 ",1993,Brooklyn Nets,Rookie
P.J. Brown,"$960,000.00 ",1995,Brooklyn Nets,Rookie
P.J. Brown,"$2,000,000.00 ",1996,Miami Heat,Rookie
P.J. Brown,"$4,480,000.00 ",1998,Miami Heat,Non-rookie
P.J. Brown,"$5,740,000.00 ",2000,Charlotte Hornets,Non-rookie
P.J. Brown,"$6,404,800.00 ",2001,Charlotte Hornets,Non-rookie
P.J. Brown,"$7,044,800.00 ",2002,New Orleans Pelicans,Non-rookie
P.J. Brown,"$8,000,000.00 ",2003,New Orleans Pelicans,Non-rookie
P.J. Brown,"$8,000,000.00 ",2004,New Orleans Pelicans,Non-rookie
P.J. Brown,"$8,000,000.00 ",2005,New Orleans Pelicans,Non-rookie
P.J. Brown,"$8,560,000.00 ",2006,Chicago Bulls,Non-rookie
P.J. Tucker,"$412,718.00 ",2006,Toronto Raptors ,Rookie
Pape Sow,"$385,277.00 ",2004,Toronto Raptors ,Rookie
Pape Sow,"$641,748.00 ",2005,Toronto Raptors ,Rookie
Pape Sow,"$744,551.00 ",2006,Toronto Raptors ,Rookie
Pat Burke,"$349,458.00 ",2002,Orlando Magic,Rookie
Pat Burke,"$810,000.00 ",2006,Phoenix Suns,Non-rookie
Pat Garrity,"$740,000.00 ",1998,Phoenix Suns,Rookie
Pat Garrity,"$1,019,280.00 ",2000,Orlando Magic,Rookie
Pat Garrity,"$1,569,691.00 ",2001,Orlando Magic,Rookie
Pat Garrity,"$2,350,000.00 ",2002,Orlando Magic,Non-rookie
Pat Garrity,"$2,643,750.00 ",2003,Orlando Magic,Non-rookie
Pat Garrity,"$2,937,500.00 ",2004,Orlando Magic,Non-rookie
Pat Garrity,"$3,231,250.00 ",2005,Orlando Magic,Non-rookie
Pat Garrity,"$3,525,000.00 ",2006,Orlando Magic,Non-rookie
Pat Garrity,"$3,818,750.00 ",2007,Orlando Magic,Non-rookie
Patric Young,"$100,000.00 ",2014,New Orleans Pelicans,Rookie
Patrick Eddie,"$130,000.00 ",1991,New York Knicks,Rookie
Patrick Ewing,"$4,250,000.00 ",1990,New York Knicks,Rookie
Patrick Ewing,"$3,139,000.00 ",1991,New York Knicks,Rookie
Patrick Ewing,"$3,300,000.00 ",1992,New York Knicks,Rookie
Patrick Ewing,"$3,825,000.00 ",1993,New York Knicks,Rookie
Patrick Ewing,"$4,486,700.00 ",1994,New York Knicks,Non-rookie
Patrick Ewing,"$18,724,000.00 ",1995,New York Knicks,Non-rookie
Patrick Ewing,"$3,000,000.00 ",1996,New York Knicks,Non-rookie
Patrick Ewing,"$20,500,000.00 ",1997,New York Knicks,Non-rookie
Patrick Ewing,"$18,500,000.00 ",1998,New York Knicks,Non-rookie
Patrick Ewing,"$14,000,000.00 ",2000,Oklahoma City Thunder,Non-rookie
Patrick Ewing,"$2,118,420.00 ",2001,Orlando Magic,Non-rookie
Patrick Ewing,"$1,850,000.00 ",2002,Orlando Magic,Non-rookie
Patrick Mills,"$457,588.00 ",2009,Portland Trail Blazers,Rookie
Patrick Mills,"$937,195.00 ",2010,Portland Trail Blazers,Rookie
Patrick Mills,"$1,085,120.00 ",2012,San Antonio Spurs,Rookie
Patrick Mills,"$1,133,950.00 ",2013,San Antonio Spurs,Non-rookie
Patrick Mills,"$3,842,105.00 ",2014,San Antonio Spurs,Non-rookie
Patrick Mills,"$3,578,947.00 ",2015,San Antonio Spurs,Non-rookie
Patrick O\'Bryant,"$2,061,720.00 ",2006,Golden State Warriors,Rookie
Patrick O\'Bryant,"$2,216,400.00 ",2007,Golden State Warriors,Rookie
Patrick O\'Bryant,"$1,500,000.00 ",2008,Toronto Raptors ,Rookie
Patrick O\'Bryant,"$1,620,000.00 ",2009,Toronto Raptors ,Rookie
Pau Gasol,"$2,970,840.00 ",2001,Memphis Grizzlies,Rookie
Pau Gasol,"$3,193,680.00 ",2002,Memphis Grizzlies,Rookie
Pau Gasol,"$3,417,000.00 ",2003,Memphis Grizzlies,Rookie
Pau Gasol,"$4,318,481.00 ",2004,Memphis Grizzlies,Rookie
Pau Gasol,"$10,993,000.00 ",2005,Memphis Grizzlies,Non-rookie
Pau Gasol,"$12,364,000.00 ",2006,Memphis Grizzlies,Non-rookie
Pau Gasol,"$13,735,000.00 ",2007,Los Angeles Lakers,Non-rookie
Pau Gasol,"$15,106,000.00 ",2008,Los Angeles Lakers,Non-rookie
Pau Gasol,"$16,452,000.00 ",2009,Los Angeles Lakers,Non-rookie
Paul Davis,"$412,718.00 ",2006,Los Angeles Clippers,Rookie
Paul Davis,"$687,456.00 ",2007,Los Angeles Clippers,Rookie
Paul Davis,"$328,416.00 ",2008,Los Angeles Clippers,Rookie
Paul Davis,"$80,488.00 ",2009,Washington Wizards,Rookie
Paul Graham,"$125,000.00 ",1991,Atlanta Hawks,Rookie
Paul Graham,"$500,000.00 ",1992,Atlanta Hawks,Rookie
Paul Graham,"$600,000.00 ",1993,Atlanta Hawks,Rookie
Paul Grant,"$785,400.00 ",1997,Minnesota Timberwolves,Rookie
Paul Grant,"$903,240.00 ",1998,Milwaukee Bucks,Rookie
Paul Grant,"$1,021,080.00 ",1999,Milwaukee Bucks,Rookie
Paul Grant,"$350,581.00 ",2003,Utah Jazz,Non-rookie
Paul McPherson,"$316,969.00 ",2000,Phoenix Suns,Rookie
Paul Millsap,"$687,456.00 ",2007,Utah Jazz,Rookie
Paul Millsap,"$797,581.00 ",2008,Utah Jazz,Rookie
Paul Millsap,"$7,692,932.00 ",2009,Utah Jazz,Rookie
Paul Mokeski,"$100,000.00 ",1990,Golden State Warriors,Rookie
Paul Pierce,"$1,165,000.00 ",1998,Boston Celtics,Rookie
Paul Pierce,"$1,503,960.00 ",1999,Boston Celtics,Rookie
Paul Pierce,"$1,608,840.00 ",2000,Boston Celtics,Rookie
Paul Pierce,"$2,051,271.00 ",2001,Boston Celtics,Rookie
Paul Pierce,"$10,067,750.00 ",2002,Boston Celtics,Non-rookie
Paul Pierce,"$11,326,219.00 ",2003,Boston Celtics,Non-rookie
Paul Pierce,"$12,584,688.00 ",2004,Boston Celtics,Non-rookie
Paul Pierce,"$13,843,156.00 ",2005,Boston Celtics,Non-rookie
Paul Pierce,"$18,077,903.00 ",2008,Boston Celtics,Non-rookie
Paul Pierce,"$19,795,712.00 ",2009,Boston Celtics,Non-rookie
Paul Pressey,"$900,000.00 ",1990,San Antonio Spurs,Rookie
Paul Pressey,"$1,000,000.00 ",1991,San Antonio Spurs,Rookie
Paul Shirley,"$29,832.00 ",2002,Atlanta Hawks,Rookie
Pavel Podkolzin,"$1,061,880.00 ",2004,Dallas Mavericks,Rookie
Pavel Podkolzin,"$1,141,560.00 ",2005,Dallas Mavericks,Rookie
Peja Stojakovic,"$1,310,400.00 ",1999,Sacramento Kings,Rookie
Peja Stojakovic,"$1,480,000.00 ",2000,Sacramento Kings,Rookie
Peja Stojakovic,"$5,000,000.00 ",2001,Sacramento Kings,Rookie
Peja Stojakovic,"$5,625,000.00 ",2002,Sacramento Kings,Rookie
Peja Stojakovic,"$6,250,000.00 ",2003,Sacramento Kings,Non-rookie
Peja Stojakovic,"$6,875,000.00 ",2004,Sacramento Kings,Non-rookie
Peja Stojakovic,"$7,500,000.00 ",2005,Sacramento Kings,Non-rookie
Peja Stojakovic,"$10,800,000.00 ",2006,New Orleans Pelicans,Non-rookie
Peja Stojakovic,"$11,664,000.00 ",2007,New Orleans Pelicans,Non-rookie
Peja Stojakovic,"$12,528,000.00 ",2008,New Orleans Pelicans,Non-rookie
Peja Stojakovic,"$13,392,000.00 ",2009,New Orleans Pelicans,Non-rookie
Pepe Sanchez,"$587,435.00 ",2002,Detroit Pistons,Rookie
Pepe Sanchez,"$663,679.00 ",2003,Golden State Warriors,Rookie
Pervis Ellison,"$2,300,000.00 ",1990,Washington Wizards,Rookie
Pervis Ellison,"$2,300,000.00 ",1991,Washington Wizards,Rookie
Pervis Ellison,"$2,300,000.00 ",1992,Washington Wizards,Rookie
Pervis Ellison,"$2,300,000.00 ",1993,Washington Wizards,Rookie
Pervis Ellison,"$1,100,000.00 ",1994,Boston Celtics,Non-rookie
Pervis Ellison,"$1,430,000.00 ",1995,Boston Celtics,Non-rookie
Pervis Ellison,"$1,760,000.00 ",1996,Boston Celtics,Non-rookie
Pervis Ellison,"$2,090,000.00 ",1997,Boston Celtics,Non-rookie
Pervis Ellison,"$2,420,000.00 ",1998,Boston Celtics,Non-rookie
Pervis Ellison,"$2,750,000.00 ",1999,Boston Celtics,Non-rookie
Pervis Ellison,"$1,000,000.00 ",2000,Oklahoma City Thunder,Non-rookie
Pete Chilcutt,"$475,000.00 ",1991,Sacramento Kings,Rookie
Pete Chilcutt,"$630,000.00 ",1992,Sacramento Kings,Rookie
Pete Chilcutt,"$760,000.00 ",1993,Sacramento Kings,Rookie
Pete Chilcutt,"$126,300.00 ",1994,Houston Rockets,Rookie
Pete Chilcutt,"$700,000.00 ",1995,Houston Rockets,Non-rookie
Pete Chilcutt,"$700,000.00 ",1996,Memphis Grizzlies,Non-rookie
Pete Chilcutt,"$700,000.00 ",1997,Memphis Grizzlies,Non-rookie
Pete Chilcutt,"$700,000.00 ",1998,Memphis Grizzlies,Non-rookie
Pete Myers,"$150,000.00 ",1993,Chicago Bulls,Rookie
Pete Myers,"$600,000.00 ",1995,Miami Heat,Rookie
Pete Myers,"$272,250.00 ",1997,New York Knicks,Non-rookie
Peter John Ramos,"$600,000.00 ",2004,Washington Wizards,Rookie
Peter John Ramos,"$660,000.00 ",2005,Washington Wizards,Rookie
Peter John Ramos,"$384,776.00 ",2006,Washington Wizards,Rookie
Pooh Richardson,"$615,000.00 ",1990,Minnesota Timberwolves,Rookie
Pooh Richardson,"$760,000.00 ",1991,Minnesota Timberwolves,Rookie
Pooh Richardson,"$800,000.00 ",1992,Indiana Pacers,Rookie
Pooh Richardson,"$1,694,000.00 ",1993,Indiana Pacers,Rookie
Pooh Richardson,"$2,120,700.00 ",1994,Los Angeles Clippers,Non-rookie
Pooh Richardson,"$2,521,000.00 ",1995,Los Angeles Clippers,Non-rookie
Pooh Richardson,"$2,721,000.00 ",1996,Los Angeles Clippers,Non-rookie
Pooh Richardson,"$2,820,710.00 ",1997,Los Angeles Clippers,Non-rookie
Pooh Richardson,"$3,030,000.00 ",1998,Los Angeles Clippers,Non-rookie
Pooh Richardson,"$500,000.00 ",1999,Los Angeles Clippers,Non-rookie
Popeye Jones,"$275,000.00 ",1993,Dallas Mavericks,Rookie
Popeye Jones,"$769,000.00 ",1994,Dallas Mavericks,Rookie
Popeye Jones,"$1,425,000.00 ",1995,Dallas Mavericks,Rookie
Popeye Jones,"$1,581,000.00 ",1996,Toronto Raptors ,Rookie
Popeye Jones,"$1,886,538.00 ",1997,Toronto Raptors ,Non-rookie
Popeye Jones,"$2,381,000.00 ",1998,Boston Celtics,Non-rookie
Popeye Jones,"$2,531,250.00 ",1999,Denver Nuggets,Non-rookie
Popeye Jones,"$2,812,500.00 ",2000,Washington Wizards,Non-rookie
Popeye Jones,"$1,500,000.00 ",2001,Washington Wizards,Non-rookie
Popeye Jones,"$1,030,000.00 ",2002,Dallas Mavericks,Non-rookie
Popeye Jones,"$1,070,000.00 ",2003,Golden State Warriors,Non-rookie
Pops Mensah-Bonsu,"$242,793.00 ",2009,Toronto Raptors ,Rookie
Predrag Drobnjak,"$478,558.00 ",2001,Oklahoma City Thunder,Rookie
Predrag Drobnjak,"$526,413.00 ",2002,Oklahoma City Thunder,Rookie
Predrag Drobnjak,"$2,550,000.00 ",2004,Atlanta Hawks,Rookie
Predrag Savovic,"$349,458.00 ",2002,Denver Nuggets,Rookie
Priest Lauderdale,"$548,000.00 ",1996,Atlanta Hawks,Rookie
Priest Lauderdale,"$630,000.00 ",1997,Denver Nuggets,Rookie
Priest Lauderdale,"$712,200.00 ",1998,Denver Nuggets,Rookie
Primoz Brezec,"$749,160.00 ",2001,Indiana Pacers,Rookie
Primoz Brezec,"$805,320.00 ",2002,Indiana Pacers,Rookie
Primoz Brezec,"$861,600.00 ",2003,Indiana Pacers,Rookie
Primoz Brezec,"$2,750,000.00 ",2007,Toronto Raptors ,Non-rookie
Primoz Brezec,"$1,107,572.00 ",2009,Milwaukee Bucks,Non-rookie
Prince Ibeh,"$31,969.00 ",2016,Brooklyn Nets,Rookie
Quentin Richardson,"$1,020,960.00 ",2000,Los Angeles Clippers,Rookie
Quentin Richardson,"$1,097,520.00 ",2001,Los Angeles Clippers,Rookie
Quentin Richardson,"$1,174,080.00 ",2002,Los Angeles Clippers,Rookie
Quentin Richardson,"$5,800,000.00 ",2004,Phoenix Suns,Non-rookie
Quentin Richardson,"$6,940,000.00 ",2005,New York Knicks,Non-rookie
Quentin Richardson,"$8,105,500.00 ",2007,New York Knicks,Non-rookie
Quentin Richardson,"$8,685,500.00 ",2008,New York Knicks,Non-rookie
Quentin Richardson,"$9,352,400.00 ",2009,Miami Heat,Non-rookie
Quincy Douby,"$1,240,920.00 ",2006,Sacramento Kings,Rookie
Quincy Douby,"$1,427,040.00 ",2008,Sacramento Kings,Rookie
Quincy Douby,"$85,519.00 ",2009,Toronto Raptors ,Rookie
Quincy Ford,"$75,000.00 ",2016,Utah Jazz,Rookie
Quincy Lewis,"$1,000,440.00 ",2000,Utah Jazz,Rookie
Quincy Lewis,"$1,070,280.00 ",2001,Utah Jazz,Rookie
Quincy Lewis,"$202,341.00 ",2003,Minnesota Timberwolves,Rookie
Quinn Cook,"$79,922.00 ",2016,New Orleans Pelicans,Rookie
Quinn Cook,"$100,000.00 ",2017,Atlanta Hawks,Rookie
Quintin Dailey,"$425,000.00 ",1990,Oklahoma City Thunder,Rookie
Quintin Dailey,"$425,000.00 ",1991,Oklahoma City Thunder,Rookie
Quinton Ross,"$620,046.00 ",2004,Los Angeles Clippers,Rookie
Quinton Ross,"$700,000.00 ",2005,Los Angeles Clippers,Rookie
Quinton Ross,"$771,331.00 ",2006,Los Angeles Clippers,Rookie
Quinton Ross,"$826,046.00 ",2007,Los Angeles Clippers,Rookie
