Name,Contract Value,Year,Team,Type
Quinton Ross,"$854,957.00 ",2008,Memphis Grizzlies,Non-rookie
Quinton Ross,"$1,033,342.00 ",2009,Washington Wizards,Non-rookie
Qyntel Woods,"$980,280.00 ",2002,Portland Trail Blazers,Rookie
Qyntel Woods,"$1,053,720.00 ",2003,Portland Trail Blazers,Rookie
Qyntel Woods,"$1,127,280.00 ",2004,Portland Trail Blazers,Rookie
Qyntel Woods,"$599,834.00 ",2005,New York Knicks,Rookie
R.J. Hunter,"$1,148,640.00 ",2015,Boston Celtics,Rookie
R.J. Hunter,"$1,200,240.00 ",2016,Boston Celtics,Rookie
Rade Zagorac,"$950,000.00 ",2017,Memphis Grizzlies,Rookie
Radisav Curcic,"$140,000.00 ",1992,Dallas Mavericks,Rookie
Raef LaFrentz,"$2,150,000.00 ",1998,Denver Nuggets,Rookie
Raef LaFrentz,"$2,777,160.00 ",1999,Denver Nuggets,Rookie
Raef LaFrentz,"$2,970,840.00 ",2000,Denver Nuggets,Rookie
Raef LaFrentz,"$3,755,142.00 ",2001,Denver Nuggets,Rookie
Raef LaFrentz,"$7,270,000.00 ",2002,Dallas Mavericks,Non-rookie
Raef LaFrentz,"$8,178,750.00 ",2003,Boston Celtics,Non-rookie
Raef LaFrentz,"$9,714,538.00 ",2004,Boston Celtics,Non-rookie
Raef LaFrentz,"$10,623,288.00 ",2005,Boston Celtics,Non-rookie
Raef LaFrentz,"$11,532,037.00 ",2006,Portland Trail Blazers,Non-rookie
Raef LaFrentz,"$12,440,787.00 ",2007,Portland Trail Blazers,Non-rookie
Raef LaFrentz,"$12,722,500.00 ",2008,Portland Trail Blazers,Non-rookie
Rafael Addison,"$311,000.00 ",1991,Brooklyn Nets,Rookie
Rafael Addison,"$522,000.00 ",1992,Brooklyn Nets,Rookie
Rafael Addison,"$250,000.00 ",1994,Detroit Pistons,Rookie
Rafael Addison,"$360,000.00 ",1995,Charlotte Hornets,Non-rookie
Rafael Araujo,"$2,082,720.00 ",2004,Toronto Raptors ,Rookie
Rafael Araujo,"$2,238,960.00 ",2005,Toronto Raptors ,Rookie
Rafer Alston,"$301,875.00 ",1999,Milwaukee Bucks,Rookie
Rafer Alston,"$423,500.00 ",2000,Milwaukee Bucks,Rookie
Rafer Alston,"$625,000.00 ",2001,Milwaukee Bucks,Rookie
Rafer Alston,"$37,344.00 ",2002,Toronto Raptors ,Rookie
Rafer Alston,"$688,679.00 ",2003,Miami Heat,Non-rookie
Rafer Alston,"$3,500,000.00 ",2004,Toronto Raptors ,Non-rookie
Rafer Alston,"$3,850,000.00 ",2005,Houston Rockets,Non-rookie
Rafer Alston,"$4,200,000.00 ",2006,Houston Rockets,Non-rookie
Rafer Alston,"$4,900,000.00 ",2008,Orlando Magic,Non-rookie
Rafer Alston,"$4,300,000.00 ",2009,Brooklyn Nets,Non-rookie
Raja Bell,"$540,850.00 ",2001,Philadelphia 76ers,Rookie
Raja Bell,"$612,435.00 ",2002,Dallas Mavericks,Rookie
Raja Bell,"$688,679.00 ",2003,Utah Jazz,Rookie
Raja Bell,"$1,320,000.00 ",2004,Utah Jazz,Rookie
Raja Bell,"$4,500,000.00 ",2006,Phoenix Suns,Non-rookie
Raja Bell,"$4,750,000.00 ",2007,Phoenix Suns,Non-rookie
Raja Bell,"$5,250,000.00 ",2009,Golden State Warriors,Non-rookie
Rajon Rondo,"$1,315,080.00 ",2008,Boston Celtics,Rookie
Rajon Rondo,"$2,094,922.00 ",2009,Boston Celtics,Rookie
Ralph Sampson,"$2,250,000.00 ",1990,Sacramento Kings,Rookie
Ralph Sampson,"$2,685,000.00 ",1991,Sacramento Kings,Rookie
Ralph Sampson,"$2,685,000.00 ",1992,Sacramento Kings,Rookie
Ramon Sessions,"$427,163.00 ",2007,Milwaukee Bucks,Rookie
Ramon Sessions,"$722,517.00 ",2008,Milwaukee Bucks,Rookie
Ramon Sessions,"$3,670,667.00 ",2009,Minnesota Timberwolves,Rookie
Randell Jackson,"$287,500.00 ",1998,Washington Wizards,Rookie
Randell Jackson,"$115,500.00 ",1999,Dallas Mavericks,Rookie
Randolph Childress,"$682,000.00 ",1995,Portland Trail Blazers,Rookie
Randolph Childress,"$784,000.00 ",1996,Portland Trail Blazers,Rookie
Randolph Childress,"$760,000.00 ",1997,Detroit Pistons,Rookie
Randolph Childress,"$866,320.00 ",1998,Detroit Pistons,Rookie
Randolph Keys,"$322,000.00 ",1990,Charlotte Hornets,Rookie
Randolph Keys,"$363,000.00 ",1995,Milwaukee Bucks,Non-rookie
Randolph Morris,"$810,000.00 ",2007,New York Knicks,Rookie
Randolph Morris,"$797,581.00 ",2008,Atlanta Hawks,Rookie
Randolph Morris,"$855,189.00 ",2009,Atlanta Hawks,Rookie
Randy Breuer,"$1,150,000.00 ",1990,Minnesota Timberwolves,Rookie
Randy Breuer,"$1,250,000.00 ",1991,Minnesota Timberwolves,Rookie
Randy Breuer,"$150,000.00 ",1993,Sacramento Kings,Rookie
Randy Brown,"$210,000.00 ",1991,Sacramento Kings,Rookie
Randy Brown,"$250,000.00 ",1992,Sacramento Kings,Rookie
Randy Brown,"$597,000.00 ",1993,Sacramento Kings,Rookie
Randy Brown,"$700,000.00 ",1994,Sacramento Kings,Rookie
Randy Brown,"$900,000.00 ",1995,Chicago Bulls,Non-rookie
Randy Brown,"$1,300,000.00 ",1996,Chicago Bulls,Non-rookie
Randy Brown,"$1,260,000.00 ",1997,Chicago Bulls,Non-rookie
Randy Brown,"$1,320,000.00 ",1998,Chicago Bulls,Non-rookie
Randy Brown,"$2,250,000.00 ",2000,Boston Celtics,Non-rookie
Randy Brown,"$2,475,000.00 ",2001,Boston Celtics,Non-rookie
Randy Brown,"$2,700,000.00 ",2002,Phoenix Suns,Non-rookie
Randy Foye,"$2,448,240.00 ",2006,Minnesota Timberwolves,Rookie
Randy Foye,"$2,631,840.00 ",2007,Minnesota Timberwolves,Rookie
Randy Foye,"$2,815,560.00 ",2008,Minnesota Timberwolves,Rookie
Randy Foye,"$3,575,761.00 ",2009,Washington Wizards,Rookie
Randy Holcomb,"$52,033.00 ",2005,Chicago Bulls,Rookie
Randy Livingston,"$220,000.00 ",1996,Houston Rockets,Rookie
Randy Livingston,"$287,500.00 ",1998,Phoenix Suns,Rookie
Randy Livingston,"$20,000.00 ",2000,Golden State Warriors,Non-rookie
Randy White,"$730,000.00 ",1990,Dallas Mavericks,Rookie
Randy White,"$855,000.00 ",1991,Dallas Mavericks,Rookie
Randy White,"$930,000.00 ",1992,Dallas Mavericks,Rookie
Randy White,"$922,000.00 ",1993,Dallas Mavericks,Rookie
Randy Wittman,"$500,000.00 ",1990,Indiana Pacers,Rookie
Randy Wittman,"$550,000.00 ",1991,Indiana Pacers,Rookie
Randy Wittman,"$300,000.00 ",1992,Indiana Pacers,Rookie
Randy Woods,"$500,000.00 ",1992,Los Angeles Clippers,Rookie
Randy Woods,"$650,000.00 ",1993,Los Angeles Clippers,Rookie
Randy Woods,"$800,000.00 ",1994,Los Angeles Clippers,Rookie
Randy Woods,"$500,000.00 ",1997,Denver Nuggets,Non-rookie
Rashad McCants,"$1,538,400.00 ",2005,Minnesota Timberwolves,Rookie
Rashad McCants,"$1,653,720.00 ",2006,Minnesota Timberwolves,Rookie
Rashad McCants,"$1,769,160.00 ",2007,Minnesota Timberwolves,Rookie
Rashad McCants,"$2,620,126.00 ",2008,Sacramento Kings,Rookie
Rashard Lewis,"$287,500.00 ",1998,Oklahoma City Thunder,Rookie
Rashard Lewis,"$385,000.00 ",1999,Oklahoma City Thunder,Rookie
Rashard Lewis,"$3,920,000.00 ",2000,Oklahoma City Thunder,Rookie
Rashard Lewis,"$4,413,375.00 ",2001,Oklahoma City Thunder,Rookie
Rashard Lewis,"$6,233,766.00 ",2002,Oklahoma City Thunder,Non-rookie
Rashard Lewis,"$7,012,987.00 ",2003,Oklahoma City Thunder,Non-rookie
Rashard Lewis,"$7,792,208.00 ",2004,Oklahoma City Thunder,Non-rookie
Rashard Lewis,"$8,571,429.00 ",2005,Oklahoma City Thunder,Non-rookie
Rashard Lewis,"$9,350,649.00 ",2006,Oklahoma City Thunder,Non-rookie
Rashard Lewis,"$14,880,000.00 ",2007,Orlando Magic,Non-rookie
Rashard Lewis,"$16,447,871.00 ",2008,Orlando Magic,Non-rookie
Rashard Lewis,"$18,876,000.00 ",2009,Orlando Magic,Non-rookie
Rasheed Wallace,"$1,493,000.00 ",1995,Washington Wizards,Rookie
Rasheed Wallace,"$2,060,000.00 ",1996,Portland Trail Blazers,Rookie
Rasheed Wallace,"$2,329,080.00 ",1997,Portland Trail Blazers,Rookie
Rasheed Wallace,"$12,600,000.00 ",2000,Portland Trail Blazers,Non-rookie
Rasheed Wallace,"$14,400,000.00 ",2001,Portland Trail Blazers,Non-rookie
Rasheed Wallace,"$16,200,000.00 ",2002,Portland Trail Blazers,Non-rookie
Rasheed Wallace,"$17,000,000.00 ",2003,Portland Trail Blazers,Non-rookie
Rasheed Wallace,"$9,720,000.00 ",2004,Detroit Pistons,Non-rookie
Rasheed Wallace,"$10,860,000.00 ",2005,Detroit Pistons,Non-rookie
Rasheed Wallace,"$11,650,000.00 ",2006,Detroit Pistons,Non-rookie
Rasheed Wallace,"$12,540,000.00 ",2007,Detroit Pistons,Non-rookie
Rasheed Wallace,"$13,930,000.00 ",2008,Detroit Pistons,Non-rookie
Rasheed Wallace,"$5,854,000.00 ",2009,Boston Celtics,Non-rookie
Rasho Nesterovic,"$1,050,240.00 ",1999,Minnesota Timberwolves,Rookie
Rasho Nesterovic,"$1,123,560.00 ",2000,Minnesota Timberwolves,Rookie
Rasho Nesterovic,"$1,725,788.00 ",2001,Minnesota Timberwolves,Rookie
Rasho Nesterovic,"$2,436,813.00 ",2002,Minnesota Timberwolves,Rookie
Rasho Nesterovic,"$5,600,000.00 ",2003,San Antonio Spurs,Non-rookie
Rasho Nesterovic,"$7,280,000.00 ",2006,Toronto Raptors ,Non-rookie
Rasho Nesterovic,"$7,840,000.00 ",2007,Toronto Raptors ,Non-rookie
Rasho Nesterovic,"$8,400,000.00 ",2008,Indiana Pacers,Non-rookie
Rasho Nesterovic,"$1,990,000.00 ",2009,Toronto Raptors ,Non-rookie
Rastko Cvetkovic,"$200,000.00 ",1995,Denver Nuggets,Rookie
Rasual Butler,"$349,458.00 ",2002,Miami Heat,Rookie
Rasual Butler,"$563,679.00 ",2003,Miami Heat,Rookie
Rasual Butler,"$1,200,000.00 ",2004,Miami Heat,Rookie
Rasual Butler,"$1,300,000.00 ",2005,New Orleans Pelicans,Rookie
Rasual Butler,"$3,000,000.00 ",2006,New Orleans Pelicans,Non-rookie
Rasual Butler,"$3,315,000.00 ",2007,New Orleans Pelicans,Non-rookie
Rasual Butler,"$3,630,000.00 ",2008,New Orleans Pelicans,Non-rookie
Rasual Butler,"$3,945,000.00 ",2009,Los Angeles Clippers,Non-rookie
Ratko Varda,"$332,817.00 ",2001,Detroit Pistons,Rookie
Ratko Varda,"$124,984.00 ",2002,Washington Wizards,Rookie
Raul Lopez,"$578,160.00 ",2002,Utah Jazz,Rookie
Raul Lopez,"$621,520.00 ",2003,Utah Jazz,Rookie
Raul Lopez,"$997,320.00 ",2004,Utah Jazz,Rookie
Raul Lopez,"$1,744,313.00 ",2005,Memphis Grizzlies,Rookie
Rawle Marshall,"$398,762.00 ",2005,Dallas Mavericks,Rookie
Ray Allen,"$1,785,000.00 ",1996,Milwaukee Bucks,Rookie
Ray Allen,"$2,052,360.00 ",1997,Milwaukee Bucks,Rookie
Ray Allen,"$2,320,000.00 ",1998,Milwaukee Bucks,Rookie
Ray Allen,"$9,000,000.00 ",1999,Milwaukee Bucks,Rookie
Ray Allen,"$10,130,000.00 ",2000,Milwaukee Bucks,Non-rookie
Ray Allen,"$11,250,000.00 ",2001,Milwaukee Bucks,Non-rookie
Ray Allen,"$12,375,000.00 ",2002,Milwaukee Bucks,Non-rookie
Ray Allen,"$13,500,000.00 ",2003,Oklahoma City Thunder,Non-rookie
Ray Allen,"$14,625,000.00 ",2004,Oklahoma City Thunder,Non-rookie
Ray Allen,"$13,223,140.00 ",2005,Oklahoma City Thunder,Non-rookie
Ray Allen,"$14,611,570.00 ",2006,Oklahoma City Thunder,Non-rookie
Ray Allen,"$18,388,430.00 ",2008,Boston Celtics,Non-rookie
Ray Allen,"$18,776,860.00 ",2009,Boston Celtics,Non-rookie
Ray Owes,"$220,000.00 ",1996,Golden State Warriors,Rookie
Reece Gaines,"$1,353,120.00 ",2003,Orlando Magic,Rookie
Reece Gaines,"$1,454,640.00 ",2004,Houston Rockets,Rookie
Reece Gaines,"$1,556,160.00 ",2005,Milwaukee Bucks,Rookie
Reggie Evans,"$349,458.00 ",2002,Oklahoma City Thunder,Rookie
Reggie Evans,"$700,000.00 ",2003,Oklahoma City Thunder,Rookie
Reggie Evans,"$880,000.00 ",2004,Oklahoma City Thunder,Rookie
Reggie Evans,"$1,100,000.00 ",2005,Oklahoma City Thunder,Rookie
Reggie Evans,"$4,640,000.00 ",2008,Philadelphia 76ers,Non-rookie
Reggie Evans,"$4,960,000.00 ",2009,Toronto Raptors ,Non-rookie
Reggie Geary,"$220,000.00 ",1996,Cleveland Caveliers,Rookie
Reggie Geary,"$272,250.00 ",1997,San Antonio Spurs,Rookie
Reggie Jordan,"$247,500.00 ",1996,Portland Trail Blazers,Rookie
Reggie Jordan,"$272,250.00 ",1997,Minnesota Timberwolves,Rookie
Reggie Jordan,"$510,000.00 ",1999,Washington Wizards,Rookie
Reggie Lewis,"$400,000.00 ",1990,Boston Celtics,Rookie
Reggie Lewis,"$3,340,000.00 ",1991,Boston Celtics,Rookie
Reggie Lewis,"$3,320,000.00 ",1992,Boston Celtics,Rookie
Reggie Miller,"$654,000.00 ",1990,Indiana Pacers,Rookie
Reggie Miller,"$3,211,000.00 ",1991,Indiana Pacers,Rookie
Reggie Miller,"$3,211,000.00 ",1992,Indiana Pacers,Rookie
Reggie Miller,"$3,011,000.00 ",1993,Indiana Pacers,Rookie
Reggie Miller,"$3,211,000.00 ",1995,Indiana Pacers,Non-rookie
Reggie Miller,"$11,250,000.00 ",1996,Indiana Pacers,Non-rookie
Reggie Miller,"$10,670,000.00 ",2000,Indiana Pacers,Non-rookie
Reggie Miller,"$12,045,075.00 ",2001,Indiana Pacers,Non-rookie
Reggie Miller,"$12,046,473.00 ",2002,Indiana Pacers,Non-rookie
Reggie Miller,"$5,000,000.00 ",2003,Indiana Pacers,Non-rookie
Reggie Miller,"$5,500,000.00 ",2004,Indiana Pacers,Non-rookie
Reggie Miller,"$6,000,000.00 ",2005,Indiana Pacers,Non-rookie
Reggie Slater,"$150,000.00 ",1994,Denver Nuggets,Rookie
Reggie Slater,"$350,000.00 ",1997,Toronto Raptors ,Rookie
Reggie Slater,"$673,500.00 ",2000,Minnesota Timberwolves,Non-rookie
Reggie Slater,"$523,793.00 ",2001,Atlanta Hawks,Non-rookie
Reggie Slater,"$321,926.00 ",2002,Minnesota Timberwolves,Non-rookie
Reggie Smith,"$275,000.00 ",1992,Portland Trail Blazers,Rookie
Reggie Smith,"$358,000.00 ",1993,Portland Trail Blazers,Rookie
Reggie Theus,"$765,000.00 ",1990,Brooklyn Nets,Rookie
Reggie Williams,"$425,000.00 ",1991,Denver Nuggets,Rookie
Reggie Williams,"$985,000.00 ",1992,Denver Nuggets,Rookie
Reggie Williams,"$1,258,000.00 ",1993,Denver Nuggets,Rookie
Reggie Williams,"$1,567,500.00 ",1994,Denver Nuggets,Rookie
Reggie Williams,"$1,853,000.00 ",1995,Denver Nuggets,Non-rookie
Reggie Williams,"$2,048,000.00 ",1996,Brooklyn Nets,Non-rookie
Renaldo Balkman,"$1,280,640.00 ",2007,New York Knicks,Rookie
Renaldo Balkman,"$1,369,920.00 ",2008,Denver Nuggets,Rookie
Renaldo Balkman,"$2,112,417.00 ",2009,Denver Nuggets,Rookie
Renaldo Major,"$20,133.00 ",2006,Golden State Warriors,Rookie
Rex Chapman,"$675,000.00 ",1990,Charlotte Hornets,Rookie
Rex Chapman,"$940,000.00 ",1991,Charlotte Hornets,Rookie
Rex Chapman,"$2,004,000.00 ",1992,Washington Wizards,Rookie
Rex Chapman,"$2,004,000.00 ",1993,Washington Wizards,Rookie
Rex Chapman,"$2,004,500.00 ",1994,Washington Wizards,Non-rookie
Rex Chapman,"$2,004,000.00 ",1995,Miami Heat,Non-rookie
Rex Chapman,"$247,500.00 ",1996,Phoenix Suns,Non-rookie
Rex Chapman,"$326,700.00 ",1997,Phoenix Suns,Non-rookie
Rex Chapman,"$2,800,000.00 ",1998,Phoenix Suns,Non-rookie
Rex Chapman,"$3,500,000.00 ",2000,Phoenix Suns,Non-rookie
Rex Chapman,"$3,850,000.00 ",2001,Phoenix Suns,Non-rookie
Rex Walters,"$650,000.00 ",1993,Brooklyn Nets,Rookie
Rex Walters,"$1,040,000.00 ",1995,Philadelphia 76ers,Rookie
Rex Walters,"$1,235,000.00 ",1996,Philadelphia 76ers,Rookie
Rex Walters,"$1,430,000.00 ",1997,Philadelphia 76ers,Non-rookie
Rex Walters,"$1,625,000.00 ",1998,Philadelphia 76ers,Non-rookie
Rich King,"$600,000.00 ",1991,Oklahoma City Thunder,Rookie
Rich King,"$600,000.00 ",1992,Oklahoma City Thunder,Rookie
Rich King,"$700,000.00 ",1993,Oklahoma City Thunder,Rookie
Rich King,"$800,000.00 ",1994,Oklahoma City Thunder,Rookie
Rich Manning,"$247,500.00 ",1996,Memphis Grizzlies,Rookie
Richard Coffey,"$150,000.00 ",1990,Minnesota Timberwolves,Rookie
Richard Dumas,"$140,000.00 ",1992,Phoenix Suns,Rookie
Richard Dumas,"$1,300,000.00 ",1993,Phoenix Suns,Rookie
Richard Dumas,"$225,000.00 ",1995,Philadelphia 76ers,Rookie
Richard Hamilton,"$1,836,240.00 ",1999,Washington Wizards,Rookie
Richard Hamilton,"$1,973,880.00 ",2000,Washington Wizards,Rookie
Richard Hamilton,"$2,111,640.00 ",2001,Washington Wizards,Rookie
Richard Hamilton,"$2,681,783.00 ",2002,Detroit Pistons,Rookie
Richard Hamilton,"$6,500,000.00 ",2003,Detroit Pistons,Non-rookie
Richard Hamilton,"$7,812,500.00 ",2004,Detroit Pistons,Non-rookie
Richard Hamilton,"$8,625,000.00 ",2005,Detroit Pistons,Non-rookie
Richard Hamilton,"$9,187,500.00 ",2006,Detroit Pistons,Non-rookie
Richard Hamilton,"$10,000,000.00 ",2007,Detroit Pistons,Non-rookie
Richard Hamilton,"$10,812,500.00 ",2008,Detroit Pistons,Non-rookie
Richard Hamilton,"$11,625,000.00 ",2009,Detroit Pistons,Non-rookie
Richard Jefferson,"$1,379,400.00 ",2001,Brooklyn Nets,Rookie
Richard Jefferson,"$1,482,840.00 ",2002,Brooklyn Nets,Rookie
Richard Jefferson,"$1,586,280.00 ",2003,Brooklyn Nets,Rookie
Richard Jefferson,"$2,266,794.00 ",2004,Brooklyn Nets,Rookie
Richard Jefferson,"$10,200,000.00 ",2005,Brooklyn Nets,Non-rookie
Richard Jefferson,"$11,200,000.00 ",2006,Brooklyn Nets,Non-rookie
Richard Jefferson,"$12,200,000.00 ",2007,Brooklyn Nets,Non-rookie
Richard Jefferson,"$13,200,000.00 ",2008,Milwaukee Bucks,Non-rookie
Richard Jefferson,"$14,200,000.00 ",2009,San Antonio Spurs,Non-rookie
Richard Petruska,"$150,000.00 ",1993,Houston Rockets,Rookie
Richard Petruska,"$55,000.00 ",1994,Houston Rockets,Rookie
Richie Frahm,"$366,931.00 ",2003,Oklahoma City Thunder,Rookie
Richie Frahm,"$695,046.00 ",2004,Portland Trail Blazers,Rookie
Richie Frahm,"$719,373.00 ",2005,Minnesota Timberwolves,Rookie
Richie Frahm,"$623,694.00 ",2007,Los Angeles Clippers,Non-rookie
Rick Brunson,"$5,000.00 ",1997,Orlando Magic,Rookie
Rick Brunson,"$350,000.00 ",1998,New York Knicks,Rookie
Rick Brunson,"$16,000.00 ",2000,Miami Heat,Rookie
Rick Brunson,"$590,850.00 ",2001,Portland Trail Blazers,Non-rookie
Rick Brunson,"$699,935.00 ",2002,Chicago Bulls,Non-rookie
Rick Brunson,"$813,679.00 ",2003,Chicago Bulls,Non-rookie
Rick Brunson,"$932,546.00 ",2004,Los Angeles Clippers,Non-rookie
Rick Brunson,"$1,029,873.00 ",2005,Oklahoma City Thunder,Non-rookie
Rick Calloway,"$125,000.00 ",1990,Sacramento Kings,Rookie
Rick Fox,"$525,000.00 ",1991,Boston Celtics,Rookie
Rick Fox,"$650,000.00 ",1992,Boston Celtics,Rookie
Rick Fox,"$755,000.00 ",1993,Boston Celtics,Rookie
Rick Fox,"$1,750,000.00 ",1994,Boston Celtics,Rookie
Rick Fox,"$1,750,000.00 ",1995,Boston Celtics,Non-rookie
Rick Fox,"$1,750,000.00 ",1996,Boston Celtics,Non-rookie
Rick Fox,"$1,000,000.00 ",1997,Los Angeles Lakers,Non-rookie
Rick Fox,"$1,750,000.00 ",1998,Los Angeles Lakers,Non-rookie
Rick Fox,"$3,033,000.00 ",1999,Los Angeles Lakers,Non-rookie
Rick Fox,"$3,400,000.00 ",2000,Los Angeles Lakers,Non-rookie
Rick Fox,"$3,791,250.00 ",2001,Los Angeles Lakers,Non-rookie
Rick Fox,"$4,340,231.00 ",2002,Los Angeles Lakers,Non-rookie
Rick Fox,"$4,734,797.00 ",2003,Los Angeles Lakers,Non-rookie
Rick Fox,"$4,800,000.00 ",2004,Boston Celtics,Non-rookie
Rick Hughes,"$115,423.00 ",1999,Dallas Mavericks,Rookie
Rick Mahorn,"$1,330,000.00 ",1990,Philadelphia 76ers,Rookie
Rick Mahorn,"$500,000.00 ",1992,Brooklyn Nets,Rookie
Rick Mahorn,"$650,000.00 ",1993,Brooklyn Nets,Rookie
Rick Mahorn,"$400,000.00 ",1995,Brooklyn Nets,Non-rookie
Rick Mahorn,"$400,000.00 ",1996,Detroit Pistons,Non-rookie
Rick Mahorn,"$480,000.00 ",1997,Detroit Pistons,Non-rookie
Rick Mahorn,"$1,000,000.00 ",1998,Philadelphia 76ers,Non-rookie
Rick Mahorn,"$510,000.00 ",1999,Philadelphia 76ers,Non-rookie
Rickey Green,"$120,000.00 ",1990,Philadelphia 76ers,Rookie
Rickey Green,"$315,000.00 ",1991,Boston Celtics,Rookie
Ricky Blanton,"$8,000.00 ",1992,Chicago Bulls,Rookie
Ricky Davis,"$680,000.00 ",1998,Charlotte Hornets,Rookie
Ricky Davis,"$939,360.00 ",2000,Miami Heat,Rookie
Ricky Davis,"$1,496,400.00 ",2001,Cleveland Caveliers,Rookie
Ricky Davis,"$4,546,000.00 ",2002,Cleveland Caveliers,Non-rookie
Ricky Davis,"$5,000,600.00 ",2003,Boston Celtics,Non-rookie
Ricky Davis,"$5,455,200.00 ",2004,Boston Celtics,Non-rookie
Ricky Davis,"$5,909,800.00 ",2005,Boston Celtics,Non-rookie
Ricky Davis,"$6,364,400.00 ",2006,Minnesota Timberwolves,Non-rookie
Ricky Davis,"$6,819,000.00 ",2007,Miami Heat,Non-rookie
Ricky Davis,"$2,300,000.00 ",2008,Los Angeles Clippers,Non-rookie
Ricky Davis,"$2,484,000.00 ",2009,Los Angeles Clippers,Non-rookie
Ricky Pierce,"$1,100,000.00 ",1990,Oklahoma City Thunder,Rookie
Ricky Pierce,"$1,750,000.00 ",1991,Oklahoma City Thunder,Rookie
Ricky Pierce,"$2,000,000.00 ",1992,Oklahoma City Thunder,Rookie
Ricky Pierce,"$2,100,000.00 ",1993,Oklahoma City Thunder,Rookie
Ricky Pierce,"$2,500,000.00 ",1994,Golden State Warriors,Non-rookie
Ricky Pierce,"$1,000,000.00 ",1995,Indiana Pacers,Non-rookie
Ricky Pierce,"$1,200,000.00 ",1996,Denver Nuggets,Non-rookie
Ricky Pierce,"$510,000.00 ",1999,Milwaukee Bucks,Non-rookie
Rik Smits,"$1,350,000.00 ",1990,Indiana Pacers,Rookie
Rik Smits,"$1,350,000.00 ",1991,Indiana Pacers,Rookie
Rik Smits,"$2,000,000.00 ",1992,Indiana Pacers,Rookie
Rik Smits,"$2,500,000.00 ",1993,Indiana Pacers,Rookie
Rik Smits,"$3,750,000.00 ",1995,Indiana Pacers,Non-rookie
Rik Smits,"$4,000,000.00 ",1996,Indiana Pacers,Non-rookie
Robert Archibald,"$349,458.00 ",2002,Memphis Grizzlies,Rookie
Robert Archibald,"$563,679.00 ",2003,Orlando Magic,Rookie
Robert Horry,"$1,200,000.00 ",1993,Houston Rockets,Rookie
Robert Horry,"$1,499,000.00 ",1994,Houston Rockets,Rookie
Robert Horry,"$1,601,000.00 ",1995,Houston Rockets,Rookie
Robert Horry,"$1,703,000.00 ",1996,Phoenix Suns,Rookie
Robert Horry,"$6,000,000.00 ",1997,Los Angeles Lakers,Non-rookie
Robert Horry,"$5,000,000.00 ",1998,Los Angeles Lakers,Non-rookie
Robert Horry,"$4,800,000.00 ",1999,Los Angeles Lakers,Non-rookie
Robert Horry,"$4,800,000.00 ",2000,Los Angeles Lakers,Non-rookie
Robert Horry,"$5,300,000.00 ",2001,Los Angeles Lakers,Non-rookie
Robert Horry,"$5,300,000.00 ",2002,Los Angeles Lakers,Non-rookie
Robert Horry,"$4,500,000.00 ",2003,San Antonio Spurs,Non-rookie
Robert Horry,"$3,315,000.00 ",2006,San Antonio Spurs,Non-rookie
Robert Horry,"$3,630,000.00 ",2007,San Antonio Spurs,Non-rookie
Robert Pack,"$130,000.00 ",1991,Portland Trail Blazers,Rookie
Robert Pack,"$250,000.00 ",1992,Denver Nuggets,Rookie
Robert Pack,"$400,000.00 ",1993,Denver Nuggets,Rookie
Robert Pack,"$1,059,500.00 ",1994,Denver Nuggets,Rookie
Robert Pack,"$1,304,000.00 ",1995,Washington Wizards,Non-rookie
Robert Pack,"$2,700,000.00 ",1996,Brooklyn Nets,Non-rookie
Robert Pack,"$3,780,000.00 ",1998,Dallas Mavericks,Non-rookie
Robert Pack,"$4,050,000.00 ",1999,Dallas Mavericks,Non-rookie
Robert Pack,"$4,320,000.00 ",2000,Denver Nuggets,Non-rookie
Robert Pack,"$965,610.00 ",2003,Brooklyn Nets,Non-rookie
Robert Parish,"$2,500,000.00 ",1990,Boston Celtics,Rookie
Robert Parish,"$3,000,000.00 ",1991,Boston Celtics,Rookie
Robert Parish,"$3,513,000.00 ",1992,Boston Celtics,Rookie
Robert Parish,"$4,000,000.00 ",1993,Boston Celtics,Rookie
Robert Parish,"$1,925,000.00 ",1994,Charlotte Hornets,Non-rookie
Robert Parish,"$2,500,000.00 ",1995,Charlotte Hornets,Non-rookie
Robert Parish,"$1,000,000.00 ",1996,Chicago Bulls,Non-rookie
Robert Parish,"$1,150,000.00 ",1997,Chicago Bulls,Non-rookie
Robert Reid,"$130,000.00 ",1991,Philadelphia 76ers,Rookie
Robert Swift,"$1,641,360.00 ",2004,Oklahoma City Thunder,Rookie
Robert Swift,"$1,764,480.00 ",2005,Oklahoma City Thunder,Rookie
Robert Swift,"$1,887,600.00 ",2006,Oklahoma City Thunder,Rookie
Robert Swift,"$2,601,113.00 ",2007,Oklahoma City Thunder,Rookie
Robert Swift,"$3,579,131.00 ",2008,Oklahoma City Thunder,Non-rookie
Robert Traylor,"$1,590,000.00 ",1998,Milwaukee Bucks,Rookie
