,Name,Team,Season,Salary,Type
12760,Ekpe Udoh,Golden State Warriors,2010,3065040,Rookie
12761,Ekpe Udoh,Golden State Warriors,2011,3294960,Rookie
12762,Ekpe Udoh,Milwaukee Bucks,2012,3524880,Rookie
12763,Ekpe Udoh,Milwaukee Bucks,2013,4469548,Rookie
12764,Ekpe Udoh,Los Angeles Clippers,2014,981084,Non-rookie
12765,Ekpe Udoh,Utah Jazz,2017,3200000,Non-rookie
12770,Ime Udoka,San Antonio Spurs,2010,264232,Non-rookie
12778,Beno Udrih,Sacramento Kings,2010,6478600,Non-rookie
12779,Beno Udrih,Milwaukee Bucks,2011,6925400,Non-rookie
12780,Beno Udrih,Orlando Magic,2012,7372000,Non-rookie
12781,Beno Udrih,New York Knicks,2013,1272279,Non-rookie
12782,Beno Udrih,Memphis Grizzlies,2014,2077000,Non-rookie
12783,Beno Udrih,Miami Heat,2015,2170465,Non-rookie
12784,Beno Udrih,Detroit Pistons,2016,1551659,Non-rookie
12785,Beno Udrih,Detroit Pistons,2017,25000,Non-rookie
12788,Tyler Ulis,Phoenix Suns,2016,918369,Rookie
12789,Tyler Ulis,Phoenix Suns,2017,1312611,Rookie
12792,Jarrod Uthoff,Dallas Mavericks,2016,63938,Rookie
12793,Jarrod Uthoff,Toronto Raptors,2016,50000,Rookie
12794,Jarrod Uthoff,Indiana Pacers,2017,7416,Rookie
12795,Ben Uzoh,New Jersey Nets,2010,473604,Rookie
12796,Ben Uzoh,Cleveland Cavaliers,2011,61433,Rookie
12797,Jonas Valanciunas,Toronto Raptors,2012,3627720,Rookie
12798,Jonas Valanciunas,Toronto Raptors,2013,3526440,Rookie
12799,Jonas Valanciunas,Toronto Raptors,2014,3678360,Rookie
12800,Jonas Valanciunas,Toronto Raptors,2015,4660482,Rookie
12801,Jonas Valanciunas,Toronto Raptors,2016,14382022,Non-rookie
12802,Jonas Valanciunas,Toronto Raptors,2017,15460675,Non-rookie
12809,Denzel Valentine,Chicago Bulls,2016,2092200,Rookie
12810,Denzel Valentine,Chicago Bulls,2017,2186400,Rookie
12844,Fred VanVleet,Toronto Raptors,2016,543471,Rookie
12845,Fred VanVleet,Toronto Raptors,2017,1312611,Rookie
12854,Anderson Varejao,Cleveland Cavaliers,2010,7281818,Non-rookie
12855,Anderson Varejao,Cleveland Cavaliers,2011,7700000,Non-rookie
12856,Anderson Varejao,Cleveland Cavaliers,2012,8368182,Non-rookie
12857,Anderson Varejao,Cleveland Cavaliers,2013,9036364,Non-rookie
12858,Anderson Varejao,Cleveland Cavaliers,2014,9704595,Non-rookie
12859,Anderson Varejao,Portland Trail Blazers,2015,9638554,Non-rookie
12860,Anderson Varejao,Golden State Warriors,2015,458575,Non-rookie
12861,Anderson Varejao,Portland Trail Blazers,2016,1984005,Non-rookie
12862,Anderson Varejao,Golden State Warriors,2016,1551659,Non-rookie
12863,Anderson Varejao,Portland Trail Blazers,2017,1913345,Non-rookie
12864,Jarvis Varnado,Miami Heat,2012,275805,Rookie
12865,Jarvis Varnado,Boston Celtics,2012,33431,Rookie
12866,Jarvis Varnado,Miami Heat,2013,788872,Rookie
12867,Jarvis Varnado,Philadelphia 76ers,2014,75000,Rookie
12868,Greivis Vasquez,Memphis Grizzlies,2010,1035960,Rookie
12869,Greivis Vasquez,New Orleans Hornets,2011,1113600,Rookie
12870,Greivis Vasquez,New Orleans Hornets,2012,1191240,Rookie
12871,Greivis Vasquez,Sacramento Kings,2013,2150188,Rookie
12872,Greivis Vasquez,Toronto Raptors,2014,6400000,Non-rookie
12873,Greivis Vasquez,Milwaukee Bucks,2015,6600000,Non-rookie
12874,Greivis Vasquez,Brooklyn Nets,2016,4347826,Non-rookie
12904,Rashad Vaughn,Milwaukee Bucks,2015,1733040,Rookie
12905,Rashad Vaughn,Milwaukee Bucks,2016,1811040,Rookie
12906,Rashad Vaughn,New Orleans Pelicans,2017,1889040,Rookie
12907,Rashad Vaughn,Orlando Magic,2017,166258,Rookie
12910,Jan Vesely,Washington Wizards,2011,3065040,Rookie
12911,Jan Vesely,Washington Wizards,2012,3294960,Rookie
12912,Jan Vesely,Washington Wizards,2013,3340920,Rookie
12920,Charlie Villanueva,Detroit Pistons,2010,7020000,Non-rookie
12921,Charlie Villanueva,Detroit Pistons,2011,7540000,Non-rookie
12922,Charlie Villanueva,Detroit Pistons,2012,8060000,Non-rookie
12923,Charlie Villanueva,Detroit Pistons,2013,8580000,Non-rookie
12924,Charlie Villanueva,Dallas Mavericks,2014,1316809,Non-rookie
12925,Charlie Villanueva,Dallas Mavericks,2015,1499187,Non-rookie
12943,Noah Vonleh,Charlotte Hornets,2014,2524200,Rookie
12944,Noah Vonleh,Portland Trail Blazers,2015,2637720,Rookie
12945,Noah Vonleh,Portland Trail Blazers,2016,2751360,Rookie
12946,Noah Vonleh,Chicago Bulls,2017,3505233,Rookie
12971,Nikola Vucevic,Philadelphia 76ers,2011,1645400,Rookie
12972,Nikola Vucevic,Orlando Magic,2012,1768800,Rookie
12973,Nikola Vucevic,Orlando Magic,2013,1793520,Rookie
12974,Nikola Vucevic,Orlando Magic,2014,2751260,Rookie
12975,Nikola Vucevic,Orlando Magic,2015,11250000,Non-rookie
12976,Nikola Vucevic,Orlando Magic,2016,11750000,Non-rookie
12977,Nikola Vucevic,Orlando Magic,2017,12250000,Non-rookie
12984,Sasha Vujacic,New Jersey Nets,2010,5475113,Non-rookie
12985,Sasha Vujacic,New York Knicks,2015,1356146,Non-rookie
12986,Sasha Vujacic,New York Knicks,2016,1410598,Non-rookie
12994,Dwyane Wade,Miami Heat,2010,14200000,Non-rookie
12995,Dwyane Wade,Miami Heat,2011,15691000,Non-rookie
12996,Dwyane Wade,Miami Heat,2012,17182000,Non-rookie
12997,Dwyane Wade,Miami Heat,2013,18673000,Non-rookie
12998,Dwyane Wade,Miami Heat,2014,15000000,Non-rookie
12999,Dwyane Wade,Miami Heat,2015,20000000,Non-rookie
13000,Dwyane Wade,Chicago Bulls,2016,23200000,Non-rookie
13001,Dwyane Wade,Chicago Bulls,2017,15550000,Non-rookie
13002,Dwyane Wade,Miami Heat,2017,1471382,Non-rookie
13007,Von Wafer,Boston Celtics,2010,915852,Non-rookie
13013,Dion Waiters,Cleveland Cavaliers,2012,3726600,Rookie
13014,Dion Waiters,Cleveland Cavaliers,2013,3894240,Rookie
13015,Dion Waiters,Oklahoma City Thunder,2014,4062000,Rookie
13016,Dion Waiters,Oklahoma City Thunder,2015,5138430,Rookie
13017,Dion Waiters,Miami Heat,2016,2898000,Non-rookie
13018,Dion Waiters,Miami Heat,2017,11000000,Non-rookie
13037,Henry Walker,New York Knicks,2010,854389,Rookie
13038,Henry Walker,Miami Heat,2014,115422,Non-rookie
13051,Kemba Walker,Charlotte Bobcats,2011,2356320,Rookie
13052,Kemba Walker,Charlotte Bobcats,2012,2532960,Rookie
13053,Kemba Walker,Charlotte Bobcats,2013,2568360,Rookie
13054,Kemba Walker,Charlotte Hornets,2014,3272091,Rookie
13055,Kemba Walker,Charlotte Hornets,2015,12000000,Non-rookie
13056,Kemba Walker,Charlotte Hornets,2016,12000000,Non-rookie
13057,Kemba Walker,Charlotte Hornets,2017,12000000,Non-rookie
13082,Ben Wallace,Detroit Pistons,2010,2080000,Non-rookie
13083,Ben Wallace,Detroit Pistons,2011,2246400,Non-rookie
13093,Gerald Wallace,Portland Trail Blazers,2010,10500000,Non-rookie
13094,Gerald Wallace,Portland Trail Blazers,2011,9500000,Non-rookie
13095,Gerald Wallace,Brooklyn Nets,2012,9682435,Non-rookie
13096,Gerald Wallace,Boston Celtics,2013,10105855,Non-rookie
13097,Gerald Wallace,Boston Celtics,2014,10105855,Non-rookie
13098,Gerald Wallace,Philadelphia 76ers,2015,10105855,Non-rookie
13121,Rasheed Wallace,Boston Celtics,2010,6322320,Non-rookie
13122,Rasheed Wallace,New York Knicks,2012,1352181,Non-rookie
13123,John Wall,Washington Wizards,2010,5144280,Rookie
13124,John Wall,Washington Wizards,2011,5530080,Rookie
13125,John Wall,Washington Wizards,2012,5915880,Rookie
13126,John Wall,Washington Wizards,2013,7459925,Non-rookie
13127,John Wall,Washington Wizards,2014,14746000,Non-rookie
13128,John Wall,Washington Wizards,2015,15851950,Non-rookie
13129,John Wall,Washington Wizards,2016,16957900,Non-rookie
13130,John Wall,Washington Wizards,2017,18063850,Non-rookie
13151,Luke Walton,Los Angeles Lakers,2010,5260000,Non-rookie
13152,Luke Walton,Los Angeles Lakers,2011,5680000,Non-rookie
13153,Luke Walton,Cleveland Cavaliers,2012,6091363,Non-rookie
13166,Jameel Warney,Dallas Mavericks,2016,20000,Rookie
13167,Jameel Warney,Dallas Mavericks,2017,46080,Rookie
13168,T.J. Warren,Phoenix Suns,2014,1953120,Rookie
13169,T.J. Warren,Phoenix Suns,2015,2041080,Rookie
13170,T.J. Warren,Phoenix Suns,2016,2128920,Rookie
13171,T.J. Warren,Phoenix Suns,2017,3152931,Rookie
13172,Willie Warren,Los Angeles Clippers,2010,500000,Rookie
13179,Hakim Warrick,Phoenix Suns,2010,4250000,Non-rookie
13180,Hakim Warrick,Phoenix Suns,2011,4000000,Non-rookie
13181,Hakim Warrick,Orlando Magic,2012,4000000,Non-rookie
13195,C.J. Watson,Chicago Bulls,2010,3100000,Rookie
13196,C.J. Watson,Chicago Bulls,2011,3400000,Non-rookie
13197,C.J. Watson,Indiana Pacers,2013,2016000,Non-rookie
13198,C.J. Watson,Indiana Pacers,2014,2106720,Non-rookie
13199,C.J. Watson,Orlando Magic,2015,5000000,Non-rookie
13200,C.J. Watson,Orlando Magic,2016,5000000,Non-rookie
13201,C.J. Watson,Orlando Magic,2017,333334,Non-rookie
13212,Earl Watson,Utah Jazz,2010,1229255,Non-rookie
13213,Earl Watson,Utah Jazz,2011,2000000,Non-rookie
13214,Earl Watson,Utah Jazz,2012,2000000,Non-rookie
13215,Earl Watson,Portland Trail Blazers,2013,1399507,Non-rookie
13220,Maalik Wayns,Philadelphia 76ers,2012,217301,Rookie
13221,David Wear,Sacramento Kings,2014,29843,Rookie
13222,Travis Wear,New York Knicks,2014,507336,Rookie
13223,Travis Wear,Los Angeles Lakers,2017,296636,Rookie
13270,Martell Webster,Minnesota Timberwolves,2010,4800000,Non-rookie
13271,Martell Webster,Minnesota Timberwolves,2011,5256000,Non-rookie
13272,Martell Webster,Washington Wizards,2012,1600000,Non-rookie
13273,Martell Webster,Minnesota Timberwolves,2012,600000,Non-rookie
13274,Martell Webster,Washington Wizards,2013,5150000,Non-rookie
13275,Martell Webster,Washington Wizards,2014,5381750,Non-rookie
13276,Martell Webster,Washington Wizards,2015,5613500,Non-rookie
13277,Martell Webster,Washington Wizards,2016,830000,Non-rookie
13278,Martell Webster,Washington Wizards,2017,833333,Non-rookie
13283,Sonny Weems,Toronto Raptors,2010,854389,Rookie
13284,Sonny Weems,Philadelphia 76ers,2015,2800000,Non-rookie
13338,Russell Westbrook,Oklahoma City Thunder,2010,4017720,Rookie
13339,Russell Westbrook,Oklahoma City Thunder,2011,5082416,Rookie
13340,Russell Westbrook,Oklahoma City Thunder,2012,13668750,Non-rookie
13341,Russell Westbrook,Oklahoma City Thunder,2013,14693906,Non-rookie
13342,Russell Westbrook,Oklahoma City Thunder,2014,15719062,Non-rookie
13343,Russell Westbrook,Oklahoma City Thunder,2015,16744218,Non-rookie
13344,Russell Westbrook,Oklahoma City Thunder,2016,26540100,Non-rookie
13345,Russell Westbrook,Oklahoma City Thunder,2017,28530608,Non-rookie
13353,David West,New Orleans Hornets,2010,8287500,Non-rookie
13354,David West,Indiana Pacers,2011,10000000,Non-rookie
13355,David West,Indiana Pacers,2012,10000000,Non-rookie
13356,David West,Indiana Pacers,2013,12000000,Non-rookie
13357,David West,Indiana Pacers,2014,12000000,Non-rookie
13358,David West,San Antonio Spurs,2015,1499000,Non-rookie
13359,David West,Golden State Warriors,2016,1551659,Non-rookie
13360,David West,Golden State Warriors,2017,1471382,Non-rookie
13367,Delonte West,Boston Celtics,2010,1069509,Non-rookie
13368,Delonte West,Dallas Mavericks,2011,1146337,Non-rookie
13369,Delonte West,Dallas Mavericks,2012,992680,Non-rookie
13410,Derrick White,San Antonio Spurs,2017,1404600,Rookie
13413,D.J. White,Charlotte Bobcats,2010,1108680,Rookie
13414,D.J. White,Charlotte Bobcats,2011,2001167,Rookie
13415,D.J. White,Boston Celtics,2012,269368,Non-rookie
13419,Hassan Whiteside,Sacramento Kings,2010,730437,Rookie
13420,Hassan Whiteside,Sacramento Kings,2011,762195,Rookie
13421,Hassan Whiteside,Miami Heat,2014,769881,Non-rookie
13422,Hassan Whiteside,Miami Heat,2015,981348,Non-rookie
13423,Hassan Whiteside,Miami Heat,2016,22116750,Non-rookie
13424,Hassan Whiteside,Miami Heat,2017,23775506,Non-rookie
13425,Isaiah Whitehead,Brooklyn Nets,2016,1074145,Rookie
13426,Isaiah Whitehead,Brooklyn Nets,2017,1312611,Rookie
13435,James White,New York Knicks,2012,854389,Non-rookie
13440,Okaro White,Miami Heat,2016,374933,Rookie
13441,Okaro White,Atlanta Hawks,2017,1312611,Rookie
13442,Okaro White,Cleveland Cavaliers,2017,111238,Rookie
13452,Royce White,Philadelphia 76ers,2013,1719480,Rookie
13465,Shayne Whittington,Indiana Pacers,2014,507336,Rookie
13466,Shayne Whittington,Indiana Pacers,2015,845059,Rookie
13467,Andrew Wiggins,Minnesota Timberwolves,2014,5510640,Rookie
13468,Andrew Wiggins,Minnesota Timberwolves,2015,5758680,Rookie
13469,Andrew Wiggins,Minnesota Timberwolves,2016,6006600,Rookie
13470,Andrew Wiggins,Minnesota Timberwolves,2017,7574322,Non-rookie
13483,Chris Wilcox,Detroit Pistons,2010,3000000,Non-rookie
13484,Chris Wilcox,Boston Celtics,2011,3000000,Non-rookie
13485,Chris Wilcox,Boston Celtics,2012,1352181,Non-rookie
13500,Damien Wilkins,Atlanta Hawks,2010,748656,Non-rookie
13501,Damien Wilkins,Detroit Pistons,2011,1146337,Non-rookie
13502,Damien Wilkins,Philadelphia 76ers,2012,1223166,Non-rookie
13503,Damien Wilkins,Indiana Pacers,2017,1016617,Non-rookie
13571,Alan Williams,Phoenix Suns,2015,114285,Rookie
13572,Alan Williams,Phoenix Suns,2016,874636,Rookie
13573,Alan Williams,Phoenix Suns,2017,6000000,Rookie
13608,Deron Williams,New Jersey Nets,2010,14940152,Non-rookie
13609,Deron Williams,New Jersey Nets,2011,16359805,Non-rookie
13610,Deron Williams,Brooklyn Nets,2012,17177795,Non-rookie
13611,Deron Williams,Brooklyn Nets,2013,18466130,Non-rookie
13612,Deron Williams,Brooklyn Nets,2014,19754465,Non-rookie
13613,Deron Williams,Brooklyn Nets,2015,5500000,Non-rookie
13614,Deron Williams,Dallas Mavericks,2015,5500000,Non-rookie
13615,Deron Williams,Dallas Mavericks,2016,9000000,Non-rookie
13616,Deron Williams,Brooklyn Nets,2016,5500000,Non-rookie
13617,Deron Williams,Cleveland Cavaliers,2016,259626,Non-rookie
13618,Deron Williams,Brooklyn Nets,2017,5474787,Non-rookie
13619,Derrick Williams,Minnesota Timberwolves,2011,4602720,Rookie
13620,Derrick Williams,Minnesota Timberwolves,2012,4947840,Rookie
13621,Derrick Williams,Minnesota Timberwolves,2013,5016960,Rookie
13622,Derrick Williams,Sacramento Kings,2014,6331404,Rookie
13623,Derrick Williams,New York Knicks,2015,4900000,Non-rookie
13624,Derrick Williams,Miami Heat,2016,4598000,Non-rookie
13625,Derrick Williams,Cleveland Cavaliers,2016,402043,Non-rookie
13626,Derrick Williams,Los Angeles Lakers,2017,83129,Non-rookie
13627,Elliot Williams,Portland Trail Blazers,2010,1254720,Rookie
13628,Elliot Williams,Portland Trail Blazers,2011,1348800,Rookie
13629,Elliot Williams,Portland Trail Blazers,2012,1442880,Rookie
13630,Elliot Williams,New Orleans Pelicans,2014,107676,Non-rookie
13631,Elliot Williams,Utah Jazz,2014,53838,Non-rookie
13632,Elliot Williams,Charlotte Hornets,2014,53838,Non-rookie
13633,Elliot Williams,Charlotte Hornets,2015,80000,Non-rookie
13634,Elliot Williams,Memphis Grizzlies,2015,55722,Non-rookie
13635,Elliot Williams,Golden State Warriors,2016,250000,Non-rookie
13703,Jason Williams,Orlando Magic,2010,1352181,Non-rookie
13704,Jason Williams,Memphis Grizzlies,2010,524964,Non-rookie
13710,Jawad Williams,Cleveland Cavaliers,2010,321652,Rookie
13730,Jordan Williams,New Jersey Nets,2011,473604,Rookie
13731,Jordan Williams,Atlanta Hawks,2012,762195,Rookie
13774,Lou Williams,Philadelphia 76ers,2010,5000000,Non-rookie
13775,Lou Williams,Philadelphia 76ers,2011,5176000,Non-rookie
13776,Lou Williams,Atlanta Hawks,2012,5000000,Non-rookie
13777,Lou Williams,Atlanta Hawks,2013,5225000,Non-rookie
13778,Lou Williams,Toronto Raptors,2014,5450000,Non-rookie
13779,Lou Williams,Los Angeles Lakers,2015,7000000,Non-rookie
13780,Lou Williams,Houston Rockets,2016,7000000,Non-rookie
13781,Lou Williams,Los Angeles Clippers,2017,7000000,Non-rookie
13789,Mo Williams,Los Angeles Clippers,2010,9300000,Non-rookie
13790,Mo Williams,Los Angeles Clippers,2011,8500000,Non-rookie
13791,Mo Williams,Utah Jazz,2012,8500000,Non-rookie
13792,Mo Williams,Portland Trail Blazers,2013,2652000,Non-rookie
13793,Mo Williams,Charlotte Hornets,2014,3750000,Non-rookie
13794,Mo Williams,Cleveland Cavaliers,2015,2100000,Non-rookie
13795,Mo Williams,Denver Nuggets,2016,2200000,Non-rookie
13801,Marvin Williams,Atlanta Hawks,2010,6712500,Non-rookie
13802,Marvin Williams,Atlanta Hawks,2011,7500000,Non-rookie
13803,Marvin Williams,Utah Jazz,2012,8287500,Non-rookie
13804,Marvin Williams,Utah Jazz,2013,7500000,Non-rookie
13805,Marvin Williams,Charlotte Hornets,2014,7000000,Non-rookie
13806,Marvin Williams,Charlotte Hornets,2015,7000000,Non-rookie
13807,Marvin Williams,Charlotte Hornets,2016,12250000,Non-rookie
13808,Marvin Williams,Charlotte Hornets,2017,13168750,Non-rookie
13842,Reggie Williams,Golden State Warriors,2010,762195,Non-rookie
13843,Reggie Williams,Charlotte Bobcats,2011,2500000,Non-rookie
13844,Reggie Williams,Charlotte Bobcats,2012,2612500,Non-rookie
13845,Reggie Williams,Houston Rockets,2013,947907,Non-rookie
13846,Reggie Williams,San Antonio Spurs,2014,125104,Non-rookie
13847,Reggie Williams,New Orleans Pelicans,2016,252676,Non-rookie
13848,Reggie Williams,Oklahoma City Thunder,2016,50000,Non-rookie
13878,Shelden Williams,New York Knicks,2010,915852,Non-rookie
13879,Shelden Williams,New Jersey Nets,2011,992680,Non-rookie
13884,Shawne Williams,New York Knicks,2010,885210,Non-rookie
13885,Shawne Williams,New Jersey Nets,2011,3000000,Non-rookie
13886,Shawne Williams,Portland Trail Blazers,2012,2600000,Non-rookie
13887,Shawne Williams,Milwaukee Bucks,2014,1227985,Non-rookie
13891,Terrence Williams,Houston Rockets,2010,2214480,Rookie
13892,Terrence Williams,Houston Rockets,2011,2369040,Rookie
13893,Terrence Williams,Boston Celtics,2012,296776,Rookie
13895,Troy Williams,Memphis Grizzlies,2016,543471,Rookie
13896,Troy Williams,Houston Rockets,2016,181969,Rookie
13897,Troy Williams,Houston Rockets,2017,1471382,Rookie
13898,Troy Williams,New York Knicks,2017,370794,Rookie
13911,D.J. Wilson,Milwaukee Bucks,2017,2135040,Rookie
13935,Justise Winslow,Miami Heat,2015,2481720,Rookie
13936,Justise Winslow,Miami Heat,2016,2593440,Rookie
13937,Justise Winslow,Miami Heat,2017,2705040,Rookie
13941,Jeff Withey,New Orleans Pelicans,2014,816482,Rookie
13942,Jeff Withey,Utah Jazz,2015,947276,Rookie
13943,Jeff Withey,Utah Jazz,2016,1015696,Rookie
13944,Jeff Withey,Dallas Mavericks,2017,1577320,Rookie
13969,Christian Wood,Philadelphia 76ers,2015,305789,Rookie
13970,Christian Wood,Charlotte Hornets,2016,874636,Rookie
14034,Antoine Wright,Sacramento Kings,2010,992680,Non-rookie
14040,Brandan Wright,New Jersey Nets,2010,3398072,Rookie
14041,Brandan Wright,Dallas Mavericks,2013,5000000,Non-rookie
14042,Brandan Wright,Phoenix Suns,2014,5000000,Non-rookie
14043,Brandan Wright,Memphis Grizzlies,2015,5500000,Non-rookie
14044,Brandan Wright,Memphis Grizzlies,2016,5700000,Non-rookie
14045,Brandan Wright,Memphis Grizzlies,2017,5179760,Non-rookie
14046,Brandan Wright,Houston Rockets,2017,490461,Non-rookie
14047,Chris Wright,Golden State Warriors,2011,473604,Rookie
14048,Chris Wright,Oklahoma City Thunder,2016,100000,Non-rookie
14049,Delon Wright,Toronto Raptors,2015,1509360,Rookie
14050,Delon Wright,Toronto Raptors,2016,1577280,Rookie
14051,Delon Wright,Toronto Raptors,2017,1645200,Rookie
14058,Dorell Wright,Golden State Warriors,2010,3500000,Non-rookie
14059,Dorell Wright,Golden State Warriors,2011,3823000,Non-rookie
14060,Dorell Wright,Philadelphia 76ers,2012,4106000,Non-rookie
14061,Dorell Wright,Portland Trail Blazers,2013,3000000,Non-rookie
14062,Dorell Wright,Portland Trail Blazers,2014,3150000,Non-rookie
14063,Dorell Wright,Miami Heat,2015,17637,Non-rookie
14068,Julian Wright,Toronto Raptors,2010,2858057,Rookie
14089,Tony Wroten,Memphis Grizzlies,2012,1110120,Rookie
14090,Tony Wroten,Memphis Grizzlies,2013,1160040,Rookie
14091,Tony Wroten,Philadelphia 76ers,2014,1210080,Rookie
14092,Tony Wroten,Philadelphia 76ers,2015,2179354,Rookie
14093,Tony Wroten,New York Knicks,2015,167406,Rookie
14094,Tony Wroten,Memphis Grizzlies,2016,25000,Non-rookie
14098,Guerschon Yabusele,Boston Celtics,2017,2247480,Rookie
14105,Joe Young,Indiana Pacers,2015,1000000,Rookie
14106,Joe Young,Indiana Pacers,2016,1052342,Rookie
14107,Joe Young,Indiana Pacers,2017,1471382,Rookie
14112,Nick Young,Washington Wizards,2010,2630503,Rookie
14113,Nick Young,Washington Wizards,2011,3695857,Non-rookie
14114,Nick Young,Philadelphia 76ers,2012,5600000,Non-rookie
14115,Nick Young,Los Angeles Lakers,2013,1106942,Non-rookie
14116,Nick Young,Los Angeles Lakers,2014,4994420,Non-rookie
14117,Nick Young,Los Angeles Lakers,2015,5219169,Non-rookie
14118,Nick Young,Los Angeles Lakers,2016,5443918,Non-rookie
14119,Nick Young,Golden State Warriors,2017,5192000,Non-rookie
