,Name,Team,Season,Salary,Type
11248,Dario Saric,Philadelphia 76ers,2016,2318280,Rookie
11249,Dario Saric,Philadelphia 76ers,2017,2422560,Rookie
11254,Tomas Satoransky,Washington Wizards,2016,2870813,Rookie
11255,Tomas Satoransky,Washington Wizards,2017,3000000,Rookie
11268,Brian Scalabrine,Chicago Bulls,2010,1229255,Non-rookie
11269,Brian Scalabrine,Chicago Bulls,2011,1352181,Non-rookie
11318,Dennis Schroder,Atlanta Hawks,2013,1348200,Rookie
11319,Dennis Schroder,Atlanta Hawks,2014,1690680,Rookie
11320,Dennis Schroder,Atlanta Hawks,2015,1763400,Rookie
11321,Dennis Schroder,Atlanta Hawks,2016,2708582,Rookie
11322,Dennis Schroder,Atlanta Hawks,2017,15500000,Non-rookie
11326,Luis Scola,Houston Rockets,2010,7775378,Non-rookie
11327,Luis Scola,Houston Rockets,2011,8591793,Non-rookie
11328,Luis Scola,Houston Rockets,2012,5259697,Non-rookie
11329,Luis Scola,Phoenix Suns,2012,4148510,Non-rookie
11330,Luis Scola,Indiana Pacers,2013,4508504,Non-rookie
11331,Luis Scola,Houston Rockets,2014,6541000,Non-rookie
11332,Luis Scola,Houston Rockets,2014,6172538,Non-rookie
11333,Luis Scola,Indiana Pacers,2014,4868499,Non-rookie
11334,Luis Scola,Toronto Raptors,2015,3000000,Non-rookie
11335,Luis Scola,Brooklyn Nets,2016,5000000,Non-rookie
11365,Mike Scott,Atlanta Hawks,2012,473604,Rookie
11366,Mike Scott,Atlanta Hawks,2013,788872,Rookie
11367,Mike Scott,Atlanta Hawks,2014,3333333,Rookie
11368,Mike Scott,Atlanta Hawks,2015,3333333,Rookie
11369,Mike Scott,Phoenix Suns,2016,3333334,Non-rookie
11370,Mike Scott,Washington Wizards,2017,1471382,Non-rookie
11390,Thabo Sefolosha,Oklahoma City Thunder,2010,3250000,Non-rookie
11391,Thabo Sefolosha,Oklahoma City Thunder,2011,3300000,Non-rookie
11392,Thabo Sefolosha,Oklahoma City Thunder,2012,3600000,Non-rookie
11393,Thabo Sefolosha,Oklahoma City Thunder,2013,3900000,Non-rookie
11394,Thabo Sefolosha,Atlanta Hawks,2014,4150000,Non-rookie
11395,Thabo Sefolosha,Atlanta Hawks,2015,4000000,Non-rookie
11396,Thabo Sefolosha,Atlanta Hawks,2016,3850000,Non-rookie
11397,Thabo Sefolosha,Utah Jazz,2017,5250000,Non-rookie
11408,Josh Selby,Memphis Grizzlies,2011,550000,Rookie
11409,Josh Selby,Cleveland Cavaliers,2012,762195,Rookie
11410,Wayne Selden,Memphis Grizzlies,2016,83119,Rookie
11411,Wayne Selden,New Orleans Pelicans,2016,31969,Rookie
11412,Wayne Selden,Memphis Grizzlies,2017,1312611,Rookie
11420,Kevin Seraphin,Washington Wizards,2010,1563120,Rookie
11421,Kevin Seraphin,Washington Wizards,2011,1680360,Rookie
11422,Kevin Seraphin,Washington Wizards,2012,1797600,Rookie
11423,Kevin Seraphin,Washington Wizards,2013,2761114,Rookie
11424,Kevin Seraphin,Washington Wizards,2014,3898692,Non-rookie
11425,Kevin Seraphin,New York Knicks,2015,2800000,Non-rookie
11426,Kevin Seraphin,Indiana Pacers,2016,1800000,Non-rookie
11436,Ramon Sessions,Cleveland Cavaliers,2010,3964320,Rookie
11437,Ramon Sessions,Cleveland Cavaliers,2011,4257973,Non-rookie
11438,Ramon Sessions,Charlotte Bobcats,2012,5000000,Non-rookie
11439,Ramon Sessions,Charlotte Bobcats,2013,5000000,Non-rookie
11440,Ramon Sessions,Washington Wizards,2014,2077000,Non-rookie
11441,Ramon Sessions,Washington Wizards,2015,2170465,Non-rookie
11442,Ramon Sessions,Charlotte Hornets,2016,6000000,Non-rookie
11443,Ramon Sessions,New York Knicks,2017,1471382,Non-rookie
11444,Ramon Sessions,Washington Wizards,2017,390706,Non-rookie
11453,Mustafa Shakur,Washington Wizards,2010,89670,Rookie
11487,Iman Shumpert,New York Knicks,2011,1563120,Rookie
11488,Iman Shumpert,New York Knicks,2012,1680360,Rookie
11489,Iman Shumpert,New York Knicks,2013,1703760,Rookie
11490,Iman Shumpert,Cleveland Cavaliers,2014,2616975,Rookie
11491,Iman Shumpert,Cleveland Cavaliers,2015,9000000,Non-rookie
11492,Iman Shumpert,Cleveland Cavaliers,2016,9700000,Non-rookie
11493,Iman Shumpert,Sacramento Kings,2017,10337079,Non-rookie
11494,Alexey Shved,Minnesota Timberwolves,2012,2934610,Rookie
11495,Alexey Shved,Minnesota Timberwolves,2013,3150000,Rookie
11496,Alexey Shved,New York Knicks,2014,3282056,Rookie
11497,Pascal Siakam,Toronto Raptors,2016,1196040,Rookie
11498,Pascal Siakam,Toronto Raptors,2017,1312611,Rookie
11499,Jordan Sibert,Orlando Magic,2015,100000,Rookie
11511,Xavier Silas,Boston Celtics,2017,74159,Rookie
11512,Garret Siler,Phoenix Suns,2010,473640,Rookie
11513,Garret Siler,Phoenix Suns,2011,51097,Rookie
11516,Ben Simmons,Philadelphia 76ers,2016,5903160,Rookie
11517,Ben Simmons,Philadelphia 76ers,2017,6168840,Rookie
11528,Bobby Simmons,San Antonio Spurs,2010,71951,Non-rookie
11529,Bobby Simmons,Los Angeles Clippers,2011,594836,Non-rookie
11533,Jonathon Simmons,San Antonio Spurs,2015,525093,Rookie
11534,Jonathon Simmons,San Antonio Spurs,2016,874636,Rookie
11535,Jonathon Simmons,Orlando Magic,2017,6300000,Rookie
11555,Henry Sims,Philadelphia 76ers,2014,915243,Rookie
11556,Henry Sims,Brooklyn Nets,2015,161622,Rookie
11557,Henry Sims,Utah Jazz,2016,75000,Rookie
11558,Chris Singleton,Washington Wizards,2011,1485000,Rookie
11559,Chris Singleton,Washington Wizards,2012,1596360,Rookie
11560,Chris Singleton,Washington Wizards,2013,1618680,Rookie
11565,Kyle Singler,Detroit Pistons,2012,1000000,Rookie
11566,Kyle Singler,Detroit Pistons,2013,1045000,Rookie
11567,Kyle Singler,Oklahoma City Thunder,2014,1090000,Rookie
11568,Kyle Singler,Oklahoma City Thunder,2015,5000000,Rookie
11569,Kyle Singler,Oklahoma City Thunder,2016,4837500,Non-rookie
11570,Kyle Singler,Oklahoma City Thunder,2017,4666500,Non-rookie
11572,Peyton Siva,Orlando Magic,2014,100000,Rookie
11592,Brian Skinner,Milwaukee Bucks,2010,270436,Non-rookie
11593,Brian Skinner,Memphis Grizzlies,2011,65446,Non-rookie
11604,Donald Sloan,Atlanta Hawks,2011,122237,Rookie
11605,Donald Sloan,New Orleans Hornets,2011,76392,Rookie
11606,Donald Sloan,Cleveland Cavaliers,2012,251076,Rookie
11607,Donald Sloan,New Orleans Hornets,2012,44835,Rookie
11608,Donald Sloan,Indiana Pacers,2013,884293,Rookie
11609,Donald Sloan,Indiana Pacers,2014,948163,Rookie
11610,Donald Sloan,Brooklyn Nets,2015,1015421,Non-rookie
11612,Marcus Smart,Boston Celtics,2014,3283320,Rookie
11613,Marcus Smart,Boston Celtics,2015,3431040,Rookie
11614,Marcus Smart,Boston Celtics,2016,3578880,Rookie
11615,Marcus Smart,Boston Celtics,2017,4538020,Rookie
11640,Craig Smith,Los Angeles Clippers,2010,2300000,Non-rookie
11641,Craig Smith,Portland Trail Blazers,2011,992680,Non-rookie
11647,Dennis Smith Jr.,Dallas Mavericks,2017,3218280,Rookie
11655,Greg Smith,Houston Rockets,2011,301733,Rookie
11656,Greg Smith,Houston Rockets,2012,762195,Rookie
11657,Greg Smith,Houston Rockets,2013,884293,Rookie
11658,Greg Smith,Dallas Mavericks,2014,948163,Rookie
11659,Greg Smith,Minnesota Timberwolves,2015,247623,Non-rookie
11660,Ish Smith,Memphis Grizzlies,2010,473604,Rookie
11661,Ish Smith,Orlando Magic,2011,522486,Rookie
11662,Ish Smith,Golden State Warriors,2011,116768,Rookie
11663,Ish Smith,Milwaukee Bucks,2012,854389,Rookie
11664,Ish Smith,Milwaukee Bucks,2013,951463,Rookie
11665,Ish Smith,Philadelphia 76ers,2014,981084,Non-rookie
11666,Ish Smith,Houston Rockets,2014,981084,Non-rookie
11667,Ish Smith,Philadelphia 76ers,2015,1100602,Non-rookie
11668,Ish Smith,Detroit Pistons,2016,6000000,Non-rookie
11669,Ish Smith,Detroit Pistons,2017,6000000,Non-rookie
11677,Jason Smith,New Orleans Hornets,2010,2187913,Rookie
11678,Jason Smith,New Orleans Hornets,2011,2500000,Non-rookie
11679,Jason Smith,New Orleans Hornets,2012,2500000,Non-rookie
11680,Jason Smith,New Orleans Pelicans,2013,2500000,Non-rookie
11681,Jason Smith,New York Knicks,2014,3278000,Non-rookie
11682,Jason Smith,Orlando Magic,2015,4300000,Non-rookie
11683,Jason Smith,Washington Wizards,2016,5000000,Non-rookie
11684,Jason Smith,Washington Wizards,2017,5225000,Non-rookie
11700,Joe Smith,Los Angeles Lakers,2010,1352181,Non-rookie
11707,Josh Smith,Atlanta Hawks,2010,11600000,Non-rookie
11708,Josh Smith,Atlanta Hawks,2011,12400000,Non-rookie
11709,Josh Smith,Atlanta Hawks,2012,13200000,Non-rookie
11710,Josh Smith,Detroit Pistons,2013,13500000,Non-rookie
11711,Josh Smith,Detroit Pistons,2014,14000000,Non-rookie
11712,Josh Smith,Houston Rockets,2014,2077000,Non-rookie
11713,Josh Smith,Detroit Pistons,2015,5400000,Non-rookie
11714,Josh Smith,Houston Rockets,2015,1499000,Non-rookie
11715,Josh Smith,Detroit Pistons,2016,5400000,Non-rookie
11716,Josh Smith,Detroit Pistons,2017,5331729,Non-rookie
11717,Josh Smith,New Orleans Pelicans,2017,210500,Non-rookie
11724,J.R. Smith,Denver Nuggets,2010,6757851,Non-rookie
11725,J.R. Smith,New York Knicks,2011,2382353,Non-rookie
11726,J.R. Smith,New York Knicks,2012,2806452,Non-rookie
11727,J.R. Smith,New York Knicks,2013,5565000,Non-rookie
11728,J.R. Smith,Cleveland Cavaliers,2014,6516000,Non-rookie
11729,J.R. Smith,Cleveland Cavaliers,2015,5000000,Non-rookie
11730,J.R. Smith,Cleveland Cavaliers,2016,12800000,Non-rookie
11731,J.R. Smith,Cleveland Cavaliers,2017,13760000,Non-rookie
11767,Nolan Smith,Portland Trail Blazers,2011,1306920,Rookie
11768,Nolan Smith,Portland Trail Blazers,2012,1404960,Rookie
11775,Russ Smith,Memphis Grizzlies,2014,816482,Rookie
11776,Russ Smith,Memphis Grizzlies,2015,816482,Rookie
11816,Tony Snell,Chicago Bulls,2013,1409040,Rookie
11817,Tony Snell,Chicago Bulls,2014,1472400,Rookie
11818,Tony Snell,Chicago Bulls,2015,1535880,Rookie
11819,Tony Snell,Milwaukee Bucks,2016,2368327,Rookie
11820,Tony Snell,Milwaukee Bucks,2017,9821429,Non-rookie
11850,Darius Songaila,Philadelphia 76ers,2010,4818000,Non-rookie
11866,Marreese Speights,Philadelphia 76ers,2010,1773960,Rookie
11867,Marreese Speights,Memphis Grizzlies,2011,2721255,Rookie
11868,Marreese Speights,Cleveland Cavaliers,2012,4200000,Non-rookie
11869,Marreese Speights,Golden State Warriors,2013,3500000,Non-rookie
11870,Marreese Speights,Golden State Warriors,2014,3657500,Non-rookie
11871,Marreese Speights,Golden State Warriors,2015,3815000,Non-rookie
11872,Marreese Speights,Los Angeles Clippers,2016,1403611,Non-rookie
11873,Marreese Speights,Orlando Magic,2017,1471382,Non-rookie
11891,Tiago Splitter,San Antonio Spurs,2010,3400000,Rookie
11892,Tiago Splitter,San Antonio Spurs,2011,3672000,Rookie
11893,Tiago Splitter,San Antonio Spurs,2012,3944000,Rookie
11894,Tiago Splitter,San Antonio Spurs,2013,10000000,Non-rookie
11895,Tiago Splitter,San Antonio Spurs,2014,9250000,Non-rookie
11896,Tiago Splitter,Atlanta Hawks,2015,8500000,Non-rookie
11897,Tiago Splitter,Philadelphia 76ers,2016,8550000,Non-rookie
11929,Jerry Stackhouse,Miami Heat,2010,222712,Non-rookie
11930,Jerry Stackhouse,Atlanta Hawks,2011,1352181,Non-rookie
11931,Jerry Stackhouse,Brooklyn Nets,2012,1352181,Non-rookie
11948,Nik Stauskas,Sacramento Kings,2014,2745840,Rookie
11949,Nik Stauskas,Philadelphia 76ers,2015,2869440,Rookie
11950,Nik Stauskas,Philadelphia 76ers,2016,2993040,Rookie
11951,Nik Stauskas,Brooklyn Nets,2017,3807147,Rookie
11959,Alex Stepheson,Los Angeles Clippers,2015,61776,Rookie
11960,Alex Stepheson,Memphis Grizzlies,2015,30888,Rookie
11961,D.J. Stephens,Memphis Grizzlies,2016,35000,Rookie
11965,Lance Stephenson,Indiana Pacers,2010,750000,Rookie
11966,Lance Stephenson,Indiana Pacers,2011,810000,Rookie
11967,Lance Stephenson,Indiana Pacers,2012,870000,Rookie
11968,Lance Stephenson,Indiana Pacers,2013,1005000,Rookie
11969,Lance Stephenson,Charlotte Hornets,2014,9000000,Non-rookie
11970,Lance Stephenson,Memphis Grizzlies,2015,9000000,Non-rookie
11971,Lance Stephenson,Indiana Pacers,2016,4000000,Non-rookie
11972,Lance Stephenson,New Orleans Pelicans,2016,1227286,Non-rookie
11973,Lance Stephenson,Minnesota Timberwolves,2016,144386,Non-rookie
11974,Lance Stephenson,Indiana Pacers,2017,4180000,Non-rookie
11986,DeShawn Stevenson,Dallas Mavericks,2010,4151786,Non-rookie
11987,DeShawn Stevenson,New Jersey Nets,2011,2500000,Non-rookie
11988,DeShawn Stevenson,Atlanta Hawks,2012,2240450,Non-rookie
12004,Greg Stiemsma,Boston Celtics,2011,762195,Rookie
12005,Greg Stiemsma,Minnesota Timberwolves,2012,2575000,Rookie
12006,Greg Stiemsma,New Orleans Pelicans,2013,2676000,Rookie
12007,Greg Stiemsma,Toronto Raptors,2014,981084,Rookie
12024,David Stockton,Sacramento Kings,2014,29843,Rookie
12025,David Stockton,Utah Jazz,2017,192813,Rookie
12054,Peja Stojakovic,Toronto Raptors,2010,14896000,Non-rookie
12055,Peja Stojakovic,Dallas Mavericks,2010,636320,Non-rookie
12058,Jarnell Stokes,Memphis Grizzlies,2014,725000,Rookie
12059,Jarnell Stokes,New Orleans Pelicans,2015,845059,Rookie
12060,Jarnell Stokes,Denver Nuggets,2016,150000,Rookie
12061,Diamond Stone,Los Angeles Clippers,2016,543471,Rookie
12062,Diamond Stone,Atlanta Hawks,2017,1312611,Rookie
12063,Diamond Stone,Chicago Bulls,2017,50000,Rookie
12064,Julyan Stone,Denver Nuggets,2011,473604,Rookie
12065,Julyan Stone,Denver Nuggets,2012,762195,Rookie
12066,Julyan Stone,Indiana Pacers,2016,50000,Non-rookie
12067,Julyan Stone,Charlotte Hornets,2017,1524305,Non-rookie
12079,Amar'e Stoudemire,New York Knicks,2010,16486611,Non-rookie
12080,Amar'e Stoudemire,New York Knicks,2011,18217705,Non-rookie
12081,Amar'e Stoudemire,New York Knicks,2012,19948799,Non-rookie
12082,Amar'e Stoudemire,New York Knicks,2013,21679893,Non-rookie
12083,Amar'e Stoudemire,New York Knicks,2014,23410988,Non-rookie
12084,Amar'e Stoudemire,Dallas Mavericks,2014,485670,Non-rookie
12085,Amar'e Stoudemire,Miami Heat,2015,1499187,Non-rookie
12152,Rodney Stuckey,Detroit Pistons,2010,2767126,Rookie
12153,Rodney Stuckey,Detroit Pistons,2011,8500000,Non-rookie
12154,Rodney Stuckey,Detroit Pistons,2012,8500000,Non-rookie
12155,Rodney Stuckey,Detroit Pistons,2013,8500000,Non-rookie
12156,Rodney Stuckey,Indiana Pacers,2014,1227985,Non-rookie
12157,Rodney Stuckey,Indiana Pacers,2015,6500000,Non-rookie
12158,Rodney Stuckey,Indiana Pacers,2016,7000000,Non-rookie
12159,Jared Sullinger,Boston Celtics,2012,1306920,Rookie
12160,Jared Sullinger,Boston Celtics,2013,1365720,Rookie
12161,Jared Sullinger,Boston Celtics,2014,1424520,Rookie
12162,Jared Sullinger,Boston Celtics,2015,2269260,Rookie
12163,Jared Sullinger,Phoenix Suns,2016,5628000,Non-rookie
12165,DaJuan Summers,Detroit Pistons,2010,762195,Rookie
12166,DaJuan Summers,New Orleans Hornets,2011,303137,Rookie
12197,Caleb Swanigan,Portland Trail Blazers,2017,1465920,Rookie
12217,Pape Sy,Atlanta Hawks,2010,473604,Rookie
12246,Jayson Tatum,Boston Celtics,2017,5645400,Rookie
12247,Edy Tavares,Atlanta Hawks,2015,1000000,Rookie
12248,Edy Tavares,Atlanta Hawks,2016,1000000,Rookie
12249,Edy Tavares,Cleveland Cavaliers,2016,5145,Rookie
12253,Isaiah Taylor,Houston Rockets,2016,305000,Rookie
12254,Isaiah Taylor,Atlanta Hawks,2017,1312611,Rookie
12256,Jermaine Taylor,Sacramento Kings,2010,780871,Rookie
12257,Jeff Taylor,Charlotte Bobcats,2012,575000,Rookie
12258,Jeff Taylor,Charlotte Bobcats,2013,788872,Rookie
12259,Jeff Taylor,Charlotte Hornets,2014,915243,Rookie
12275,Tyshawn Taylor,Brooklyn Nets,2012,473604,Rookie
12276,Tyshawn Taylor,Brooklyn Nets,2013,788872,Rookie
12283,Jeff Teague,Atlanta Hawks,2010,1476840,Rookie
12284,Jeff Teague,Atlanta Hawks,2011,1579920,Rookie
12285,Jeff Teague,Atlanta Hawks,2012,2433077,Rookie
12286,Jeff Teague,Atlanta Hawks,2013,8000000,Non-rookie
12287,Jeff Teague,Atlanta Hawks,2014,8000000,Non-rookie
12288,Jeff Teague,Atlanta Hawks,2015,8000000,Non-rookie
12289,Jeff Teague,Indiana Pacers,2016,8800000,Non-rookie
12290,Jeff Teague,Minnesota Timberwolves,2017,19000000,Non-rookie
12291,Marquis Teague,Chicago Bulls,2012,1028400,Rookie
12292,Marquis Teague,Chicago Bulls,2013,1074720,Rookie
12293,Marquis Teague,Philadelphia 76ers,2014,1120920,Rookie
12294,Marquis Teague,Memphis Grizzlies,2017,157945,Non-rookie
12295,Mirza Teletovic,Brooklyn Nets,2012,3090000,Rookie
12296,Mirza Teletovic,Brooklyn Nets,2013,3229050,Rookie
12297,Mirza Teletovic,Brooklyn Nets,2014,3368100,Rookie
12298,Mirza Teletovic,Phoenix Suns,2015,5500000,Rookie
12299,Mirza Teletovic,Milwaukee Bucks,2016,10500000,Non-rookie
12300,Mirza Teletovic,Milwaukee Bucks,2017,10500000,Non-rookie
12307,Sebastian Telfair,Minnesota Timberwolves,2010,2700000,Non-rookie
12308,Sebastian Telfair,Phoenix Suns,2011,1500000,Non-rookie
12309,Sebastian Telfair,Toronto Raptors,2012,1567500,Non-rookie
12310,Sebastian Telfair,Oklahoma City Thunder,2014,915243,Non-rookie
12311,Garrett Temple,Milwaukee Bucks,2010,98637,Rookie
12312,Garrett Temple,San Antonio Spurs,2010,71736,Rookie
12313,Garrett Temple,Washington Wizards,2012,572943,Rookie
12314,Garrett Temple,Washington Wizards,2013,916099,Rookie
12315,Garrett Temple,Washington Wizards,2014,981084,Non-rookie
12316,Garrett Temple,Washington Wizards,2015,1100602,Non-rookie
12317,Garrett Temple,Sacramento Kings,2016,8000000,Non-rookie
12318,Garrett Temple,Sacramento Kings,2017,8000000,Non-rookie
12319,Milos Teodosic,Los Angeles Clippers,2017,6000000,Rookie
12331,Jason Terry,Dallas Mavericks,2010,10650000,Non-rookie
12332,Jason Terry,Dallas Mavericks,2011,11158000,Non-rookie
12333,Jason Terry,Boston Celtics,2012,5000000,Non-rookie
12334,Jason Terry,Brooklyn Nets,2013,5625313,Non-rookie
12335,Jason Terry,Houston Rockets,2014,5850313,Non-rookie
12336,Jason Terry,Houston Rockets,2015,1499187,Non-rookie
12337,Jason Terry,Milwaukee Bucks,2016,1551659,Non-rookie
12338,Jason Terry,Milwaukee Bucks,2017,1471382,Non-rookie
12340,Hasheem Thabeet,Houston Rockets,2010,4793280,Rookie
12341,Hasheem Thabeet,Houston Rockets,2011,5127720,Rookie
12342,Hasheem Thabeet,Oklahoma City Thunder,2012,1200000,Rookie
12343,Hasheem Thabeet,Oklahoma City Thunder,2013,1200000,Non-rookie
12344,Daniel Theis,Boston Celtics,2017,815615,Rookie
12351,Adonis Thomas,Detroit Pistons,2015,60000,Rookie
12367,Etan Thomas,Atlanta Hawks,2010,1223166,Non-rookie
12379,Isaiah Thomas,Sacramento Kings,2011,473604,Rookie
12380,Isaiah Thomas,Sacramento Kings,2012,762195,Rookie
12381,Isaiah Thomas,Sacramento Kings,2013,884293,Rookie
12382,Isaiah Thomas,Boston Celtics,2014,7238606,Non-rookie
12383,Isaiah Thomas,Boston Celtics,2015,6912869,Non-rookie
12384,Isaiah Thomas,Boston Celtics,2016,6587132,Non-rookie
12385,Isaiah Thomas,Los Angeles Lakers,2017,6261395,Non-rookie
12422,Kurt Thomas,Chicago Bulls,2010,1352181,Non-rookie
12423,Lance Thomas,New Orleans Hornets,2011,328444,Rookie
12424,Lance Thomas,New Orleans Hornets,2012,762195,Rookie
12425,Lance Thomas,New Orleans Pelicans,2013,884293,Rookie
12426,Lance Thomas,New York Knicks,2014,403784,Rookie
12427,Lance Thomas,New York Knicks,2015,1650000,Non-rookie
12428,Lance Thomas,New York Knicks,2016,6191000,Non-rookie
12429,Lance Thomas,New York Knicks,2017,6655325,Non-rookie
12430,Malcolm Thomas,San Antonio Spurs,2011,103104,Rookie
12431,Malcolm Thomas,Philadelphia 76ers,2014,474000,Rookie
12450,Tyrus Thomas,Charlotte Bobcats,2010,6611570,Non-rookie
12451,Tyrus Thomas,Charlotte Bobcats,2011,7305765,Non-rookie
12452,Tyrus Thomas,Charlotte Bobcats,2012,8000000,Non-rookie
12453,Tyrus Thomas,Charlotte Hornets,2014,9388000,Non-rookie
12454,Tyrus Thomas,Memphis Grizzlies,2014,72234,Non-rookie
12467,Hollis Thompson,Philadelphia 76ers,2014,816482,Rookie
12468,Hollis Thompson,Philadelphia 76ers,2015,947276,Rookie
12469,Hollis Thompson,Philadelphia 76ers,2016,442126,Rookie
12470,Hollis Thompson,New Orleans Pelicans,2016,119494,Rookie
12473,Jason Thompson,Sacramento Kings,2010,2178000,Rookie
12474,Jason Thompson,Sacramento Kings,2011,3001284,Rookie
12475,Jason Thompson,Sacramento Kings,2012,5250000,Non-rookie
12476,Jason Thompson,Sacramento Kings,2013,5643750,Non-rookie
12477,Jason Thompson,Sacramento Kings,2014,6037500,Non-rookie
12478,Jason Thompson,Golden State Warriors,2015,6431250,Non-rookie
12479,Jason Thompson,Toronto Raptors,2015,328955,Non-rookie
12480,Jason Thompson,Golden State Warriors,2016,945126,Non-rookie
12481,Jason Thompson,Golden State Warriors,2017,945126,Non-rookie
12483,Klay Thompson,Golden State Warriors,2011,2126520,Rookie
12484,Klay Thompson,Golden State Warriors,2012,2286000,Rookie
12485,Klay Thompson,Golden State Warriors,2013,2317920,Rookie
12486,Klay Thompson,Golden State Warriors,2014,3075880,Rookie
12487,Klay Thompson,Golden State Warriors,2015,15500000,Non-rookie
12488,Klay Thompson,Golden State Warriors,2016,16663575,Non-rookie
12489,Klay Thompson,Golden State Warriors,2017,17826150,Non-rookie
12507,Mychel Thompson,Cleveland Cavaliers,2011,168035,Rookie
12510,Tristan Thompson,Cleveland Cavaliers,2011,3726600,Rookie
12511,Tristan Thompson,Cleveland Cavaliers,2012,4006080,Rookie
12512,Tristan Thompson,Cleveland Cavaliers,2013,4062000,Rookie
12513,Tristan Thompson,Cleveland Cavaliers,2014,5138430,Rookie
12514,Tristan Thompson,Cleveland Cavaliers,2015,14260870,Non-rookie
12515,Tristan Thompson,Cleveland Cavaliers,2016,15330435,Non-rookie
12516,Tristan Thompson,Cleveland Cavaliers,2017,16400000,Non-rookie
12517,Trey Thompkins,Los Angeles Clippers,2011,473604,Rookie
12518,Trey Thompkins,Los Angeles Clippers,2012,762195,Rookie
12522,Al Thornton,Washington Wizards,2010,2814196,Rookie
12530,Marcus Thornton,Sacramento Kings,2010,762195,Rookie
12531,Marcus Thornton,Sacramento Kings,2011,7000000,Rookie
12532,Marcus Thornton,Sacramento Kings,2012,7525000,Non-rookie
12533,Marcus Thornton,Sacramento Kings,2013,8050000,Non-rookie
12534,Marcus Thornton,Phoenix Suns,2014,8575000,Non-rookie
12535,Marcus Thornton,Houston Rockets,2015,1186000,Non-rookie
12536,Marcus Thornton,Washington Wizards,2015,251107,Non-rookie
12537,Marcus Thornton,Brooklyn Nets,2016,1315448,Non-rookie
12538,Sindarius Thornwell,Los Angeles Clippers,2017,815615,Rookie
12575,Jamaal Tinsley,Indiana Pacers,2010,5500000,Non-rookie
12587,Mike Tobey,Charlotte Hornets,2016,138938,Rookie
12599,Anthony Tolliver,Minnesota Timberwolves,2010,2200000,Rookie
12600,Anthony Tolliver,Minnesota Timberwolves,2011,2050000,Rookie
12601,Anthony Tolliver,Atlanta Hawks,2012,915852,Non-rookie
12602,Anthony Tolliver,Charlotte Bobcats,2013,1027424,Non-rookie
12603,Anthony Tolliver,Detroit Pistons,2014,3000000,Non-rookie
12604,Anthony Tolliver,Detroit Pistons,2015,3000000,Non-rookie
12605,Anthony Tolliver,Sacramento Kings,2016,8000000,Non-rookie
12606,Anthony Tolliver,Detroit Pistons,2017,3290000,Non-rookie
12607,Anthony Tolliver,Sacramento Kings,2017,2000000,Non-rookie
12620,Axel Toupane,Denver Nuggets,2015,123552,Rookie
12621,Axel Toupane,Toronto Raptors,2015,25000,Rookie
12622,Axel Toupane,Milwaukee Bucks,2016,51449,Rookie
12623,Axel Toupane,New Orleans Pelicans,2016,20580,Rookie
12624,Axel Toupane,New Orleans Pelicans,2017,25000,Rookie
12627,Karl-Anthony Towns,Minnesota Timberwolves,2015,5703600,Rookie
12628,Karl-Anthony Towns,Minnesota Timberwolves,2016,5960160,Rookie
12629,Karl-Anthony Towns,Minnesota Timberwolves,2017,6216840,Rookie
12674,P.J. Tucker,Phoenix Suns,2012,762195,Non-rookie
12675,P.J. Tucker,Phoenix Suns,2013,884293,Non-rookie
12676,P.J. Tucker,Phoenix Suns,2014,5700000,Non-rookie
12677,P.J. Tucker,Phoenix Suns,2015,5500000,Non-rookie
12678,P.J. Tucker,Toronto Raptors,2016,5300000,Non-rookie
12679,P.J. Tucker,Houston Rockets,2017,7590035,Non-rookie
12692,Ronny Turiaf,New York Knicks,2010,4000000,Non-rookie
12693,Ronny Turiaf,Washington Wizards,2011,4360000,Non-rookie
12694,Ronny Turiaf,Los Angeles Clippers,2012,1146337,Non-rookie
12695,Ronny Turiaf,Minnesota Timberwolves,2013,1500000,Non-rookie
12696,Ronny Turiaf,Philadelphia 76ers,2014,1500000,Non-rookie
12710,Hedo Turkoglu,Orlando Magic,2010,10215850,Non-rookie
12711,Hedo Turkoglu,Orlando Magic,2011,11015850,Non-rookie
12712,Hedo Turkoglu,Orlando Magic,2012,11815850,Non-rookie
12713,Hedo Turkoglu,Orlando Magic,2013,12000000,Non-rookie
12714,Hedo Turkoglu,Los Angeles Clippers,2014,1448490,Non-rookie
12722,Evan Turner,Philadelphia 76ers,2010,4602720,Rookie
12723,Evan Turner,Philadelphia 76ers,2011,4947840,Rookie
12724,Evan Turner,Philadelphia 76ers,2012,5293080,Rookie
12725,Evan Turner,Philadelphia 76ers,2013,6679867,Rookie
12726,Evan Turner,Boston Celtics,2014,3278000,Non-rookie
12727,Evan Turner,Boston Celtics,2015,3425510,Non-rookie
12728,Evan Turner,Portland Trail Blazers,2016,16393443,Non-rookie
12729,Evan Turner,Portland Trail Blazers,2017,17131148,Non-rookie
12739,Myles Turner,Indiana Pacers,2015,2357760,Rookie
12740,Myles Turner,Indiana Pacers,2016,2463840,Rookie
12741,Myles Turner,Indiana Pacers,2017,2569920,Rookie
12752,Jeremy Tyler,Golden State Warriors,2011,650000,Rookie
12753,Jeremy Tyler,Atlanta Hawks,2012,762195,Rookie
12754,Jeremy Tyler,New York Knicks,2013,884293,Rookie
12755,Jeremy Tyler,Atlanta Hawks,2013,100000,Rookie
